Kommun,År,Befolkning
Malmö,2004,269142
Malmö,2005,271271
Malmö,2006,276244
Malmö,2007,280801
Malmö,2008,286535
Malmö,2009,293909
Malmö,2010,298963
Malmö,2011,302835
Malmö,2012,307758
Malmö,2013,312994
Malmö,2014,318107
Malmö,2015,322574
Malmö,2016,328494
Malmö,2017,333633
Malmö,2018,339313
Malmö,2019,344166
Malmö,2020,347949
Malung-Sälen,1950,12947
Malung-Sälen,1951,13085
Malung-Sälen,1952,13167
Malung-Sälen,1953,13227
Malung-Sälen,1954,13171
Malung-Sälen,1955,13268
Malung-Sälen,1956,13175
Malung-Sälen,1957,13251
Malung-Sälen,1958,13274
Malung-Sälen,1959,13290
Malung-Sälen,1960,13131
Malung-Sälen,1961,13056
Malung-Sälen,1962,13053
Malung-Sälen,1963,12992
Malung-Sälen,1964,12892
Malung-Sälen,1965,12674
Malung-Sälen,1966,12579
Malung-Sälen,1967,12626
Malung-Sälen,1968,12551
Malung-Sälen,1969,12335
Malung-Sälen,1970,12221
Malung-Sälen,1971,12106
Malung-Sälen,1972,12098
Malung-Sälen,1973,12053
Malung-Sälen,1974,12013
Malung-Sälen,1975,11965
Malung-Sälen,1976,11927
Malung-Sälen,1977,12009
Malung-Sälen,1978,11999
Malung-Sälen,1979,11942
Malung-Sälen,1980,11971
Malung-Sälen,1981,11865
Malung-Sälen,1982,11839
Malung-Sälen,1983,11822
Malung-Sälen,1984,11796
Malung-Sälen,1985,11683
Malung-Sälen,1986,11626
Malung-Sälen,1987,11579
Malung-Sälen,1988,11611
Malung-Sälen,1989,11676
Malung-Sälen,1990,11605
Malung-Sälen,1991,11576
Malung-Sälen,1992,11503
Malung-Sälen,1993,11441
Malung-Sälen,1994,11494
Malung-Sälen,1995,11366
Malung-Sälen,1996,11279
Malung-Sälen,1997,11124
Malung-Sälen,1998,10972
Malung-Sälen,1999,10925
Malung-Sälen,2000,10799
Malung-Sälen,2001,10640
Malung-Sälen,2002,10593
Malung-Sälen,2003,10538
Malung-Sälen,2004,10557
Malung-Sälen,2005,10513
Malung-Sälen,2006,10518
Malung-Sälen,2007,10428
Malung-Sälen,2008,10385
Malung-Sälen,2009,10408
Malung-Sälen,2010,10356
Malung-Sälen,2011,10262
Malung-Sälen,2012,10178
Malung-Sälen,2013,10061
Malung-Sälen,2014,9969
Malung-Sälen,2015,10036
Malung-Sälen,2016,10091
Malung-Sälen,2017,10114
Malung-Sälen,2018,10106
Malung-Sälen,2019,10138
Malung-Sälen,2020,10177
Malå,1950,5259
Malå,1951,5200
Malå,1952,5219
Malå,1953,5273
Malå,1954,5369
Malå,1955,5372
Malå,1956,5344
Malå,1957,5327
Malå,1958,5295
Malå,1959,5231
Malå,1960,5169
Malå,1961,5105
Malå,1962,5053
Malå,1963,4957
Malå,1964,4890
Malå,1965,4797
Malå,1966,4721
Malå,1967,4722
Malå,1968,4629
Malå,1969,4595
Malå,1970,4653
Malå,1971,4673
Malå,1972,4610
Malå,1973,4524
Malå,1974,4450
Malå,1975,4347
Malå,1976,4340
Malå,1977,4297
Malå,1978,4302
Malå,1979,4296
Malå,1980,4312
Malå,1981,4304
Malå,1982,4267
Malå,1983,4294
Malå,1984,4241
Malå,1985,4222
Malå,1986,4187
Malå,1987,4153
Malå,1988,4136
Malå,1989,4142
Malå,1990,4154
Malå,1991,4158
Malå,1992,4125
Malå,1993,4053
Malå,1994,4044
Malå,1995,3981
Malå,1996,3934
Malå,1997,3866
Malå,1998,3821
Malå,1999,3723
Malå,2000,3610
Malå,2001,3579
Malå,2002,3553
Malå,2003,3498
Malå,2004,3464
Malå,2005,3421
Malå,2006,3348
Malå,2007,3338
Malå,2008,3369
Malå,2009,3295
Malå,2010,3274
Malå,2011,3230
Malå,2012,3196
Malå,2013,3155
Malå,2014,3115
Malå,2015,3109
Malå,2016,3100
Malå,2017,3133
Malå,2018,3122
Malå,2019,3068
Malå,2020,3024
Mariestad,1950,19170
Mariestad,1951,19276
Mariestad,1952,19266
Mariestad,1953,19175
Mariestad,1954,19157
Mariestad,1955,19274
Mariestad,1956,19475
Mariestad,1957,19609
Mariestad,1958,19630
Mariestad,1959,19959
Mariestad,1960,20527
Mariestad,1961,20885
Mariestad,1962,21214
Mariestad,1963,21782
Mariestad,1964,22067
Mariestad,1965,22870
Mariestad,1966,23267
Mariestad,1967,23133
Mariestad,1968,23814
Mariestad,1969,24436
Mariestad,1970,24805
Mariestad,1971,24596
Mariestad,1972,24432
Mariestad,1973,24563
Mariestad,1974,24619
Mariestad,1975,24686
Mariestad,1976,24565
Mariestad,1977,24706
Mariestad,1978,24577
Mariestad,1979,24377
Mariestad,1980,24413
Mariestad,1981,24253
Mariestad,1982,24247
Mariestad,1983,24151
Mariestad,1984,24178
Mariestad,1985,24175
Mariestad,1986,24255
Mariestad,1987,24465
Mariestad,1988,24508
Mariestad,1989,24617
Mariestad,1990,24682
Mariestad,1991,24847
Mariestad,1992,24714
Mariestad,1993,24764
Mariestad,1994,24774
Mariestad,1995,24700
Mariestad,1996,24455
Mariestad,1997,24261
Mariestad,1998,24020
Mariestad,1999,23949
Mariestad,2000,23800
Mariestad,2001,23725
Mariestad,2002,23743
Mariestad,2003,23847
Mariestad,2004,23897
Mariestad,2005,23895
Mariestad,2006,23933
Mariestad,2007,23871
Mariestad,2008,23825
Mariestad,2009,23799
Mariestad,2010,23741
Mariestad,2011,23732
Mariestad,2012,23739
Mariestad,2013,23870
Mariestad,2014,23921
Mariestad,2015,24043
Mariestad,2016,24215
Mariestad,2017,24290
Mariestad,2018,24372
Mariestad,2019,24537
Mariestad,2020,24513
Mark,1950,27821
Mark,1951,27867
Mark,1952,27640
Mark,1953,27694
Mark,1954,27593
Mark,1955,27477
Mark,1956,27394
Mark,1957,27185
Mark,1958,27199
Mark,1959,27137
Mark,1960,27082
Mark,1961,26939
Mark,1962,26838
Mark,1963,27069
Mark,1964,27470
Mark,1965,27673
Mark,1966,27797
Mark,1967,27990
Mark,1968,28339
Mark,1969,28756
Mark,1970,29000
Mark,1971,29051
Mark,1972,29402
Mark,1973,29738
Mark,1974,29964
Mark,1975,30217
Mark,1976,30344
Mark,1977,30590
Mark,1978,30998
Mark,1979,31204
Mark,1980,31418
Mark,1981,31299
Mark,1982,31386
Mark,1983,31573
Mark,1984,31748
Mark,1985,31708
Mark,1986,31736
Mark,1987,31974
Mark,1988,32146
Mark,1989,32597
Mark,1990,33070
Mark,1991,33288
Mark,1992,33402
Mark,1993,33500
Mark,1994,33577
Mark,1995,33583
Mark,1996,33513
Mark,1997,33283
Mark,1998,33127
Mark,1999,33024
Mark,2000,32951
Mark,2001,32954
Mark,2002,33015
Mark,2003,33218
Mark,2004,33356
Mark,2005,33494
Mark,2006,33594
Mark,2007,33729
Mark,2008,33807
Mark,2009,33821
Mark,2010,33845
Mark,2011,33791
Mark,2012,33763
Mark,2013,33753
Mark,2014,33887
Mark,2015,33906
Mark,2016,34218
Mark,2017,34484
Mark,2018,34781
Mark,2019,34754
Mark,2020,34896
Markaryd,1950,10630
Markaryd,1951,10701
Markaryd,1952,10759
Markaryd,1953,10757
Markaryd,1954,10733
Markaryd,1955,10684
Markaryd,1956,10699
Markaryd,1957,10674
Markaryd,1958,10555
Markaryd,1959,10597
Markaryd,1960,10554
Markaryd,1961,10637
Markaryd,1962,10704
Markaryd,1963,10748
Markaryd,1964,10926
Markaryd,1965,11034
Markaryd,1966,11117
Markaryd,1967,11393
Markaryd,1968,11559
Markaryd,1969,11776
Markaryd,1970,11795
Markaryd,1971,11810
Markaryd,1972,11773
Markaryd,1973,11866
Markaryd,1974,11936
Markaryd,1975,11918
Markaryd,1976,12009
Markaryd,1977,11940
Markaryd,1978,11849
Markaryd,1979,11886
Markaryd,1980,11798
Markaryd,1981,11612
Markaryd,1982,11468
Markaryd,1983,11425
Markaryd,1984,11323
Markaryd,1985,11265
Markaryd,1986,11075
Markaryd,1987,10974
Markaryd,1988,11044
Markaryd,1989,11056
Markaryd,1990,11093
Markaryd,1991,10923
Markaryd,1992,10743
Markaryd,1993,10706
Markaryd,1994,10729
Markaryd,1995,10609
Markaryd,1996,10515
Markaryd,1997,10334
Markaryd,1998,10039
Markaryd,1999,9927
Markaryd,2000,9798
Markaryd,2001,9716
Markaryd,2002,9615
Markaryd,2003,9594
Markaryd,2004,9636
Markaryd,2005,9571
Markaryd,2006,9613
Markaryd,2007,9641
Markaryd,2008,9600
Markaryd,2009,9559
Markaryd,2010,9619
Markaryd,2011,9513
Markaryd,2012,9477
Markaryd,2013,9515
Markaryd,2014,9549
Markaryd,2015,9779
Markaryd,2016,9991
Markaryd,2017,10170
Markaryd,2018,10260
Markaryd,2019,10320
Markaryd,2020,10373
Mellerud,1950,12809
Mellerud,1951,12696
Mellerud,1952,12688
Mellerud,1953,12653
Mellerud,1954,12563
Mellerud,1955,12425
Mellerud,1956,12237
Mellerud,1957,12163
Mellerud,1958,12027
Mellerud,1959,11871
Mellerud,1960,11637
Mellerud,1961,11601
Mellerud,1962,11532
Mellerud,1963,11347
Mellerud,1964,11240
Mellerud,1965,11160
Mellerud,1966,10992
Mellerud,1967,10958
Mellerud,1968,10777
Mellerud,1969,10698
Mellerud,1970,10601
Mellerud,1971,10524
Mellerud,1972,10465
Mellerud,1973,10432
Mellerud,1974,10440
Mellerud,1975,10421
Mellerud,1976,10499
Mellerud,1977,10508
Mellerud,1978,10593
Mellerud,1979,10655
Mellerud,1980,10677
Mellerud,1981,10683
Mellerud,1982,10576
Mellerud,1983,10576
Mellerud,1984,10532
Mellerud,1985,10464
Mellerud,1986,10416
Mellerud,1987,10412
Mellerud,1988,10455
Mellerud,1989,10506
Mellerud,1990,10512
Mellerud,1991,10554
Mellerud,1992,10519
Mellerud,1993,10548
Mellerud,1994,10623
Mellerud,1995,10463
Mellerud,1996,10332
Mellerud,1997,10206
Mellerud,1998,10065
Mellerud,1999,9999
Mellerud,2000,9902
Mellerud,2001,9781
Mellerud,2002,9807
Mellerud,2003,9792
Mellerud,2004,9728
Mellerud,2005,9638
Mellerud,2006,9623
Mellerud,2007,9553
Mellerud,2008,9442
Mellerud,2009,9261
Mellerud,2010,9179
Mellerud,2011,9068
Mellerud,2012,8946
Mellerud,2013,8892
Mellerud,2014,8936
Mellerud,2015,9169
Mellerud,2016,9323
Mellerud,2017,9377
Mellerud,2018,9354
Mellerud,2019,9310
Mellerud,2020,9312
Mjölby,1950,21070
Mjölby,1951,21096
Mjölby,1952,21188
Mjölby,1953,21282
Mjölby,1954,21376
Mjölby,1955,21386
Mjölby,1956,21538
Mjölby,1957,21626
Mjölby,1958,21850
Mjölby,1959,21782
Mjölby,1960,21922
Mjölby,1961,21878
Mjölby,1962,22115
Mjölby,1963,22516
Mjölby,1964,22956
Mjölby,1965,23602
Mjölby,1966,23967
Mjölby,1967,24111
Mjölby,1968,24069
Mjölby,1969,24334
Mjölby,1970,24573
Mjölby,1971,24606
Mjölby,1972,25042
Mjölby,1973,25472
Mjölby,1974,25429
Mjölby,1975,25529
Mjölby,1976,25527
Mjölby,1977,25677
Mjölby,1978,25837
Mjölby,1979,25885
Mjölby,1980,26042
Mjölby,1981,26018
Mjölby,1982,25965
Mjölby,1983,25858
Mjölby,1984,25769
Mjölby,1985,25725
Mjölby,1986,25744
Mjölby,1987,25828
Mjölby,1988,25952
Mjölby,1989,26055
Mjölby,1990,26219
Mjölby,1991,26269
Mjölby,1992,26295
Mjölby,1993,26217
Mjölby,1994,26147
Mjölby,1995,25979
Mjölby,1996,25909
Mjölby,1997,25757
Mjölby,1998,25587
Mjölby,1999,25286
Mjölby,2000,25157
Mjölby,2001,25211
Mjölby,2002,25153
Mjölby,2003,25191
Mjölby,2004,25326
Mjölby,2005,25258
Mjölby,2006,25348
Mjölby,2007,25535
Mjölby,2008,25654
Mjölby,2009,25770
Mjölby,2010,25856
Mjölby,2011,26073
Mjölby,2012,26195
Mjölby,2013,26313
Mjölby,2014,26428
Mjölby,2015,26602
Mjölby,2016,26708
Mjölby,2017,27019
Mjölby,2018,27373
Mjölby,2019,27758
Mjölby,2020,27960
Mora,1950,17080
Mora,1951,17135
Mora,1952,17284
Mora,1953,17400
Mora,1954,17282
Mora,1955,17356
Mora,1956,17353
Mora,1957,17246
Mora,1958,17360
Mora,1959,17343
Mora,1960,17245
Mora,1961,17218
Mora,1962,17205
Mora,1963,17235
Mora,1964,17150
Mora,1965,17157
Mora,1966,17216
Mora,1967,17233
Mora,1968,17181
Mora,1969,17124
Mora,1970,17095
Mora,1971,17242
Mora,1972,17391
Mora,1973,17511
Mora,1974,17749
Mora,1975,17927
Mora,1976,18239
Mora,1977,18604
Mora,1978,18926
Mora,1979,19127
Mora,1980,19376
Mora,1981,19444
Mora,1982,19655
Mora,1983,19686
Mora,1984,19788
Mora,1985,19892
Mora,1986,19925
Mora,1987,19993
Mora,1988,20078
Mora,1989,20332
Mora,1990,20549
Mora,1991,20868
Mora,1992,20919
Mora,1993,20892
Mora,1994,21067
Mora,1995,20930
Mora,1996,20787
Mora,1997,20629
Mora,1998,20398
Mora,1999,20246
Mora,2000,20132
Mora,2001,20014
Mora,2002,20024
Mora,2003,20093
Mora,2004,20083
Mora,2005,20212
Mora,2006,20159
Mora,2007,20143
Mora,2008,20153
Mora,2009,20146
Mora,2010,20153
Mora,2011,20107
Mora,2012,20082
Mora,2013,19998
Mora,2014,20006
Mora,2015,20101
Mora,2016,20279
Mora,2017,20369
Mora,2018,20390
Mora,2019,20470
Mora,2020,20492
Motala,1950,39861
Motala,1951,40064
Motala,1952,39894
Motala,1953,39876
Motala,1954,40205
Motala,1955,40318
Motala,1956,40245
Motala,1957,40232
Motala,1958,40408
Motala,1959,40470
Motala,1960,40471
Motala,1961,40328
Motala,1962,40168
Motala,1963,40083
Motala,1964,39991
Motala,1965,39982
Motala,1966,39488
Motala,1967,39351
Motala,1968,40027
Motala,1969,40699
Motala,1970,41175
Motala,1971,40972
Motala,1972,41288
Motala,1973,41465
Motala,1974,41610
Motala,1975,41577
Motala,1976,41958
Motala,1977,42117
Motala,1978,42144
Motala,1979,41945
Motala,1980,41965
Motala,1981,41824
Motala,1982,41478
Motala,1983,41432
Motala,1984,41364
Motala,1985,41350
Motala,1986,41352
Motala,1987,41444
Motala,1988,41502
Motala,1989,41710
Motala,1990,41994
Motala,1991,42223
Motala,1992,42264
Motala,1993,42497
Motala,1994,42811
Motala,1995,42949
Motala,1996,42754
Motala,1997,42687
Motala,1998,42444
Motala,1999,42181
Motala,2000,42175
Motala,2001,42168
Motala,2002,42078
Motala,2003,42015
Motala,2004,42062
Motala,2005,41912
Motala,2006,41959
Motala,2007,42060
Motala,2008,41953
Motala,2009,41843
Motala,2010,41955
Motala,2011,41828
Motala,2012,41867
Motala,2013,42187
Motala,2014,42556
Motala,2015,42903
Motala,2016,43258
Motala,2017,43549
Motala,2018,43687
Motala,2019,43673
Motala,2020,43640
Mullsjö,1950,3539
Mullsjö,1951,3920
Mullsjö,1952,3914
Mullsjö,1953,3924
Mullsjö,1954,3920
Mullsjö,1955,3903
Mullsjö,1956,3897
Mullsjö,1957,3912
Mullsjö,1958,3930
Mullsjö,1959,3932
Mullsjö,1960,3909
Mullsjö,1961,3858
Mullsjö,1962,3826
Mullsjö,1963,3890
Mullsjö,1964,3893
Mullsjö,1965,3877
Mullsjö,1966,3881
Mullsjö,1967,3929
Mullsjö,1968,3914
Mullsjö,1969,3906
Mullsjö,1970,3967
Mullsjö,1971,4090
Mullsjö,1972,4422
Mullsjö,1973,4698
Mullsjö,1974,4893
Mullsjö,1975,5097
Mullsjö,1976,5275
Mullsjö,1977,5603
Mullsjö,1978,5845
Mullsjö,1979,6264
Mullsjö,1980,6518
Mullsjö,1981,6646
Mullsjö,1982,6816
Mullsjö,1983,6875
Mullsjö,1984,6900
Mullsjö,1985,7011
Mullsjö,1986,7032
Mullsjö,1987,7099
Mullsjö,1988,7201
Mullsjö,1989,7235
Mullsjö,1990,7375
Mullsjö,1991,7355
Mullsjö,1992,7445
Mullsjö,1993,7498
Mullsjö,1994,7371
Mullsjö,1995,7332
Mullsjö,1996,7402
Mullsjö,1997,7312
Mullsjö,1998,7245
Mullsjö,1999,7175
Mullsjö,2000,7071
Mullsjö,2001,7118
Mullsjö,2002,7124
Mullsjö,2003,7129
Mullsjö,2004,7101
Mullsjö,2005,7087
Mullsjö,2006,7075
Mullsjö,2007,7046
Mullsjö,2008,7086
Mullsjö,2009,7027
Mullsjö,2010,7033
Mullsjö,2011,7034
Mullsjö,2012,7070
Mullsjö,2013,7039
Mullsjö,2014,7109
Mullsjö,2015,7157
Mullsjö,2016,7226
Mullsjö,2017,7328
Mullsjö,2018,7324
Mullsjö,2019,7290
Mullsjö,2020,7385
Munkedal,1950,10953
Munkedal,1951,10858
Munkedal,1952,10866
Munkedal,1953,10819
Munkedal,1954,10710
Munkedal,1955,10724
Munkedal,1956,10752
Munkedal,1957,10753
Munkedal,1958,10746
Munkedal,1959,10715
Munkedal,1960,10607
Munkedal,1961,10354
Munkedal,1962,10268
Munkedal,1963,10214
Munkedal,1964,10160
Munkedal,1965,10121
Munkedal,1966,10040
Munkedal,1967,9892
Munkedal,1968,9784
Munkedal,1969,9753
Munkedal,1970,9704
Munkedal,1971,9765
Munkedal,1972,9913
Munkedal,1973,10070
Munkedal,1974,10178
Munkedal,1975,10210
Munkedal,1976,10342
Munkedal,1977,10445
Munkedal,1978,10565
Munkedal,1979,10684
Munkedal,1980,10703
Munkedal,1981,10745
Munkedal,1982,10771
Munkedal,1983,10778
Munkedal,1984,10734
Munkedal,1985,10726
Munkedal,1986,10790
Munkedal,1987,10796
Munkedal,1988,10923
Munkedal,1989,11032
Munkedal,1990,11147
Munkedal,1991,11134
Munkedal,1992,11087
Munkedal,1993,11070
Munkedal,1994,11123
Munkedal,1995,11078
Munkedal,1996,10853
Munkedal,1997,10737
Munkedal,1998,10633
Munkedal,1999,10568
Munkedal,2000,10532
Munkedal,2001,10504
Munkedal,2002,10434
Munkedal,2003,10405
Munkedal,2004,10318
Munkedal,2005,10284
Munkedal,2006,10246
Munkedal,2007,10256
Munkedal,2008,10245
Munkedal,2009,10246
Munkedal,2010,10181
Munkedal,2011,10223
Munkedal,2012,10173
Munkedal,2013,10205
Munkedal,2014,10243
Munkedal,2015,10205
Munkedal,2016,10361
Munkedal,2017,10423
Munkedal,2018,10503
Munkedal,2019,10513
Munkedal,2020,10582
Munkfors,1950,6110
Munkfors,1951,6139
Munkfors,1952,6196
Munkfors,1953,6189
Munkfors,1954,6216
Munkfors,1955,6225
Munkfors,1956,6257
Munkfors,1957,6282
Munkfors,1958,6274
Munkfors,1959,6257
Munkfors,1960,6247
Munkfors,1961,6195
Munkfors,1962,6183
Munkfors,1963,6105
Munkfors,1964,6152
Munkfors,1965,6052
Munkfors,1966,6031
Munkfors,1967,5969
Munkfors,1968,5826
Munkfors,1969,5783
Munkfors,1970,5709
Munkfors,1971,5621
Munkfors,1972,5564
Munkfors,1973,5513
Munkfors,1974,5510
Munkfors,1975,5483
Munkfors,1976,5444
Munkfors,1977,5353
Munkfors,1978,5300
Munkfors,1979,5223
Munkfors,1980,5132
Munkfors,1981,5059
Munkfors,1982,5008
Munkfors,1983,4945
Munkfors,1984,4889
Munkfors,1985,4809
Munkfors,1986,4737
Munkfors,1987,4704
Munkfors,1988,4771
Munkfors,1989,4823
Munkfors,1990,4816
Munkfors,1991,4799
Munkfors,1992,4745
Munkfors,1993,4726
Munkfors,1994,4684
Munkfors,1995,4658
Munkfors,1996,4558
Munkfors,1997,4484
Munkfors,1998,4344
Munkfors,1999,4204
Munkfors,2000,4162
Munkfors,2001,4138
Munkfors,2002,4086
Munkfors,2003,4075
Munkfors,2004,4039
Munkfors,2005,3995
Munkfors,2006,3936
Munkfors,2007,3880
Munkfors,2008,3814
Munkfors,2009,3793
Munkfors,2010,3771
Munkfors,2011,3702
Munkfors,2012,3642
Munkfors,2013,3656
Munkfors,2014,3656
Munkfors,2015,3663
Munkfors,2016,3738
Munkfors,2017,3763
Munkfors,2018,3789
Munkfors,2019,3740
Munkfors,2020,3725
Mölndal,1950,25402
Mölndal,1951,25833
Mölndal,1952,26170
Mölndal,1953,26590
Mölndal,1954,26906
Mölndal,1955,27406
Mölndal,1956,28098
Mölndal,1957,29142
Mölndal,1958,29562
Mölndal,1959,30001
Mölndal,1960,31315
Mölndal,1961,32963
Mölndal,1962,33447
Mölndal,1963,34265
Mölndal,1964,35967
Mölndal,1965,37240
Mölndal,1966,38413
Mölndal,1967,39291
Mölndal,1968,41634
Mölndal,1969,43471
Mölndal,1970,44769
Mölndal,1971,45528
Mölndal,1972,46311
Mölndal,1973,46647
Mölndal,1974,47135
Mölndal,1975,47295
Mölndal,1976,46937
Mölndal,1977,47267
Mölndal,1978,47536
Mölndal,1979,47692
Mölndal,1980,47788
Mölndal,1981,48088
Mölndal,1982,48289
Mölndal,1983,48327
Mölndal,1984,49063
Mölndal,1985,49785
Mölndal,1986,50164
Mölndal,1987,50549
Mölndal,1988,51106
Mölndal,1989,51767
Mölndal,1990,52028
Mölndal,1991,52048
Mölndal,1992,52423
Mölndal,1993,53292
Mölndal,1994,53859
Mölndal,1995,54254
Mölndal,1996,54492
Mölndal,1997,54743
Mölndal,1998,55224
Mölndal,1999,55558
Mölndal,2000,56137
Mölndal,2001,56743
Mölndal,2002,57079
Mölndal,2003,57523
Mölndal,2004,57752
Mölndal,2005,58234
Mölndal,2006,58938
Mölndal,2007,59430
Mölndal,2008,59812
Mölndal,2009,60381
Mölndal,2010,60973
Mölndal,2011,61337
Mölndal,2012,61659
Mölndal,2013,61978
Mölndal,2014,62927
Mölndal,2015,63340
Mölndal,2016,64465
Mölndal,2017,66121
Mölndal,2018,68152
Mölndal,2019,69364
Mölndal,2020,69901
Mönsterås,1950,11546
Mönsterås,1951,11531
Mönsterås,1952,11625
Mönsterås,1953,11574
Mönsterås,1954,11444
Mönsterås,1955,11473
Mönsterås,1956,11496
Mönsterås,1957,11946
Mönsterås,1958,12217
Mönsterås,1959,12343
Mönsterås,1960,12542
Mönsterås,1961,12704
Mönsterås,1962,12875
Mönsterås,1963,13023
Mönsterås,1964,13161
Mönsterås,1965,13545
Mönsterås,1966,13775
Mönsterås,1967,13633
Mönsterås,1968,13335
Mönsterås,1969,13477
Mönsterås,1970,13398
Mönsterås,1971,13324
Mönsterås,1972,13257
Mönsterås,1973,13095
Mönsterås,1974,13060
Mönsterås,1975,13036
Mönsterås,1976,13109
Mönsterås,1977,13207
Mönsterås,1978,13156
Mönsterås,1979,13169
Mönsterås,1980,13135
Mönsterås,1981,13233
Mönsterås,1982,13235
Mönsterås,1983,13199
Mönsterås,1984,13093
Mönsterås,1985,12999
Mönsterås,1986,12920
Mönsterås,1987,12878
Mönsterås,1988,12911
Mönsterås,1989,13008
Mönsterås,1990,13182
Mönsterås,1991,13285
Mönsterås,1992,13287
Mönsterås,1993,13308
Mönsterås,1994,13437
Mönsterås,1995,13449
Mönsterås,1996,13431
Mönsterås,1997,13451
Mönsterås,1998,13371
Mönsterås,1999,13275
Mönsterås,2000,13227
Mönsterås,2001,13240
Mönsterås,2002,13220
Mönsterås,2003,13256
Mönsterås,2004,13226
Mönsterås,2005,13103
Mönsterås,2006,13111
Mönsterås,2007,13114
Mönsterås,2008,12956
Mönsterås,2009,12980
Mönsterås,2010,12909
Mönsterås,2011,12853
Mönsterås,2012,12799
Mönsterås,2013,12949
Mönsterås,2014,13057
Mönsterås,2015,13144
Mönsterås,2016,13395
Mönsterås,2017,13498
Mönsterås,2018,13565
Mönsterås,2019,13430
Mönsterås,2020,13264
Mörbylånga,1950,12233
Mörbylånga,1951,12155
Mörbylånga,1952,12079
Mörbylånga,1953,12024
Mörbylånga,1954,11997
Mörbylånga,1955,11779
Mörbylånga,1956,11659
Mörbylånga,1957,11597
Mörbylånga,1958,11506
Mörbylånga,1959,11312
Mörbylånga,1960,11032
Mörbylånga,1961,10783
Mörbylånga,1962,10565
Mörbylånga,1963,10450
Mörbylånga,1964,10345
Mörbylånga,1965,10226
Mörbylånga,1966,10066
Mörbylånga,1967,9997
Mörbylånga,1968,9939
Mörbylånga,1969,9972
Mörbylånga,1970,9898
Mörbylånga,1971,9873
Mörbylånga,1972,10124
Mörbylånga,1973,10537
Mörbylånga,1974,10982
Mörbylånga,1975,11383
Mörbylånga,1976,11760
Mörbylånga,1977,12082
Mörbylånga,1978,12297
Mörbylånga,1979,12527
Mörbylånga,1980,12613
Mörbylånga,1981,12757
Mörbylånga,1982,12720
Mörbylånga,1983,12749
Mörbylånga,1984,12805
Mörbylånga,1985,12707
Mörbylånga,1986,12683
Mörbylånga,1987,12799
Mörbylånga,1988,13029
Mörbylånga,1989,13222
Mörbylånga,1990,13447
Mörbylånga,1991,13711
Mörbylånga,1992,13792
Mörbylånga,1993,13784
Mörbylånga,1994,13744
Mörbylånga,1995,13802
Mörbylånga,1996,13655
Mörbylånga,1997,13624
Mörbylånga,1998,13568
Mörbylånga,1999,13488
Mörbylånga,2000,13442
Mörbylånga,2001,13410
Mörbylånga,2002,13430
Mörbylånga,2003,13481
Mörbylånga,2004,13403
Mörbylånga,2005,13405
Mörbylånga,2006,13520
Mörbylånga,2007,13608
Mörbylånga,2008,13737
Mörbylånga,2009,13834
Mörbylånga,2010,14021
Mörbylånga,2011,14138
Mörbylånga,2012,14256
Mörbylånga,2013,14368
Mörbylånga,2014,14498
Mörbylånga,2015,14669
Mörbylånga,2016,14916
Mörbylånga,2017,15000
Mörbylånga,2018,15048
Mörbylånga,2019,15249
Mörbylånga,2020,15487
Nacka,1950,25614
Nacka,1951,26720
Nacka,1952,27578
Nacka,1953,28162
Nacka,1954,28533
Nacka,1955,29221
Nacka,1956,30048
Nacka,1957,31062
Nacka,1958,31508
Nacka,1959,32418
Nacka,1960,32738
Nacka,1961,34385
Nacka,1962,35347
Nacka,1963,36338
Nacka,1964,37227
Nacka,1965,38135
Nacka,1966,39729
Nacka,1967,40756
Nacka,1968,42234
Nacka,1969,44785
Nacka,1970,48035
Nacka,1971,50125
Nacka,1972,51913
Nacka,1973,52679
Nacka,1974,54107
Nacka,1975,55321
Nacka,1976,55782
Nacka,1977,55681
Nacka,1978,55927
Nacka,1979,56825
Nacka,1980,57229
Nacka,1981,58119
Nacka,1982,58399
Nacka,1983,58537
Nacka,1984,59009
Nacka,1985,59688
Nacka,1986,60315
Nacka,1987,61084
Nacka,1988,61931
Nacka,1989,63114
Nacka,1990,64056
Nacka,1991,65224
Nacka,1992,66098
Nacka,1993,67321
Nacka,1994,69121
Nacka,1995,70172
Nacka,1996,71213
Nacka,1997,72230
Nacka,1998,73029
Nacka,1999,73976
Nacka,2000,74974
Nacka,2001,75741
Nacka,2002,76624
Nacka,2003,77470
Nacka,2004,78715
Nacka,2005,80247
Nacka,2006,82421
Nacka,2007,84303
Nacka,2008,85661
Nacka,2009,88085
Nacka,2010,90108
Nacka,2011,91616
Nacka,2012,92873
Nacka,2013,94423
Nacka,2014,96217
Nacka,2015,97986
Nacka,2016,99359
Nacka,2017,101231
Nacka,2018,103656
Nacka,2019,105189
Nacka,2020,106505
Nora,1950,9909
Nora,1951,9892
Nora,1952,10004
Nora,1953,9950
Nora,1954,9834
Nora,1955,9892
Nora,1956,9981
Nora,1957,10114
Nora,1958,10091
Nora,1959,9972
Nora,1960,9832
Nora,1961,9854
Nora,1962,9719
Nora,1963,9613
Nora,1964,9503
Nora,1965,9452
Nora,1966,9360
Nora,1967,9196
Nora,1968,9059
Nora,1969,9052
Nora,1970,9029
Nora,1971,8946
Nora,1972,9033
Nora,1973,9072
Nora,1974,9170
Nora,1975,9269
Nora,1976,9421
Nora,1977,9797
Nora,1978,9911
Nora,1979,10098
Nora,1980,10211
