Kommun,År,Befolkning
Ale,1950,12744
Ale,1951,12812
Ale,1952,12686
Ale,1953,12763
Ale,1954,12765
Ale,1955,12762
Ale,1956,12844
Ale,1957,12912
Ale,1958,12867
Ale,1959,12892
Ale,1960,13192
Ale,1961,13512
Ale,1962,13908
Ale,1963,14059
Ale,1964,14529
Ale,1965,14825
Ale,1966,15512
Ale,1967,15854
Ale,1968,15966
Ale,1969,16715
Ale,1970,17566
Ale,1971,18355
Ale,1972,19297
Ale,1973,20558
Ale,1974,21537
Ale,1975,21980
Ale,1976,22132
Ale,1977,22652
Ale,1978,22865
Ale,1979,22884
Ale,1980,23312
Ale,1981,23373
Ale,1982,23515
Ale,1983,23562
Ale,1984,23486
Ale,1985,23412
Ale,1986,23402
Ale,1987,23492
Ale,1988,23528
Ale,1989,23853
Ale,1990,24071
Ale,1991,24517
Ale,1992,25029
Ale,1993,25204
Ale,1994,25356
Ale,1995,25377
Ale,1996,25316
Ale,1997,25338
Ale,1998,25292
Ale,1999,25329
Ale,2000,25421
Ale,2001,25593
Ale,2002,25835
Ale,2003,25993
Ale,2004,26288
Ale,2005,26405
Ale,2006,26800
Ale,2007,27092
Ale,2008,27323
Ale,2009,27394
Ale,2010,27442
Ale,2011,27577
Ale,2012,27842
Ale,2013,28074
Ale,2014,28423
Ale,2015,28862
Ale,2016,29549
Ale,2017,30223
Ale,2018,30926
Ale,2019,31402
Ale,2020,31868
Alingsås,1950,23189
Alingsås,1951,23386
Alingsås,1952,23336
Alingsås,1953,23325
Alingsås,1954,23604
Alingsås,1955,23616
Alingsås,1956,23820
Alingsås,1957,23903
Alingsås,1958,24000
Alingsås,1959,24156
Alingsås,1960,24193
Alingsås,1961,24394
Alingsås,1962,24540
Alingsås,1963,24675
Alingsås,1964,25159
Alingsås,1965,25714
Alingsås,1966,25961
Alingsås,1967,26141
Alingsås,1968,26071
Alingsås,1969,26350
Alingsås,1970,26529
Alingsås,1971,26633
Alingsås,1972,26741
Alingsås,1973,26954
Alingsås,1974,27509
Alingsås,1975,27796
Alingsås,1976,28172
Alingsås,1977,28519
Alingsås,1978,28698
Alingsås,1979,29109
Alingsås,1980,29637
Alingsås,1981,29979
Alingsås,1982,30355
Alingsås,1983,30758
Alingsås,1984,31074
Alingsås,1985,31394
Alingsås,1986,31718
Alingsås,1987,32051
Alingsås,1988,32402
Alingsås,1989,33043
Alingsås,1990,33626
Alingsås,1991,33936
Alingsås,1992,34088
Alingsås,1993,34212
Alingsås,1994,34525
Alingsås,1995,34758
Alingsås,1996,34775
Alingsås,1997,34824
Alingsås,1998,34930
Alingsås,1999,34963
Alingsås,2000,35153
Alingsås,2001,35257
Alingsås,2002,35327
Alingsås,2003,35530
Alingsås,2004,35761
Alingsås,2005,36010
Alingsås,2006,36481
Alingsås,2007,36739
Alingsås,2008,37247
Alingsås,2009,37515
Alingsås,2010,37796
Alingsås,2011,38053
Alingsås,2012,38355
Alingsås,2013,38619
Alingsås,2014,39188
Alingsås,2015,39602
Alingsås,2016,40045
Alingsås,2017,40390
Alingsås,2018,41070
Alingsås,2019,41420
Alingsås,2020,41602
Alvesta,1950,18354
Alvesta,1951,18409
Alvesta,1952,18400
Alvesta,1953,18512
Alvesta,1954,18458
Alvesta,1955,18584
Alvesta,1956,18586
Alvesta,1957,18464
Alvesta,1958,18510
Alvesta,1959,18698
Alvesta,1960,18647
Alvesta,1961,18630
Alvesta,1962,18684
Alvesta,1963,18602
Alvesta,1964,18557
Alvesta,1965,18815
Alvesta,1966,18791
Alvesta,1967,19024
Alvesta,1968,18940
Alvesta,1969,19131
Alvesta,1970,19184
Alvesta,1971,18858
Alvesta,1972,18659
Alvesta,1973,18969
Alvesta,1974,18785
Alvesta,1975,18784
Alvesta,1976,18918
Alvesta,1977,19018
Alvesta,1978,19158
Alvesta,1979,19214
Alvesta,1980,19442
Alvesta,1981,19846
Alvesta,1982,19710
Alvesta,1983,19773
Alvesta,1984,19791
Alvesta,1985,19518
Alvesta,1986,19552
Alvesta,1987,19515
Alvesta,1988,19579
Alvesta,1989,19767
Alvesta,1990,19754
Alvesta,1991,19839
Alvesta,1992,19762
Alvesta,1993,19813
Alvesta,1994,20012
Alvesta,1995,19714
Alvesta,1996,19441
Alvesta,1997,19387
Alvesta,1998,19171
Alvesta,1999,19035
Alvesta,2000,18916
Alvesta,2001,18957
Alvesta,2002,18930
Alvesta,2003,18879
Alvesta,2004,18865
Alvesta,2005,18684
Alvesta,2006,18741
Alvesta,2007,18776
Alvesta,2008,18775
Alvesta,2009,18757
Alvesta,2010,18802
Alvesta,2011,18917
Alvesta,2012,19034
Alvesta,2013,19280
Alvesta,2014,19503
Alvesta,2015,19581
Alvesta,2016,19850
Alvesta,2017,20026
Alvesta,2018,20150
Alvesta,2019,20134
Alvesta,2020,20224
Aneby,1950,7212
Aneby,1951,7178
Aneby,1952,7172
Aneby,1953,7127
Aneby,1954,7159
Aneby,1955,7057
Aneby,1956,7023
Aneby,1957,7010
Aneby,1958,6978
Aneby,1959,6929
Aneby,1960,6874
Aneby,1961,6785
Aneby,1962,6765
Aneby,1963,6711
Aneby,1964,6671
Aneby,1965,6645
Aneby,1966,6539
Aneby,1967,6458
Aneby,1968,6318
Aneby,1969,6327
Aneby,1970,6296
Aneby,1971,6345
Aneby,1972,6341
Aneby,1973,6363
Aneby,1974,6452
Aneby,1975,6508
Aneby,1976,6565
Aneby,1977,6625
Aneby,1978,6764
Aneby,1979,6785
Aneby,1980,6873
Aneby,1981,6898
Aneby,1982,6933
Aneby,1983,6913
Aneby,1984,6903
Aneby,1985,6897
Aneby,1986,6881
Aneby,1987,6919
Aneby,1988,7002
Aneby,1989,7038
Aneby,1990,7159
Aneby,1991,7181
Aneby,1992,7187
Aneby,1993,7269
Aneby,1994,7284
Aneby,1995,7169
Aneby,1996,7083
Aneby,1997,6953
Aneby,1998,6806
Aneby,1999,6799
Aneby,2000,6682
Aneby,2001,6686
Aneby,2002,6631
Aneby,2003,6666
Aneby,2004,6624
Aneby,2005,6576
Aneby,2006,6551
Aneby,2007,6506
Aneby,2008,6523
Aneby,2009,6446
Aneby,2010,6393
Aneby,2011,6415
Aneby,2012,6407
Aneby,2013,6375
Aneby,2014,6426
Aneby,2015,6537
Aneby,2016,6603
Aneby,2017,6776
Aneby,2018,6832
Aneby,2019,6848
Aneby,2020,6821
Arboga,1950,13174
Arboga,1951,13603
Arboga,1952,13624
Arboga,1953,13751
Arboga,1954,13846
Arboga,1955,14007
Arboga,1956,13956
Arboga,1957,13941
Arboga,1958,13939
Arboga,1959,14031
Arboga,1960,14146
Arboga,1961,14267
Arboga,1962,14448
Arboga,1963,14604
Arboga,1964,14787
Arboga,1965,14920
Arboga,1966,14903
Arboga,1967,14920
Arboga,1968,14802
Arboga,1969,14791
Arboga,1970,14830
Arboga,1971,14876
Arboga,1972,14824
Arboga,1973,14820
Arboga,1974,14706
Arboga,1975,14717
Arboga,1976,14653
Arboga,1977,14698
Arboga,1978,14843
Arboga,1979,14834
Arboga,1980,14944
Arboga,1981,14734
Arboga,1982,14623
Arboga,1983,14575
Arboga,1984,14484
Arboga,1985,14441
Arboga,1986,14380
Arboga,1987,14384
Arboga,1988,14457
Arboga,1989,14536
Arboga,1990,14622
Arboga,1991,14605
Arboga,1992,14552
Arboga,1993,14572
Arboga,1994,14646
Arboga,1995,14554
Arboga,1996,14326
Arboga,1997,14105
Arboga,1998,14070
Arboga,1999,14036
Arboga,2000,13870
Arboga,2001,13616
Arboga,2002,13574
Arboga,2003,13514
Arboga,2004,13406
Arboga,2005,13380
Arboga,2006,13391
Arboga,2007,13369
Arboga,2008,13301
Arboga,2009,13302
Arboga,2010,13285
Arboga,2011,13302
Arboga,2012,13353
Arboga,2013,13493
Arboga,2014,13631
Arboga,2015,13858
Arboga,2016,13903
Arboga,2017,13934
Arboga,2018,14138
Arboga,2019,14087
Arboga,2020,14039
Arjeplog,1950,5320
Arjeplog,1951,5418
Arjeplog,1952,5499
Arjeplog,1953,5601
Arjeplog,1954,5753
Arjeplog,1955,5711
Arjeplog,1956,5703
Arjeplog,1957,5706
Arjeplog,1958,5739
Arjeplog,1959,5624
Arjeplog,1960,5573
Arjeplog,1961,5483
Arjeplog,1962,5388
Arjeplog,1963,5266
Arjeplog,1964,5175
Arjeplog,1965,5063
Arjeplog,1966,4978
Arjeplog,1967,4871
Arjeplog,1968,4681
Arjeplog,1969,4505
Arjeplog,1970,4379
Arjeplog,1971,4378
Arjeplog,1972,4348
Arjeplog,1973,4266
Arjeplog,1974,4221
Arjeplog,1975,4192
Arjeplog,1976,4152
Arjeplog,1977,4133
Arjeplog,1978,4049
Arjeplog,1979,4034
Arjeplog,1980,4041
Arjeplog,1981,4000
Arjeplog,1982,3980
Arjeplog,1983,3960
Arjeplog,1984,3917
Arjeplog,1985,3927
Arjeplog,1986,3831
Arjeplog,1987,3818
Arjeplog,1988,3814
Arjeplog,1989,3815
Arjeplog,1990,3753
Arjeplog,1991,3743
Arjeplog,1992,3727
Arjeplog,1993,3730
Arjeplog,1994,3676
Arjeplog,1995,3697
Arjeplog,1996,3615
Arjeplog,1997,3575
Arjeplog,1998,3517
Arjeplog,1999,3455
Arjeplog,2000,3384
Arjeplog,2001,3313
Arjeplog,2002,3291
Arjeplog,2003,3259
Arjeplog,2004,3224
Arjeplog,2005,3159
Arjeplog,2006,3151
Arjeplog,2007,3089
Arjeplog,2008,3146
Arjeplog,2009,3143
Arjeplog,2010,3161
Arjeplog,2011,3114
Arjeplog,2012,3054
Arjeplog,2013,2980
Arjeplog,2014,2907
Arjeplog,2015,2887
Arjeplog,2016,2876
Arjeplog,2017,2821
Arjeplog,2018,2794
Arjeplog,2019,2785
Arjeplog,2020,2718
Arvidsjaur,1950,11096
Arvidsjaur,1951,10982
Arvidsjaur,1952,10943
Arvidsjaur,1953,10917
Arvidsjaur,1954,10861
Arvidsjaur,1955,10754
Arvidsjaur,1956,10653
Arvidsjaur,1957,10598
Arvidsjaur,1958,10479
Arvidsjaur,1959,10474
Arvidsjaur,1960,10317
Arvidsjaur,1961,10234
Arvidsjaur,1962,10058
Arvidsjaur,1963,9927
Arvidsjaur,1964,9651
Arvidsjaur,1965,9374
Arvidsjaur,1966,9257
Arvidsjaur,1967,9032
Arvidsjaur,1968,8692
Arvidsjaur,1969,8476
Arvidsjaur,1970,8311
Arvidsjaur,1971,8244
Arvidsjaur,1972,8216
Arvidsjaur,1973,8154
Arvidsjaur,1974,8092
Arvidsjaur,1975,8050
Arvidsjaur,1976,8063
Arvidsjaur,1977,8050
Arvidsjaur,1978,8127
Arvidsjaur,1979,8217
Arvidsjaur,1980,8392
Arvidsjaur,1981,8386
Arvidsjaur,1982,8336
Arvidsjaur,1983,8331
Arvidsjaur,1984,8264
Arvidsjaur,1985,8185
Arvidsjaur,1986,8136
Arvidsjaur,1987,8098
Arvidsjaur,1988,8074
Arvidsjaur,1989,8080
Arvidsjaur,1990,8081
Arvidsjaur,1991,8014
Arvidsjaur,1992,7965
Arvidsjaur,1993,7879
Arvidsjaur,1994,7974
Arvidsjaur,1995,7788
Arvidsjaur,1996,7716
Arvidsjaur,1997,7546
Arvidsjaur,1998,7401
Arvidsjaur,1999,7233
Arvidsjaur,2000,7148
Arvidsjaur,2001,7129
Arvidsjaur,2002,7017
Arvidsjaur,2003,6948
Arvidsjaur,2004,6894
Arvidsjaur,2005,6814
Arvidsjaur,2006,6791
Arvidsjaur,2007,6751
Arvidsjaur,2008,6665
Arvidsjaur,2009,6622
Arvidsjaur,2010,6529
Arvidsjaur,2011,6494
Arvidsjaur,2012,6467
Arvidsjaur,2013,6471
Arvidsjaur,2014,6484
Arvidsjaur,2015,6471
Arvidsjaur,2016,6442
Arvidsjaur,2017,6440
Arvidsjaur,2018,6334
Arvidsjaur,2019,6220
Arvidsjaur,2020,6145
Arvika,1950,30908
Arvika,1951,31039
Arvika,1952,30947
Arvika,1953,30781
Arvika,1954,30615
Arvika,1955,30744
Arvika,1956,30480
Arvika,1957,30151
Arvika,1958,29935
Arvika,1959,29803
Arvika,1960,29542
Arvika,1961,29404
Arvika,1962,29083
Arvika,1963,29037
Arvika,1964,28709
Arvika,1965,28385
Arvika,1966,28115
Arvika,1967,27863
Arvika,1968,27580
Arvika,1969,27419
Arvika,1970,27296
Arvika,1971,27387
Arvika,1972,27376
Arvika,1973,27356
Arvika,1974,27404
Arvika,1975,27446
Arvika,1976,27299
Arvika,1977,27277
Arvika,1978,27100
Arvika,1979,26962
Arvika,1980,26891
Arvika,1981,26827
Arvika,1982,26771
Arvika,1983,26654
Arvika,1984,26616
Arvika,1985,26558
Arvika,1986,26521
Arvika,1987,26532
Arvika,1988,26668
Arvika,1989,26803
Arvika,1990,26887
Arvika,1991,27057
Arvika,1992,27023
Arvika,1993,27035
Arvika,1994,27010
Arvika,1995,26919
Arvika,1996,26720
Arvika,1997,26643
Arvika,1998,26490
Arvika,1999,26353
Arvika,2000,26188
Arvika,2001,26192
Arvika,2002,26262
Arvika,2003,26302
Arvika,2004,26275
Arvika,2005,26265
Arvika,2006,26131
Arvika,2007,26250
Arvika,2008,26176
Arvika,2009,26100
Arvika,2010,26034
Arvika,2011,25907
Arvika,2012,25829
Arvika,2013,25817
Arvika,2014,25771
Arvika,2015,25841
Arvika,2016,26054
Arvika,2017,26060
Arvika,2018,26082
Arvika,2019,26045
Arvika,2020,25932
Askersund,1950,13444
Askersund,1951,13448
Askersund,1952,13465
Askersund,1953,13451
Askersund,1954,13402
Askersund,1955,13414
Askersund,1956,13383
Askersund,1957,13306
Askersund,1958,13240
Askersund,1959,13053
Askersund,1960,12793
Askersund,1961,12602
Askersund,1962,12357
Askersund,1963,12193
Askersund,1964,11983
Askersund,1965,11765
Askersund,1966,11753
Askersund,1967,11619
Askersund,1968,11412
Askersund,1969,11292
Askersund,1970,11174
Askersund,1971,11070
Askersund,1972,11118
Askersund,1973,11186
Askersund,1974,11216
Askersund,1975,11342
Askersund,1976,11405
Askersund,1977,11484
Askersund,1978,11624
Askersund,1979,11675
Askersund,1980,11896
Askersund,1981,11823
Askersund,1982,11802
Askersund,1983,11712
Askersund,1984,11744
Askersund,1985,11614
Askersund,1986,11653
Askersund,1987,11723
Askersund,1988,11703
Askersund,1989,11879
Askersund,1990,12008
Askersund,1991,12090
Askersund,1992,12302
Askersund,1993,12320
Askersund,1994,12358
Askersund,1995,12230
Askersund,1996,12065
Askersund,1997,11911
Askersund,1998,11809
Askersund,1999,11621
Askersund,2000,11530
Askersund,2001,11483
Askersund,2002,11449
Askersund,2003,11539
Askersund,2004,11477
Askersund,2005,11461
Askersund,2006,11470
Askersund,2007,11394
Askersund,2008,11386
Askersund,2009,11307
Askersund,2010,11278
Askersund,2011,11134
Askersund,2012,11011
Askersund,2013,11096
Askersund,2014,11119
Askersund,2015,11151
Askersund,2016,11282
Askersund,2017,11175
Askersund,2018,11313
Askersund,2019,11377
Askersund,2020,11471
Avesta,1950,24412
Avesta,1951,24772
Avesta,1952,25260
Avesta,1953,25819
Avesta,1954,26783
Avesta,1955,27710
Avesta,1956,28052
Avesta,1957,28296
Avesta,1958,28524
Avesta,1959,28839
Avesta,1960,29156
Avesta,1961,29543
Avesta,1962,29705
Avesta,1963,29812
Avesta,1964,29432
Avesta,1965,29431
Avesta,1966,29368
Avesta,1967,29082
Avesta,1968,28744
Avesta,1969,28379
Avesta,1970,28031
Avesta,1971,27803
Avesta,1972,27485
Avesta,1973,27485
Avesta,1974,27361
Avesta,1975,27153
Avesta,1976,27120
Avesta,1977,26904
Avesta,1978,26667
Avesta,1979,26471
Avesta,1980,26376
Avesta,1981,26063
Avesta,1982,25750
Avesta,1983,25527
Avesta,1984,25317
Avesta,1985,24969
Avesta,1986,24814
Avesta,1987,24731
Avesta,1988,24671
Avesta,1989,24776
Avesta,1990,24832
Avesta,1991,24707
Avesta,1992,24538
Avesta,1993,24352
Avesta,1994,24276
Avesta,1995,24010
Avesta,1996,23688
Avesta,1997,23267
Avesta,1998,22897
Avesta,1999,22714
Avesta,2000,22375
Avesta,2001,22330
Avesta,2002,22296
Avesta,2003,22249
Avesta,2004,22102
Avesta,2005,21954
Avesta,2006,21963
Avesta,2007,21886
Avesta,2008,21937
Avesta,2009,21762
Avesta,2010,21583
Avesta,2011,21486
Avesta,2012,21467
Avesta,2013,21582
Avesta,2014,22022
Avesta,2015,22781
Avesta,2016,23161
Avesta,2017,23256
Avesta,2018,23323
Avesta,2019,23178
Avesta,2020,23067
Bengtsfors,1950,14031
Bengtsfors,1951,14119
Bengtsfors,1952,14090
Bengtsfors,1953,13997
Bengtsfors,1954,13911
Bengtsfors,1955,13851
Bengtsfors,1956,13824
Bengtsfors,1957,13895
Bengtsfors,1958,13829
Bengtsfors,1959,13678
Bengtsfors,1960,13530
Bengtsfors,1961,13422
Bengtsfors,1962,13262
Bengtsfors,1963,13190
Bengtsfors,1964,13066
Bengtsfors,1965,13104
Bengtsfors,1966,13066
Bengtsfors,1967,12768
Bengtsfors,1968,12582
Bengtsfors,1969,12528
Bengtsfors,1970,12443
Bengtsfors,1971,12440
Bengtsfors,1972,12415
Bengtsfors,1973,12352
Bengtsfors,1974,12427
Bengtsfors,1975,12345
Bengtsfors,1976,12335
Bengtsfors,1977,12254
Bengtsfors,1978,12269
Bengtsfors,1979,12250
Bengtsfors,1980,12199
Bengtsfors,1981,12134
Bengtsfors,1982,12077
Bengtsfors,1983,12058
Bengtsfors,1984,11962
Bengtsfors,1985,11891
Bengtsfors,1986,11796
Bengtsfors,1987,11738
Bengtsfors,1988,11836
Bengtsfors,1989,11920
Bengtsfors,1990,11927
Bengtsfors,1991,11805
Bengtsfors,1992,11699
Bengtsfors,1993,11636
Bengtsfors,1994,11614
Bengtsfors,1995,11500
Bengtsfors,1996,11384
Bengtsfors,1997,11290
Bengtsfors,1998,11204
Bengtsfors,1999,11032
Bengtsfors,2000,10896
Bengtsfors,2001,10685
Bengtsfors,2002,10516
Bengtsfors,2003,10436
Bengtsfors,2004,10335
Bengtsfors,2005,10225
Bengtsfors,2006,10080
Bengtsfors,2007,9957
Bengtsfors,2008,9897
Bengtsfors,2009,9841
Bengtsfors,2010,9791
Bengtsfors,2011,9680
Bengtsfors,2012,9588
Bengtsfors,2013,9550
Bengtsfors,2014,9556
Bengtsfors,2015,9626
Bengtsfors,2016,9940
Bengtsfors,2017,9905
Bengtsfors,2018,9846
Bengtsfors,2019,9750
Bengtsfors,2020,9591
Berg,1950,12619
Berg,1951,12417
Berg,1952,12421
Berg,1953,12348
Berg,1954,12252
Berg,1955,12144
Berg,1956,12119
Berg,1957,11930
Berg,1958,11852
Berg,1959,11756
Berg,1960,11578
Berg,1961,11397
Berg,1962,11235
Berg,1963,11076
Berg,1964,10822
Berg,1965,10658
Berg,1966,10585
Berg,1967,10363
Berg,1968,10133
Berg,1969,9785
Berg,1970,9406
Berg,1971,9361
Berg,1972,9315
Berg,1973,9093
Berg,1974,9023
Berg,1975,8906
Berg,1976,8802
Berg,1977,8877
Berg,1978,8916
Berg,1979,8983
Berg,1980,9003
Berg,1981,8903
Berg,1982,8862
Berg,1983,8789
Berg,1984,8700
Berg,1985,8641
Berg,1986,8553
Berg,1987,8538
Berg,1988,8529
Berg,1989,8594
Berg,1990,8660
Berg,1991,8694
Berg,1992,8648
Berg,1993,8577
Berg,1994,8527
Berg,1995,8480
Berg,1996,8402
Berg,1997,8364
Berg,1998,8274
Berg,1999,8272
Berg,2000,8175
Berg,2001,8053
Berg,2002,7949
Berg,2003,7865
Berg,2004,7779
Berg,2005,7696
Berg,2006,7592
Berg,2007,7586
Berg,2008,7533
Berg,2009,7447
Berg,2010,7352
Berg,2011,7345
Berg,2012,7215
Berg,2013,7160
Berg,2014,7067
Berg,2015,7032
Berg,2016,7081
Berg,2017,7122
Berg,2018,7097
Berg,2019,7061
Berg,2020,7120
Bjurholm,1950,5193
Bjurholm,1951,5081
Bjurholm,1952,5082
Bjurholm,1953,5066
Bjurholm,1954,5107
Bjurholm,1955,5085
Bjurholm,1956,5035
Bjurholm,1957,4961
Bjurholm,1958,4938
Bjurholm,1959,4903
Bjurholm,1960,4785
Bjurholm,1961,4667
Bjurholm,1962,4602
Bjurholm,1963,4544
Bjurholm,1964,4394
Bjurholm,1965,4329
Bjurholm,1966,4246
Bjurholm,1967,4195
Bjurholm,1968,4133
Bjurholm,1969,4049
Bjurholm,1970,3912
Bjurholm,1971,3824
Bjurholm,1972,3776
Bjurholm,1973,3668
Bjurholm,1974,3552
Bjurholm,1975,3486
Bjurholm,1976,3432
Bjurholm,1977,3412
Bjurholm,1978,3427
Bjurholm,1979,3401
Bjurholm,1980,3354
Bjurholm,1981,3320
Bjurholm,1982,3255
Bjurholm,1983,3215
Bjurholm,1984,3156
Bjurholm,1985,3070
Bjurholm,1986,3008
Bjurholm,1987,2989
Bjurholm,1988,2950
Bjurholm,1989,2991
Bjurholm,1990,2959
Bjurholm,1991,2924
Bjurholm,1992,2901
Bjurholm,1993,2865
Bjurholm,1994,2832
Bjurholm,1995,2854
Bjurholm,1996,2859
Bjurholm,1997,2813
Bjurholm,1998,2786
Bjurholm,1999,2746
Bjurholm,2000,2695
Bjurholm,2001,2639
Bjurholm,2002,2608
Bjurholm,2003,2575
Bjurholm,2004,2588
Bjurholm,2005,2553
Bjurholm,2006,2541
Bjurholm,2007,2549
Bjurholm,2008,2516
Bjurholm,2009,2500
Bjurholm,2010,2460
Bjurholm,2011,2431
Bjurholm,2012,2421
Bjurholm,2013,2436
Bjurholm,2014,2451
Bjurholm,2015,2453
Bjurholm,2016,2454
Bjurholm,2017,2451
Bjurholm,2018,2450
Bjurholm,2019,2408
Bjurholm,2020,2387
Bjuv,1950,10301
Bjuv,1951,10302
Bjuv,1952,10431
Bjuv,1953,10507
Bjuv,1954,10471
Bjuv,1955,10476
Bjuv,1956,10517
Bjuv,1957,10600
Bjuv,1958,10739
Bjuv,1959,10749
Bjuv,1960,10790
Bjuv,1961,10883
Bjuv,1962,11037
Bjuv,1963,11328
Bjuv,1964,11454
Bjuv,1965,11795
Bjuv,1966,12143
Bjuv,1967,12495
Bjuv,1968,12639
Bjuv,1969,12928
Bjuv,1970,13228
Bjuv,1971,13312
Bjuv,1972,13431
Bjuv,1973,13655
Bjuv,1974,14112
Bjuv,1975,14192
Bjuv,1976,14378
Bjuv,1977,14570
Bjuv,1978,14662
Bjuv,1979,14680
Bjuv,1980,14672
Bjuv,1981,14529
Bjuv,1982,14486
Bjuv,1983,14357
Bjuv,1984,14179
Bjuv,1985,14107
Bjuv,1986,14008
Bjuv,1987,14005
Bjuv,1988,14144
Bjuv,1989,14215
Bjuv,1990,14297
Bjuv,1991,14311
Bjuv,1992,14427
Bjuv,1993,14286
Bjuv,1994,14209
Bjuv,1995,14199
Bjuv,1996,14155
Bjuv,1997,13939
Bjuv,1998,13756
Bjuv,1999,13702
Bjuv,2000,13705
Bjuv,2001,13659
Bjuv,2002,13674
Bjuv,2003,13810
Bjuv,2004,13892
Bjuv,2005,14007
Bjuv,2006,14199
Bjuv,2007,14470
Bjuv,2008,14613
Bjuv,2009,14813
Bjuv,2010,14841
Bjuv,2011,14851
Bjuv,2012,14866
Bjuv,2013,14801
Bjuv,2014,14894
Bjuv,2015,14962
Bjuv,2016,15202
Bjuv,2017,15429
Bjuv,2018,15501
Bjuv,2019,15715
Bjuv,2020,15697
Boden,1950,28079
Boden,1951,27960
Boden,1952,27868
Boden,1953,27822
Boden,1954,27723
Boden,1955,27736
Boden,1956,27733
Boden,1957,28014
Boden,1958,28235
Boden,1959,28554
Boden,1960,28730
Boden,1961,28756
Boden,1962,28686
Boden,1963,28629
Boden,1964,28291
Boden,1965,28002
Boden,1966,27830
Boden,1967,27814
Boden,1968,27558
Boden,1969,27264
Boden,1970,27032
Boden,1971,27021
Boden,1972,27182
Boden,1973,27329
Boden,1974,27499
Boden,1975,27815
Boden,1976,28178
Boden,1977,28559
Boden,1978,28752
Boden,1979,28770
Boden,1980,28848
Boden,1981,28813
Boden,1982,28887
Boden,1983,29018
Boden,1984,29113
Boden,1985,29029
Boden,1986,28981
Boden,1987,29117
Boden,1988,29160
Boden,1989,29461
Boden,1990,29740
Boden,1991,30178
Boden,1992,30495
Boden,1993,30570
Boden,1994,30476
Boden,1995,30153
Boden,1996,29814
Boden,1997,29415
Boden,1998,29195
Boden,1999,28872
Boden,2000,28679
Boden,2001,28380
Boden,2002,28268
Boden,2003,28214
Boden,2004,28277
Boden,2005,28176
Boden,2006,28002
Boden,2007,27838
Boden,2008,27535
Boden,2009,27408
Boden,2010,27471
Boden,2011,27643
Boden,2012,27598
Boden,2013,27838
Boden,2014,27887
Boden,2015,27913
Boden,2016,28042
Boden,2017,28181
Boden,2018,28064
Boden,2019,28080
Boden,2020,28060
Bollebygd,1950,5216
Bollebygd,1951,5122
Bollebygd,1952,5099
Bollebygd,1953,5090
Bollebygd,1954,5042
Bollebygd,1955,4952
Bollebygd,1956,4903
Bollebygd,1957,4840
Bollebygd,1958,4813
Bollebygd,1959,4781
Bollebygd,1960,4784
Bollebygd,1961,4746
Bollebygd,1962,4739
Bollebygd,1963,4688
Bollebygd,1964,4714
Bollebygd,1965,4693
Bollebygd,1966,4818
Bollebygd,1967,4874
Bollebygd,1968,4937
Bollebygd,1969,5078
Bollebygd,1970,5157
Bollebygd,1971,5331
Bollebygd,1972,5479
Bollebygd,1973,5522
Bollebygd,1974,5666
Bollebygd,1975,5920
Bollebygd,1976,6089
Bollebygd,1977,6242
Bollebygd,1978,6353
Bollebygd,1979,6457
Bollebygd,1980,6740
Bollebygd,1981,7052
Bollebygd,1982,7236
Bollebygd,1983,7256
Bollebygd,1984,7286
Bollebygd,1985,7399
Bollebygd,1986,7318
Bollebygd,1987,7341
Bollebygd,1988,7399
Bollebygd,1989,7515
Bollebygd,1990,7610
Bollebygd,1991,7749
Bollebygd,1992,7850
Bollebygd,1993,8019
Bollebygd,1994,8038
Bollebygd,1995,7973
Bollebygd,1996,7898
Bollebygd,1997,7924
Bollebygd,1998,7912
Bollebygd,1999,7894
Bollebygd,2000,7884
Bollebygd,2001,7890
Bollebygd,2002,7831
Bollebygd,2003,7891
Bollebygd,2004,7973
Bollebygd,2005,8086
Bollebygd,2006,8179
Bollebygd,2007,8193
Bollebygd,2008,8232
Bollebygd,2009,8253
Bollebygd,2010,8375
Bollebygd,2011,8356
Bollebygd,2012,8507
Bollebygd,2013,8562
Bollebygd,2014,8652
Bollebygd,2015,8799
Bollebygd,2016,9102
Bollebygd,2017,9262
Bollebygd,2018,9427
Bollebygd,2019,9495
Bollebygd,2020,9544
Bollnäs,1950,29352
Bollnäs,1951,29238
Bollnäs,1952,29319
Bollnäs,1953,29291
Bollnäs,1954,29303
Bollnäs,1955,29289
Bollnäs,1956,29343
Bollnäs,1957,29431
Bollnäs,1958,29460
Bollnäs,1959,29495
Bollnäs,1960,29079
Bollnäs,1961,28865
Bollnäs,1962,28626
Bollnäs,1963,28555
Bollnäs,1964,28473
Bollnäs,1965,28234
Bollnäs,1966,28130
Bollnäs,1967,28423
Bollnäs,1968,28069
Bollnäs,1969,27889
Bollnäs,1970,27716
Bollnäs,1971,27705
Bollnäs,1972,27697
Bollnäs,1973,27738
Bollnäs,1974,27724
Bollnäs,1975,27667
Bollnäs,1976,27546
Bollnäs,1977,27591
Bollnäs,1978,27636
Bollnäs,1979,27683
Bollnäs,1980,27877
Bollnäs,1981,28000
Bollnäs,1982,28057
Bollnäs,1983,28105
Bollnäs,1984,28059
Bollnäs,1985,27871
Bollnäs,1986,27819
Bollnäs,1987,27659
Bollnäs,1988,27724
Bollnäs,1989,27976
Bollnäs,1990,28094
Bollnäs,1991,28049
Bollnäs,1992,28150
