Kommun,Civilstånd,Ålder,Kön,År,Antal
1280 Malmö,gifta,16,Män,2010,0
1280 Malmö,gifta,16,Män,2011,0
1280 Malmö,gifta,16,Män,2012,0
1280 Malmö,gifta,16,Män,2013,0
1280 Malmö,gifta,16,Män,2014,0
1280 Malmö,gifta,16,Män,2015,0
1280 Malmö,gifta,16,Män,2016,0
1280 Malmö,gifta,16,Män,2017,0
1280 Malmö,gifta,16,Män,2018,0
1280 Malmö,gifta,16,Män,2019,0
1280 Malmö,gifta,16,Män,2020,0
1280 Malmö,gifta,16,Kvinnor,1968,9
1280 Malmö,gifta,16,Kvinnor,1969,3
1280 Malmö,gifta,16,Kvinnor,1970,4
1280 Malmö,gifta,16,Kvinnor,1971,3
1280 Malmö,gifta,16,Kvinnor,1972,5
1280 Malmö,gifta,16,Kvinnor,1973,3
1280 Malmö,gifta,16,Kvinnor,1974,2
1280 Malmö,gifta,16,Kvinnor,1975,1
1280 Malmö,gifta,16,Kvinnor,1976,2
1280 Malmö,gifta,16,Kvinnor,1977,0
1280 Malmö,gifta,16,Kvinnor,1978,0
1280 Malmö,gifta,16,Kvinnor,1979,0
1280 Malmö,gifta,16,Kvinnor,1980,0
1280 Malmö,gifta,16,Kvinnor,1981,1
1280 Malmö,gifta,16,Kvinnor,1982,1
1280 Malmö,gifta,16,Kvinnor,1983,0
1280 Malmö,gifta,16,Kvinnor,1984,0
1280 Malmö,gifta,16,Kvinnor,1985,0
1280 Malmö,gifta,16,Kvinnor,1986,0
1280 Malmö,gifta,16,Kvinnor,1987,1
1280 Malmö,gifta,16,Kvinnor,1988,0
1280 Malmö,gifta,16,Kvinnor,1989,0
1280 Malmö,gifta,16,Kvinnor,1990,2
1280 Malmö,gifta,16,Kvinnor,1991,1
1280 Malmö,gifta,16,Kvinnor,1992,1
1280 Malmö,gifta,16,Kvinnor,1993,0
1280 Malmö,gifta,16,Kvinnor,1994,0
1280 Malmö,gifta,16,Kvinnor,1995,1
1280 Malmö,gifta,16,Kvinnor,1996,0
1280 Malmö,gifta,16,Kvinnor,1997,0
1280 Malmö,gifta,16,Kvinnor,1998,2
1280 Malmö,gifta,16,Kvinnor,1999,1
1280 Malmö,gifta,16,Kvinnor,2000,1
1280 Malmö,gifta,16,Kvinnor,2001,0
1280 Malmö,gifta,16,Kvinnor,2002,1
1280 Malmö,gifta,16,Kvinnor,2003,0
1280 Malmö,gifta,16,Kvinnor,2004,0
1280 Malmö,gifta,16,Kvinnor,2005,0
1280 Malmö,gifta,16,Kvinnor,2006,0
1280 Malmö,gifta,16,Kvinnor,2007,1
1280 Malmö,gifta,16,Kvinnor,2008,1
1280 Malmö,gifta,16,Kvinnor,2009,0
1280 Malmö,gifta,16,Kvinnor,2010,0
1280 Malmö,gifta,16,Kvinnor,2011,0
1280 Malmö,gifta,16,Kvinnor,2012,0
1280 Malmö,gifta,16,Kvinnor,2013,0
1280 Malmö,gifta,16,Kvinnor,2014,0
1280 Malmö,gifta,16,Kvinnor,2015,0
1280 Malmö,gifta,16,Kvinnor,2016,0
1280 Malmö,gifta,16,Kvinnor,2017,0
1280 Malmö,gifta,16,Kvinnor,2018,0
1280 Malmö,gifta,16,Kvinnor,2019,0
1280 Malmö,gifta,16,Kvinnor,2020,0
1280 Malmö,gifta,17,Män,1968,3
1280 Malmö,gifta,17,Män,1969,0
1280 Malmö,gifta,17,Män,1970,0
1280 Malmö,gifta,17,Män,1971,0
1280 Malmö,gifta,17,Män,1972,0
1280 Malmö,gifta,17,Män,1973,0
1280 Malmö,gifta,17,Män,1974,0
1280 Malmö,gifta,17,Män,1975,0
1280 Malmö,gifta,17,Män,1976,0
1280 Malmö,gifta,17,Män,1977,0
1280 Malmö,gifta,17,Män,1978,0
1280 Malmö,gifta,17,Män,1979,0
1280 Malmö,gifta,17,Män,1980,0
1280 Malmö,gifta,17,Män,1981,0
1280 Malmö,gifta,17,Män,1982,1
1280 Malmö,gifta,17,Män,1983,0
1280 Malmö,gifta,17,Män,1984,0
1280 Malmö,gifta,17,Män,1985,0
1280 Malmö,gifta,17,Män,1986,0
1280 Malmö,gifta,17,Män,1987,0
1280 Malmö,gifta,17,Män,1988,1
1280 Malmö,gifta,17,Män,1989,0
1280 Malmö,gifta,17,Män,1990,0
1280 Malmö,gifta,17,Män,1991,0
1280 Malmö,gifta,17,Män,1992,0
1280 Malmö,gifta,17,Män,1993,0
1280 Malmö,gifta,17,Män,1994,0
1280 Malmö,gifta,17,Män,1995,0
1280 Malmö,gifta,17,Män,1996,0
1280 Malmö,gifta,17,Män,1997,0
1280 Malmö,gifta,17,Män,1998,0
1280 Malmö,gifta,17,Män,1999,1
1280 Malmö,gifta,17,Män,2000,0
1280 Malmö,gifta,17,Män,2001,0
1280 Malmö,gifta,17,Män,2002,0
1280 Malmö,gifta,17,Män,2003,0
1280 Malmö,gifta,17,Män,2004,0
1280 Malmö,gifta,17,Män,2005,0
1280 Malmö,gifta,17,Män,2006,0
1280 Malmö,gifta,17,Män,2007,0
1280 Malmö,gifta,17,Män,2008,0
1280 Malmö,gifta,17,Män,2009,0
1280 Malmö,gifta,17,Män,2010,0
1280 Malmö,gifta,17,Män,2011,0
1280 Malmö,gifta,17,Män,2012,0
1280 Malmö,gifta,17,Män,2013,0
1280 Malmö,gifta,17,Män,2014,0
1280 Malmö,gifta,17,Män,2015,0
1280 Malmö,gifta,17,Män,2016,0
1280 Malmö,gifta,17,Män,2017,0
1280 Malmö,gifta,17,Män,2018,0
1280 Malmö,gifta,17,Män,2019,0
1280 Malmö,gifta,17,Män,2020,0
1280 Malmö,gifta,17,Kvinnor,1968,60
1280 Malmö,gifta,17,Kvinnor,1969,17
1280 Malmö,gifta,17,Kvinnor,1970,14
1280 Malmö,gifta,17,Kvinnor,1971,10
1280 Malmö,gifta,17,Kvinnor,1972,10
1280 Malmö,gifta,17,Kvinnor,1973,13
1280 Malmö,gifta,17,Kvinnor,1974,5
1280 Malmö,gifta,17,Kvinnor,1975,3
1280 Malmö,gifta,17,Kvinnor,1976,6
1280 Malmö,gifta,17,Kvinnor,1977,9
1280 Malmö,gifta,17,Kvinnor,1978,3
1280 Malmö,gifta,17,Kvinnor,1979,5
1280 Malmö,gifta,17,Kvinnor,1980,6
1280 Malmö,gifta,17,Kvinnor,1981,5
1280 Malmö,gifta,17,Kvinnor,1982,3
1280 Malmö,gifta,17,Kvinnor,1983,2
1280 Malmö,gifta,17,Kvinnor,1984,0
1280 Malmö,gifta,17,Kvinnor,1985,1
1280 Malmö,gifta,17,Kvinnor,1986,1
1280 Malmö,gifta,17,Kvinnor,1987,3
1280 Malmö,gifta,17,Kvinnor,1988,5
1280 Malmö,gifta,17,Kvinnor,1989,8
1280 Malmö,gifta,17,Kvinnor,1990,1
1280 Malmö,gifta,17,Kvinnor,1991,8
1280 Malmö,gifta,17,Kvinnor,1992,2
1280 Malmö,gifta,17,Kvinnor,1993,3
1280 Malmö,gifta,17,Kvinnor,1994,4
1280 Malmö,gifta,17,Kvinnor,1995,1
1280 Malmö,gifta,17,Kvinnor,1996,2
1280 Malmö,gifta,17,Kvinnor,1997,3
1280 Malmö,gifta,17,Kvinnor,1998,1
1280 Malmö,gifta,17,Kvinnor,1999,4
1280 Malmö,gifta,17,Kvinnor,2000,4
1280 Malmö,gifta,17,Kvinnor,2001,9
1280 Malmö,gifta,17,Kvinnor,2002,5
1280 Malmö,gifta,17,Kvinnor,2003,3
1280 Malmö,gifta,17,Kvinnor,2004,3
1280 Malmö,gifta,17,Kvinnor,2005,0
1280 Malmö,gifta,17,Kvinnor,2006,0
1280 Malmö,gifta,17,Kvinnor,2007,2
1280 Malmö,gifta,17,Kvinnor,2008,1
1280 Malmö,gifta,17,Kvinnor,2009,2
1280 Malmö,gifta,17,Kvinnor,2010,0
1280 Malmö,gifta,17,Kvinnor,2011,0
1280 Malmö,gifta,17,Kvinnor,2012,2
1280 Malmö,gifta,17,Kvinnor,2013,0
1280 Malmö,gifta,17,Kvinnor,2014,0
1280 Malmö,gifta,17,Kvinnor,2015,0
1280 Malmö,gifta,17,Kvinnor,2016,0
1280 Malmö,gifta,17,Kvinnor,2017,0
1280 Malmö,gifta,17,Kvinnor,2018,0
1280 Malmö,gifta,17,Kvinnor,2019,0
1280 Malmö,gifta,17,Kvinnor,2020,0
1280 Malmö,gifta,18,Män,1968,19
1280 Malmö,gifta,18,Män,1969,3
1280 Malmö,gifta,18,Män,1970,3
1280 Malmö,gifta,18,Män,1971,3
1280 Malmö,gifta,18,Män,1972,0
1280 Malmö,gifta,18,Män,1973,4
1280 Malmö,gifta,18,Män,1974,3
1280 Malmö,gifta,18,Män,1975,5
1280 Malmö,gifta,18,Män,1976,0
1280 Malmö,gifta,18,Män,1977,0
1280 Malmö,gifta,18,Män,1978,2
1280 Malmö,gifta,18,Män,1979,1
1280 Malmö,gifta,18,Män,1980,0
1280 Malmö,gifta,18,Män,1981,1
1280 Malmö,gifta,18,Män,1982,1
1280 Malmö,gifta,18,Män,1983,2
1280 Malmö,gifta,18,Män,1984,0
1280 Malmö,gifta,18,Män,1985,3
1280 Malmö,gifta,18,Män,1986,0
1280 Malmö,gifta,18,Män,1987,3
1280 Malmö,gifta,18,Män,1988,2
1280 Malmö,gifta,18,Män,1989,3
1280 Malmö,gifta,18,Män,1990,2
1280 Malmö,gifta,18,Män,1991,0
1280 Malmö,gifta,18,Män,1992,2
1280 Malmö,gifta,18,Män,1993,1
1280 Malmö,gifta,18,Män,1994,2
1280 Malmö,gifta,18,Män,1995,1
1280 Malmö,gifta,18,Män,1996,2
1280 Malmö,gifta,18,Män,1997,0
1280 Malmö,gifta,18,Män,1998,1
1280 Malmö,gifta,18,Män,1999,2
1280 Malmö,gifta,18,Män,2000,1
1280 Malmö,gifta,18,Män,2001,9
1280 Malmö,gifta,18,Män,2002,1
1280 Malmö,gifta,18,Män,2003,4
1280 Malmö,gifta,18,Män,2004,3
1280 Malmö,gifta,18,Män,2005,1
1280 Malmö,gifta,18,Män,2006,3
1280 Malmö,gifta,18,Män,2007,1
1280 Malmö,gifta,18,Män,2008,4
1280 Malmö,gifta,18,Män,2009,4
1280 Malmö,gifta,18,Män,2010,3
1280 Malmö,gifta,18,Män,2011,4
1280 Malmö,gifta,18,Män,2012,1
1280 Malmö,gifta,18,Män,2013,0
1280 Malmö,gifta,18,Män,2014,0
1280 Malmö,gifta,18,Män,2015,1
1280 Malmö,gifta,18,Män,2016,1
1280 Malmö,gifta,18,Män,2017,3
1280 Malmö,gifta,18,Män,2018,0
1280 Malmö,gifta,18,Män,2019,0
1280 Malmö,gifta,18,Män,2020,0
1280 Malmö,gifta,18,Kvinnor,1968,186
1280 Malmö,gifta,18,Kvinnor,1969,64
1280 Malmö,gifta,18,Kvinnor,1970,58
1280 Malmö,gifta,18,Kvinnor,1971,52
1280 Malmö,gifta,18,Kvinnor,1972,39
1280 Malmö,gifta,18,Kvinnor,1973,42
1280 Malmö,gifta,18,Kvinnor,1974,38
1280 Malmö,gifta,18,Kvinnor,1975,32
1280 Malmö,gifta,18,Kvinnor,1976,29
1280 Malmö,gifta,18,Kvinnor,1977,33
1280 Malmö,gifta,18,Kvinnor,1978,26
1280 Malmö,gifta,18,Kvinnor,1979,19
1280 Malmö,gifta,18,Kvinnor,1980,21
1280 Malmö,gifta,18,Kvinnor,1981,31
1280 Malmö,gifta,18,Kvinnor,1982,14
1280 Malmö,gifta,18,Kvinnor,1983,12
1280 Malmö,gifta,18,Kvinnor,1984,12
1280 Malmö,gifta,18,Kvinnor,1985,11
1280 Malmö,gifta,18,Kvinnor,1986,15
1280 Malmö,gifta,18,Kvinnor,1987,12
1280 Malmö,gifta,18,Kvinnor,1988,24
1280 Malmö,gifta,18,Kvinnor,1989,28
1280 Malmö,gifta,18,Kvinnor,1990,22
1280 Malmö,gifta,18,Kvinnor,1991,19
1280 Malmö,gifta,18,Kvinnor,1992,30
1280 Malmö,gifta,18,Kvinnor,1993,29
1280 Malmö,gifta,18,Kvinnor,1994,23
1280 Malmö,gifta,18,Kvinnor,1995,20
1280 Malmö,gifta,18,Kvinnor,1996,18
1280 Malmö,gifta,18,Kvinnor,1997,19
1280 Malmö,gifta,18,Kvinnor,1998,25
1280 Malmö,gifta,18,Kvinnor,1999,25
1280 Malmö,gifta,18,Kvinnor,2000,29
1280 Malmö,gifta,18,Kvinnor,2001,38
1280 Malmö,gifta,18,Kvinnor,2002,33
1280 Malmö,gifta,18,Kvinnor,2003,41
1280 Malmö,gifta,18,Kvinnor,2004,43
1280 Malmö,gifta,18,Kvinnor,2005,31
1280 Malmö,gifta,18,Kvinnor,2006,32
1280 Malmö,gifta,18,Kvinnor,2007,40
1280 Malmö,gifta,18,Kvinnor,2008,34
1280 Malmö,gifta,18,Kvinnor,2009,43
1280 Malmö,gifta,18,Kvinnor,2010,35
1280 Malmö,gifta,18,Kvinnor,2011,40
1280 Malmö,gifta,18,Kvinnor,2012,23
1280 Malmö,gifta,18,Kvinnor,2013,20
1280 Malmö,gifta,18,Kvinnor,2014,16
1280 Malmö,gifta,18,Kvinnor,2015,14
1280 Malmö,gifta,18,Kvinnor,2016,11
1280 Malmö,gifta,18,Kvinnor,2017,10
1280 Malmö,gifta,18,Kvinnor,2018,7
1280 Malmö,gifta,18,Kvinnor,2019,4
1280 Malmö,gifta,18,Kvinnor,2020,9
1280 Malmö,gifta,19,Män,1968,60
1280 Malmö,gifta,19,Män,1969,24
1280 Malmö,gifta,19,Män,1970,16
1280 Malmö,gifta,19,Män,1971,10
1280 Malmö,gifta,19,Män,1972,14
1280 Malmö,gifta,19,Män,1973,10
1280 Malmö,gifta,19,Män,1974,18
1280 Malmö,gifta,19,Män,1975,14
1280 Malmö,gifta,19,Män,1976,11
1280 Malmö,gifta,19,Män,1977,18
1280 Malmö,gifta,19,Män,1978,7
1280 Malmö,gifta,19,Män,1979,7
1280 Malmö,gifta,19,Män,1980,4
1280 Malmö,gifta,19,Män,1981,7
1280 Malmö,gifta,19,Män,1982,3
1280 Malmö,gifta,19,Män,1983,7
1280 Malmö,gifta,19,Män,1984,6
1280 Malmö,gifta,19,Män,1985,5
1280 Malmö,gifta,19,Män,1986,8
1280 Malmö,gifta,19,Män,1987,4
1280 Malmö,gifta,19,Män,1988,10
1280 Malmö,gifta,19,Män,1989,6
1280 Malmö,gifta,19,Män,1990,11
1280 Malmö,gifta,19,Män,1991,7
1280 Malmö,gifta,19,Män,1992,6
1280 Malmö,gifta,19,Män,1993,3
1280 Malmö,gifta,19,Män,1994,7
1280 Malmö,gifta,19,Män,1995,9
1280 Malmö,gifta,19,Män,1996,9
1280 Malmö,gifta,19,Män,1997,7
1280 Malmö,gifta,19,Män,1998,5
1280 Malmö,gifta,19,Män,1999,8
1280 Malmö,gifta,19,Män,2000,13
1280 Malmö,gifta,19,Män,2001,11
1280 Malmö,gifta,19,Män,2002,22
1280 Malmö,gifta,19,Män,2003,14
1280 Malmö,gifta,19,Män,2004,14
1280 Malmö,gifta,19,Män,2005,9
1280 Malmö,gifta,19,Män,2006,15
1280 Malmö,gifta,19,Män,2007,12
1280 Malmö,gifta,19,Män,2008,22
1280 Malmö,gifta,19,Män,2009,16
1280 Malmö,gifta,19,Män,2010,10
1280 Malmö,gifta,19,Män,2011,14
1280 Malmö,gifta,19,Män,2012,11
1280 Malmö,gifta,19,Män,2013,10
1280 Malmö,gifta,19,Män,2014,2
1280 Malmö,gifta,19,Män,2015,5
1280 Malmö,gifta,19,Män,2016,4
1280 Malmö,gifta,19,Män,2017,4
1280 Malmö,gifta,19,Män,2018,4
1280 Malmö,gifta,19,Män,2019,2
1280 Malmö,gifta,19,Män,2020,2
1280 Malmö,gifta,19,Kvinnor,1968,375
1280 Malmö,gifta,19,Kvinnor,1969,206
1280 Malmö,gifta,19,Kvinnor,1970,165
1280 Malmö,gifta,19,Kvinnor,1971,137
1280 Malmö,gifta,19,Kvinnor,1972,116
1280 Malmö,gifta,19,Kvinnor,1973,111
1280 Malmö,gifta,19,Kvinnor,1974,94
1280 Malmö,gifta,19,Kvinnor,1975,104
1280 Malmö,gifta,19,Kvinnor,1976,91
1280 Malmö,gifta,19,Kvinnor,1977,88
1280 Malmö,gifta,19,Kvinnor,1978,69
1280 Malmö,gifta,19,Kvinnor,1979,70
1280 Malmö,gifta,19,Kvinnor,1980,64
1280 Malmö,gifta,19,Kvinnor,1981,50
1280 Malmö,gifta,19,Kvinnor,1982,52
1280 Malmö,gifta,19,Kvinnor,1983,42
1280 Malmö,gifta,19,Kvinnor,1984,42
1280 Malmö,gifta,19,Kvinnor,1985,48
1280 Malmö,gifta,19,Kvinnor,1986,41
1280 Malmö,gifta,19,Kvinnor,1987,46
1280 Malmö,gifta,19,Kvinnor,1988,48
1280 Malmö,gifta,19,Kvinnor,1989,62
1280 Malmö,gifta,19,Kvinnor,1990,56
1280 Malmö,gifta,19,Kvinnor,1991,51
1280 Malmö,gifta,19,Kvinnor,1992,52
1280 Malmö,gifta,19,Kvinnor,1993,71
1280 Malmö,gifta,19,Kvinnor,1994,67
1280 Malmö,gifta,19,Kvinnor,1995,55
1280 Malmö,gifta,19,Kvinnor,1996,54
1280 Malmö,gifta,19,Kvinnor,1997,44
1280 Malmö,gifta,19,Kvinnor,1998,59
1280 Malmö,gifta,19,Kvinnor,1999,69
1280 Malmö,gifta,19,Kvinnor,2000,69
1280 Malmö,gifta,19,Kvinnor,2001,68
1280 Malmö,gifta,19,Kvinnor,2002,90
1280 Malmö,gifta,19,Kvinnor,2003,101
1280 Malmö,gifta,19,Kvinnor,2004,110
1280 Malmö,gifta,19,Kvinnor,2005,130
1280 Malmö,gifta,19,Kvinnor,2006,123
1280 Malmö,gifta,19,Kvinnor,2007,122
1280 Malmö,gifta,19,Kvinnor,2008,132
1280 Malmö,gifta,19,Kvinnor,2009,119
1280 Malmö,gifta,19,Kvinnor,2010,126
1280 Malmö,gifta,19,Kvinnor,2011,108
1280 Malmö,gifta,19,Kvinnor,2012,90
1280 Malmö,gifta,19,Kvinnor,2013,85
1280 Malmö,gifta,19,Kvinnor,2014,63
1280 Malmö,gifta,19,Kvinnor,2015,45
1280 Malmö,gifta,19,Kvinnor,2016,38
1280 Malmö,gifta,19,Kvinnor,2017,31
1280 Malmö,gifta,19,Kvinnor,2018,30
1280 Malmö,gifta,19,Kvinnor,2019,29
1280 Malmö,gifta,19,Kvinnor,2020,24
1280 Malmö,gifta,20,Män,1968,74
1280 Malmö,gifta,20,Män,1969,70
1280 Malmö,gifta,20,Män,1970,56
1280 Malmö,gifta,20,Män,1971,68
1280 Malmö,gifta,20,Män,1972,41
1280 Malmö,gifta,20,Män,1973,43
1280 Malmö,gifta,20,Män,1974,42
1280 Malmö,gifta,20,Män,1975,48
1280 Malmö,gifta,20,Män,1976,34
1280 Malmö,gifta,20,Män,1977,25
1280 Malmö,gifta,20,Män,1978,28
1280 Malmö,gifta,20,Män,1979,19
1280 Malmö,gifta,20,Män,1980,17
1280 Malmö,gifta,20,Män,1981,17
1280 Malmö,gifta,20,Män,1982,11
1280 Malmö,gifta,20,Män,1983,15
1280 Malmö,gifta,20,Män,1984,17
1280 Malmö,gifta,20,Män,1985,15
1280 Malmö,gifta,20,Män,1986,13
1280 Malmö,gifta,20,Män,1987,20
1280 Malmö,gifta,20,Män,1988,22
1280 Malmö,gifta,20,Män,1989,24
1280 Malmö,gifta,20,Män,1990,16
1280 Malmö,gifta,20,Män,1991,20
1280 Malmö,gifta,20,Män,1992,17
1280 Malmö,gifta,20,Män,1993,13
1280 Malmö,gifta,20,Män,1994,14
1280 Malmö,gifta,20,Män,1995,16
1280 Malmö,gifta,20,Män,1996,21
1280 Malmö,gifta,20,Män,1997,18
1280 Malmö,gifta,20,Män,1998,18
1280 Malmö,gifta,20,Män,1999,23
1280 Malmö,gifta,20,Män,2000,24
1280 Malmö,gifta,20,Män,2001,24
1280 Malmö,gifta,20,Män,2002,31
1280 Malmö,gifta,20,Män,2003,34
1280 Malmö,gifta,20,Män,2004,43
1280 Malmö,gifta,20,Män,2005,34
1280 Malmö,gifta,20,Män,2006,40
1280 Malmö,gifta,20,Män,2007,35
1280 Malmö,gifta,20,Män,2008,47
1280 Malmö,gifta,20,Män,2009,41
1280 Malmö,gifta,20,Män,2010,36
1280 Malmö,gifta,20,Män,2011,29
1280 Malmö,gifta,20,Män,2012,32
1280 Malmö,gifta,20,Män,2013,25
1280 Malmö,gifta,20,Män,2014,23
1280 Malmö,gifta,20,Män,2015,18
1280 Malmö,gifta,20,Män,2016,17
1280 Malmö,gifta,20,Män,2017,8
1280 Malmö,gifta,20,Män,2018,7
1280 Malmö,gifta,20,Män,2019,5
1280 Malmö,gifta,20,Män,2020,8
1280 Malmö,gifta,20,Kvinnor,1968,547
1280 Malmö,gifta,20,Kvinnor,1969,401
1280 Malmö,gifta,20,Kvinnor,1970,384
1280 Malmö,gifta,20,Kvinnor,1971,306
1280 Malmö,gifta,20,Kvinnor,1972,254
1280 Malmö,gifta,20,Kvinnor,1973,221
1280 Malmö,gifta,20,Kvinnor,1974,219
1280 Malmö,gifta,20,Kvinnor,1975,201
1280 Malmö,gifta,20,Kvinnor,1976,163
1280 Malmö,gifta,20,Kvinnor,1977,184
1280 Malmö,gifta,20,Kvinnor,1978,140
1280 Malmö,gifta,20,Kvinnor,1979,124
1280 Malmö,gifta,20,Kvinnor,1980,120
1280 Malmö,gifta,20,Kvinnor,1981,98
1280 Malmö,gifta,20,Kvinnor,1982,95
1280 Malmö,gifta,20,Kvinnor,1983,81
1280 Malmö,gifta,20,Kvinnor,1984,74
1280 Malmö,gifta,20,Kvinnor,1985,80
1280 Malmö,gifta,20,Kvinnor,1986,76
1280 Malmö,gifta,20,Kvinnor,1987,78
1280 Malmö,gifta,20,Kvinnor,1988,86
1280 Malmö,gifta,20,Kvinnor,1989,98
1280 Malmö,gifta,20,Kvinnor,1990,112
1280 Malmö,gifta,20,Kvinnor,1991,99
1280 Malmö,gifta,20,Kvinnor,1992,79
1280 Malmö,gifta,20,Kvinnor,1993,91
1280 Malmö,gifta,20,Kvinnor,1994,108
1280 Malmö,gifta,20,Kvinnor,1995,107
1280 Malmö,gifta,20,Kvinnor,1996,92
1280 Malmö,gifta,20,Kvinnor,1997,92
1280 Malmö,gifta,20,Kvinnor,1998,89
1280 Malmö,gifta,20,Kvinnor,1999,103
1280 Malmö,gifta,20,Kvinnor,2000,114
1280 Malmö,gifta,20,Kvinnor,2001,111
1280 Malmö,gifta,20,Kvinnor,2002,113
1280 Malmö,gifta,20,Kvinnor,2003,147
1280 Malmö,gifta,20,Kvinnor,2004,174
1280 Malmö,gifta,20,Kvinnor,2005,185
1280 Malmö,gifta,20,Kvinnor,2006,221
1280 Malmö,gifta,20,Kvinnor,2007,192
1280 Malmö,gifta,20,Kvinnor,2008,211
1280 Malmö,gifta,20,Kvinnor,2009,250
1280 Malmö,gifta,20,Kvinnor,2010,197
1280 Malmö,gifta,20,Kvinnor,2011,192
1280 Malmö,gifta,20,Kvinnor,2012,177
1280 Malmö,gifta,20,Kvinnor,2013,152
1280 Malmö,gifta,20,Kvinnor,2014,138
1280 Malmö,gifta,20,Kvinnor,2015,121
1280 Malmö,gifta,20,Kvinnor,2016,97
1280 Malmö,gifta,20,Kvinnor,2017,78
1280 Malmö,gifta,20,Kvinnor,2018,54
1280 Malmö,gifta,20,Kvinnor,2019,71
1280 Malmö,gifta,20,Kvinnor,2020,60
1280 Malmö,gifta,21,Män,1968,233
1280 Malmö,gifta,21,Män,1969,209
1280 Malmö,gifta,21,Män,1970,170
1280 Malmö,gifta,21,Män,1971,138
1280 Malmö,gifta,21,Män,1972,138
1280 Malmö,gifta,21,Män,1973,120
1280 Malmö,gifta,21,Män,1974,95
1280 Malmö,gifta,21,Män,1975,84
1280 Malmö,gifta,21,Män,1976,99
1280 Malmö,gifta,21,Män,1977,75
1280 Malmö,gifta,21,Män,1978,60
1280 Malmö,gifta,21,Män,1979,42
1280 Malmö,gifta,21,Män,1980,44
1280 Malmö,gifta,21,Män,1981,42
1280 Malmö,gifta,21,Män,1982,44
1280 Malmö,gifta,21,Män,1983,32
1280 Malmö,gifta,21,Män,1984,24
1280 Malmö,gifta,21,Män,1985,30
1280 Malmö,gifta,21,Män,1986,32
1280 Malmö,gifta,21,Män,1987,26
1280 Malmö,gifta,21,Män,1988,46
1280 Malmö,gifta,21,Män,1989,49
1280 Malmö,gifta,21,Män,1990,51
1280 Malmö,gifta,21,Män,1991,35
1280 Malmö,gifta,21,Män,1992,34
1280 Malmö,gifta,21,Män,1993,27
1280 Malmö,gifta,21,Män,1994,28
1280 Malmö,gifta,21,Män,1995,26
1280 Malmö,gifta,21,Män,1996,30
1280 Malmö,gifta,21,Män,1997,42
1280 Malmö,gifta,21,Män,1998,37
1280 Malmö,gifta,21,Män,1999,37
1280 Malmö,gifta,21,Män,2000,42
1280 Malmö,gifta,21,Män,2001,46
1280 Malmö,gifta,21,Män,2002,40
1280 Malmö,gifta,21,Män,2003,51
1280 Malmö,gifta,21,Män,2004,80
1280 Malmö,gifta,21,Män,2005,68
1280 Malmö,gifta,21,Män,2006,72
1280 Malmö,gifta,21,Män,2007,66
1280 Malmö,gifta,21,Män,2008,74
1280 Malmö,gifta,21,Män,2009,77
1280 Malmö,gifta,21,Män,2010,73
1280 Malmö,gifta,21,Män,2011,69
1280 Malmö,gifta,21,Män,2012,45
1280 Malmö,gifta,21,Män,2013,48
1280 Malmö,gifta,21,Män,2014,42
1280 Malmö,gifta,21,Män,2015,48
1280 Malmö,gifta,21,Män,2016,46
1280 Malmö,gifta,21,Män,2017,41
1280 Malmö,gifta,21,Män,2018,19
1280 Malmö,gifta,21,Män,2019,18
1280 Malmö,gifta,21,Män,2020,16
1280 Malmö,gifta,21,Kvinnor,1968,797
1280 Malmö,gifta,21,Kvinnor,1969,764
1280 Malmö,gifta,21,Kvinnor,1970,648
1280 Malmö,gifta,21,Kvinnor,1971,584
1280 Malmö,gifta,21,Kvinnor,1972,451
1280 Malmö,gifta,21,Kvinnor,1973,390
1280 Malmö,gifta,21,Kvinnor,1974,369
1280 Malmö,gifta,21,Kvinnor,1975,321
1280 Malmö,gifta,21,Kvinnor,1976,320
1280 Malmö,gifta,21,Kvinnor,1977,271
1280 Malmö,gifta,21,Kvinnor,1978,236
1280 Malmö,gifta,21,Kvinnor,1979,215
1280 Malmö,gifta,21,Kvinnor,1980,178
1280 Malmö,gifta,21,Kvinnor,1981,175
1280 Malmö,gifta,21,Kvinnor,1982,142
1280 Malmö,gifta,21,Kvinnor,1983,142
1280 Malmö,gifta,21,Kvinnor,1984,122
1280 Malmö,gifta,21,Kvinnor,1985,121
1280 Malmö,gifta,21,Kvinnor,1986,128
1280 Malmö,gifta,21,Kvinnor,1987,116
1280 Malmö,gifta,21,Kvinnor,1988,128
1280 Malmö,gifta,21,Kvinnor,1989,149
1280 Malmö,gifta,21,Kvinnor,1990,160
1280 Malmö,gifta,21,Kvinnor,1991,167
1280 Malmö,gifta,21,Kvinnor,1992,148
1280 Malmö,gifta,21,Kvinnor,1993,113
1280 Malmö,gifta,21,Kvinnor,1994,141
1280 Malmö,gifta,21,Kvinnor,1995,158
1280 Malmö,gifta,21,Kvinnor,1996,145
1280 Malmö,gifta,21,Kvinnor,1997,135
1280 Malmö,gifta,21,Kvinnor,1998,142
1280 Malmö,gifta,21,Kvinnor,1999,129
1280 Malmö,gifta,21,Kvinnor,2000,142
1280 Malmö,gifta,21,Kvinnor,2001,157
1280 Malmö,gifta,21,Kvinnor,2002,175
1280 Malmö,gifta,21,Kvinnor,2003,186
1280 Malmö,gifta,21,Kvinnor,2004,237
1280 Malmö,gifta,21,Kvinnor,2005,258
