Kommun,Civilstånd,Ålder,Kön,År,Antal
1280 Malmö,skilda,34,Kvinnor,2000,246
1280 Malmö,skilda,34,Kvinnor,2001,248
1280 Malmö,skilda,34,Kvinnor,2002,248
1280 Malmö,skilda,34,Kvinnor,2003,224
1280 Malmö,skilda,34,Kvinnor,2004,213
1280 Malmö,skilda,34,Kvinnor,2005,190
1280 Malmö,skilda,34,Kvinnor,2006,186
1280 Malmö,skilda,34,Kvinnor,2007,185
1280 Malmö,skilda,34,Kvinnor,2008,180
1280 Malmö,skilda,34,Kvinnor,2009,197
1280 Malmö,skilda,34,Kvinnor,2010,184
1280 Malmö,skilda,34,Kvinnor,2011,215
1280 Malmö,skilda,34,Kvinnor,2012,244
1280 Malmö,skilda,34,Kvinnor,2013,242
1280 Malmö,skilda,34,Kvinnor,2014,236
1280 Malmö,skilda,34,Kvinnor,2015,271
1280 Malmö,skilda,34,Kvinnor,2016,251
1280 Malmö,skilda,34,Kvinnor,2017,263
1280 Malmö,skilda,34,Kvinnor,2018,273
1280 Malmö,skilda,34,Kvinnor,2019,274
1280 Malmö,skilda,34,Kvinnor,2020,284
1280 Malmö,skilda,35,Män,1968,88
1280 Malmö,skilda,35,Män,1969,103
1280 Malmö,skilda,35,Män,1970,109
1280 Malmö,skilda,35,Män,1971,118
1280 Malmö,skilda,35,Män,1972,147
1280 Malmö,skilda,35,Män,1973,142
1280 Malmö,skilda,35,Män,1974,163
1280 Malmö,skilda,35,Män,1975,175
1280 Malmö,skilda,35,Män,1976,217
1280 Malmö,skilda,35,Män,1977,219
1280 Malmö,skilda,35,Män,1978,226
1280 Malmö,skilda,35,Män,1979,210
1280 Malmö,skilda,35,Män,1980,241
1280 Malmö,skilda,35,Män,1981,239
1280 Malmö,skilda,35,Män,1982,229
1280 Malmö,skilda,35,Män,1983,233
1280 Malmö,skilda,35,Män,1984,231
1280 Malmö,skilda,35,Män,1985,203
1280 Malmö,skilda,35,Män,1986,205
1280 Malmö,skilda,35,Män,1987,203
1280 Malmö,skilda,35,Män,1988,199
1280 Malmö,skilda,35,Män,1989,178
1280 Malmö,skilda,35,Män,1990,185
1280 Malmö,skilda,35,Män,1991,178
1280 Malmö,skilda,35,Män,1992,166
1280 Malmö,skilda,35,Män,1993,169
1280 Malmö,skilda,35,Män,1994,184
1280 Malmö,skilda,35,Män,1995,213
1280 Malmö,skilda,35,Män,1996,162
1280 Malmö,skilda,35,Män,1997,240
1280 Malmö,skilda,35,Män,1998,196
1280 Malmö,skilda,35,Män,1999,215
1280 Malmö,skilda,35,Män,2000,201
1280 Malmö,skilda,35,Män,2001,178
1280 Malmö,skilda,35,Män,2002,187
1280 Malmö,skilda,35,Män,2003,170
1280 Malmö,skilda,35,Män,2004,151
1280 Malmö,skilda,35,Män,2005,167
1280 Malmö,skilda,35,Män,2006,137
1280 Malmö,skilda,35,Män,2007,147
1280 Malmö,skilda,35,Män,2008,140
1280 Malmö,skilda,35,Män,2009,145
1280 Malmö,skilda,35,Män,2010,159
1280 Malmö,skilda,35,Män,2011,157
1280 Malmö,skilda,35,Män,2012,175
1280 Malmö,skilda,35,Män,2013,214
1280 Malmö,skilda,35,Män,2014,215
1280 Malmö,skilda,35,Män,2015,184
1280 Malmö,skilda,35,Män,2016,232
1280 Malmö,skilda,35,Män,2017,187
1280 Malmö,skilda,35,Män,2018,194
1280 Malmö,skilda,35,Män,2019,208
1280 Malmö,skilda,35,Män,2020,208
1280 Malmö,skilda,35,Kvinnor,1968,113
1280 Malmö,skilda,35,Kvinnor,1969,109
1280 Malmö,skilda,35,Kvinnor,1970,130
1280 Malmö,skilda,35,Kvinnor,1971,126
1280 Malmö,skilda,35,Kvinnor,1972,146
1280 Malmö,skilda,35,Kvinnor,1973,148
1280 Malmö,skilda,35,Kvinnor,1974,190
1280 Malmö,skilda,35,Kvinnor,1975,211
1280 Malmö,skilda,35,Kvinnor,1976,211
1280 Malmö,skilda,35,Kvinnor,1977,269
1280 Malmö,skilda,35,Kvinnor,1978,282
1280 Malmö,skilda,35,Kvinnor,1979,299
1280 Malmö,skilda,35,Kvinnor,1980,297
1280 Malmö,skilda,35,Kvinnor,1981,291
1280 Malmö,skilda,35,Kvinnor,1982,325
1280 Malmö,skilda,35,Kvinnor,1983,300
1280 Malmö,skilda,35,Kvinnor,1984,276
1280 Malmö,skilda,35,Kvinnor,1985,270
1280 Malmö,skilda,35,Kvinnor,1986,272
1280 Malmö,skilda,35,Kvinnor,1987,232
1280 Malmö,skilda,35,Kvinnor,1988,264
1280 Malmö,skilda,35,Kvinnor,1989,229
1280 Malmö,skilda,35,Kvinnor,1990,212
1280 Malmö,skilda,35,Kvinnor,1991,226
1280 Malmö,skilda,35,Kvinnor,1992,218
1280 Malmö,skilda,35,Kvinnor,1993,221
1280 Malmö,skilda,35,Kvinnor,1994,247
1280 Malmö,skilda,35,Kvinnor,1995,237
1280 Malmö,skilda,35,Kvinnor,1996,256
1280 Malmö,skilda,35,Kvinnor,1997,229
1280 Malmö,skilda,35,Kvinnor,1998,261
1280 Malmö,skilda,35,Kvinnor,1999,285
1280 Malmö,skilda,35,Kvinnor,2000,300
1280 Malmö,skilda,35,Kvinnor,2001,269
1280 Malmö,skilda,35,Kvinnor,2002,274
1280 Malmö,skilda,35,Kvinnor,2003,256
1280 Malmö,skilda,35,Kvinnor,2004,238
1280 Malmö,skilda,35,Kvinnor,2005,222
1280 Malmö,skilda,35,Kvinnor,2006,204
1280 Malmö,skilda,35,Kvinnor,2007,192
1280 Malmö,skilda,35,Kvinnor,2008,196
1280 Malmö,skilda,35,Kvinnor,2009,197
1280 Malmö,skilda,35,Kvinnor,2010,222
1280 Malmö,skilda,35,Kvinnor,2011,203
1280 Malmö,skilda,35,Kvinnor,2012,243
1280 Malmö,skilda,35,Kvinnor,2013,272
1280 Malmö,skilda,35,Kvinnor,2014,261
1280 Malmö,skilda,35,Kvinnor,2015,267
1280 Malmö,skilda,35,Kvinnor,2016,280
1280 Malmö,skilda,35,Kvinnor,2017,269
1280 Malmö,skilda,35,Kvinnor,2018,290
1280 Malmö,skilda,35,Kvinnor,2019,289
1280 Malmö,skilda,35,Kvinnor,2020,299
1280 Malmö,skilda,36,Män,1968,77
1280 Malmö,skilda,36,Män,1969,96
1280 Malmö,skilda,36,Män,1970,118
1280 Malmö,skilda,36,Män,1971,134
1280 Malmö,skilda,36,Män,1972,119
1280 Malmö,skilda,36,Män,1973,164
1280 Malmö,skilda,36,Män,1974,172
1280 Malmö,skilda,36,Män,1975,184
1280 Malmö,skilda,36,Män,1976,183
1280 Malmö,skilda,36,Män,1977,215
1280 Malmö,skilda,36,Män,1978,229
1280 Malmö,skilda,36,Män,1979,245
1280 Malmö,skilda,36,Män,1980,245
1280 Malmö,skilda,36,Män,1981,267
1280 Malmö,skilda,36,Män,1982,258
1280 Malmö,skilda,36,Män,1983,240
1280 Malmö,skilda,36,Män,1984,248
1280 Malmö,skilda,36,Män,1985,248
1280 Malmö,skilda,36,Män,1986,202
1280 Malmö,skilda,36,Män,1987,207
1280 Malmö,skilda,36,Män,1988,209
1280 Malmö,skilda,36,Män,1989,203
1280 Malmö,skilda,36,Män,1990,173
1280 Malmö,skilda,36,Män,1991,193
1280 Malmö,skilda,36,Män,1992,199
1280 Malmö,skilda,36,Män,1993,190
1280 Malmö,skilda,36,Män,1994,183
1280 Malmö,skilda,36,Män,1995,205
1280 Malmö,skilda,36,Män,1996,232
1280 Malmö,skilda,36,Män,1997,178
1280 Malmö,skilda,36,Män,1998,253
1280 Malmö,skilda,36,Män,1999,224
1280 Malmö,skilda,36,Män,2000,237
1280 Malmö,skilda,36,Män,2001,222
1280 Malmö,skilda,36,Män,2002,191
1280 Malmö,skilda,36,Män,2003,189
1280 Malmö,skilda,36,Män,2004,165
1280 Malmö,skilda,36,Män,2005,170
1280 Malmö,skilda,36,Män,2006,184
1280 Malmö,skilda,36,Män,2007,155
1280 Malmö,skilda,36,Män,2008,160
1280 Malmö,skilda,36,Män,2009,161
1280 Malmö,skilda,36,Män,2010,181
1280 Malmö,skilda,36,Män,2011,178
1280 Malmö,skilda,36,Män,2012,182
1280 Malmö,skilda,36,Män,2013,216
1280 Malmö,skilda,36,Män,2014,226
1280 Malmö,skilda,36,Män,2015,227
1280 Malmö,skilda,36,Män,2016,203
1280 Malmö,skilda,36,Män,2017,242
1280 Malmö,skilda,36,Män,2018,199
1280 Malmö,skilda,36,Män,2019,206
1280 Malmö,skilda,36,Män,2020,233
1280 Malmö,skilda,36,Kvinnor,1968,119
1280 Malmö,skilda,36,Kvinnor,1969,120
1280 Malmö,skilda,36,Kvinnor,1970,127
1280 Malmö,skilda,36,Kvinnor,1971,142
1280 Malmö,skilda,36,Kvinnor,1972,146
1280 Malmö,skilda,36,Kvinnor,1973,167
1280 Malmö,skilda,36,Kvinnor,1974,169
1280 Malmö,skilda,36,Kvinnor,1975,211
1280 Malmö,skilda,36,Kvinnor,1976,236
1280 Malmö,skilda,36,Kvinnor,1977,229
1280 Malmö,skilda,36,Kvinnor,1978,289
1280 Malmö,skilda,36,Kvinnor,1979,293
1280 Malmö,skilda,36,Kvinnor,1980,304
1280 Malmö,skilda,36,Kvinnor,1981,308
1280 Malmö,skilda,36,Kvinnor,1982,313
1280 Malmö,skilda,36,Kvinnor,1983,338
1280 Malmö,skilda,36,Kvinnor,1984,316
1280 Malmö,skilda,36,Kvinnor,1985,294
1280 Malmö,skilda,36,Kvinnor,1986,264
1280 Malmö,skilda,36,Kvinnor,1987,290
1280 Malmö,skilda,36,Kvinnor,1988,241
1280 Malmö,skilda,36,Kvinnor,1989,256
1280 Malmö,skilda,36,Kvinnor,1990,242
1280 Malmö,skilda,36,Kvinnor,1991,215
1280 Malmö,skilda,36,Kvinnor,1992,246
1280 Malmö,skilda,36,Kvinnor,1993,239
1280 Malmö,skilda,36,Kvinnor,1994,249
1280 Malmö,skilda,36,Kvinnor,1995,273
1280 Malmö,skilda,36,Kvinnor,1996,263
1280 Malmö,skilda,36,Kvinnor,1997,277
1280 Malmö,skilda,36,Kvinnor,1998,249
1280 Malmö,skilda,36,Kvinnor,1999,266
1280 Malmö,skilda,36,Kvinnor,2000,301
1280 Malmö,skilda,36,Kvinnor,2001,313
1280 Malmö,skilda,36,Kvinnor,2002,280
1280 Malmö,skilda,36,Kvinnor,2003,271
1280 Malmö,skilda,36,Kvinnor,2004,259
1280 Malmö,skilda,36,Kvinnor,2005,241
1280 Malmö,skilda,36,Kvinnor,2006,243
1280 Malmö,skilda,36,Kvinnor,2007,217
1280 Malmö,skilda,36,Kvinnor,2008,202
1280 Malmö,skilda,36,Kvinnor,2009,199
1280 Malmö,skilda,36,Kvinnor,2010,214
1280 Malmö,skilda,36,Kvinnor,2011,235
1280 Malmö,skilda,36,Kvinnor,2012,233
1280 Malmö,skilda,36,Kvinnor,2013,268
1280 Malmö,skilda,36,Kvinnor,2014,281
1280 Malmö,skilda,36,Kvinnor,2015,289
1280 Malmö,skilda,36,Kvinnor,2016,280
1280 Malmö,skilda,36,Kvinnor,2017,292
1280 Malmö,skilda,36,Kvinnor,2018,286
1280 Malmö,skilda,36,Kvinnor,2019,335
1280 Malmö,skilda,36,Kvinnor,2020,312
1280 Malmö,skilda,37,Män,1968,86
1280 Malmö,skilda,37,Män,1969,89
1280 Malmö,skilda,37,Män,1970,103
1280 Malmö,skilda,37,Män,1971,132
1280 Malmö,skilda,37,Män,1972,146
1280 Malmö,skilda,37,Män,1973,135
1280 Malmö,skilda,37,Män,1974,171
1280 Malmö,skilda,37,Män,1975,206
1280 Malmö,skilda,37,Män,1976,202
1280 Malmö,skilda,37,Män,1977,207
1280 Malmö,skilda,37,Män,1978,226
1280 Malmö,skilda,37,Män,1979,245
1280 Malmö,skilda,37,Män,1980,236
1280 Malmö,skilda,37,Män,1981,241
1280 Malmö,skilda,37,Män,1982,283
1280 Malmö,skilda,37,Män,1983,257
1280 Malmö,skilda,37,Män,1984,242
1280 Malmö,skilda,37,Män,1985,262
1280 Malmö,skilda,37,Män,1986,253
1280 Malmö,skilda,37,Män,1987,225
1280 Malmö,skilda,37,Män,1988,217
1280 Malmö,skilda,37,Män,1989,202
1280 Malmö,skilda,37,Män,1990,205
1280 Malmö,skilda,37,Män,1991,193
1280 Malmö,skilda,37,Män,1992,203
1280 Malmö,skilda,37,Män,1993,216
1280 Malmö,skilda,37,Män,1994,218
1280 Malmö,skilda,37,Män,1995,207
1280 Malmö,skilda,37,Män,1996,215
1280 Malmö,skilda,37,Män,1997,236
1280 Malmö,skilda,37,Män,1998,205
1280 Malmö,skilda,37,Män,1999,272
1280 Malmö,skilda,37,Män,2000,241
1280 Malmö,skilda,37,Män,2001,252
1280 Malmö,skilda,37,Män,2002,218
1280 Malmö,skilda,37,Män,2003,208
1280 Malmö,skilda,37,Män,2004,211
1280 Malmö,skilda,37,Män,2005,182
1280 Malmö,skilda,37,Män,2006,177
1280 Malmö,skilda,37,Män,2007,188
1280 Malmö,skilda,37,Män,2008,178
1280 Malmö,skilda,37,Män,2009,181
1280 Malmö,skilda,37,Män,2010,188
1280 Malmö,skilda,37,Män,2011,202
1280 Malmö,skilda,37,Män,2012,196
1280 Malmö,skilda,37,Män,2013,218
1280 Malmö,skilda,37,Män,2014,229
1280 Malmö,skilda,37,Män,2015,241
1280 Malmö,skilda,37,Män,2016,231
1280 Malmö,skilda,37,Män,2017,224
1280 Malmö,skilda,37,Män,2018,247
1280 Malmö,skilda,37,Män,2019,231
1280 Malmö,skilda,37,Män,2020,228
1280 Malmö,skilda,37,Kvinnor,1968,115
1280 Malmö,skilda,37,Kvinnor,1969,133
1280 Malmö,skilda,37,Kvinnor,1970,118
1280 Malmö,skilda,37,Kvinnor,1971,133
1280 Malmö,skilda,37,Kvinnor,1972,156
1280 Malmö,skilda,37,Kvinnor,1973,163
1280 Malmö,skilda,37,Kvinnor,1974,184
1280 Malmö,skilda,37,Kvinnor,1975,185
1280 Malmö,skilda,37,Kvinnor,1976,228
1280 Malmö,skilda,37,Kvinnor,1977,242
1280 Malmö,skilda,37,Kvinnor,1978,227
1280 Malmö,skilda,37,Kvinnor,1979,304
1280 Malmö,skilda,37,Kvinnor,1980,317
1280 Malmö,skilda,37,Kvinnor,1981,307
1280 Malmö,skilda,37,Kvinnor,1982,329
1280 Malmö,skilda,37,Kvinnor,1983,325
1280 Malmö,skilda,37,Kvinnor,1984,363
1280 Malmö,skilda,37,Kvinnor,1985,342
1280 Malmö,skilda,37,Kvinnor,1986,293
1280 Malmö,skilda,37,Kvinnor,1987,286
1280 Malmö,skilda,37,Kvinnor,1988,292
1280 Malmö,skilda,37,Kvinnor,1989,238
1280 Malmö,skilda,37,Kvinnor,1990,268
1280 Malmö,skilda,37,Kvinnor,1991,249
1280 Malmö,skilda,37,Kvinnor,1992,237
1280 Malmö,skilda,37,Kvinnor,1993,271
1280 Malmö,skilda,37,Kvinnor,1994,272
1280 Malmö,skilda,37,Kvinnor,1995,258
1280 Malmö,skilda,37,Kvinnor,1996,295
1280 Malmö,skilda,37,Kvinnor,1997,287
1280 Malmö,skilda,37,Kvinnor,1998,304
1280 Malmö,skilda,37,Kvinnor,1999,266
1280 Malmö,skilda,37,Kvinnor,2000,288
1280 Malmö,skilda,37,Kvinnor,2001,316
1280 Malmö,skilda,37,Kvinnor,2002,308
1280 Malmö,skilda,37,Kvinnor,2003,296
1280 Malmö,skilda,37,Kvinnor,2004,282
1280 Malmö,skilda,37,Kvinnor,2005,273
1280 Malmö,skilda,37,Kvinnor,2006,265
1280 Malmö,skilda,37,Kvinnor,2007,263
1280 Malmö,skilda,37,Kvinnor,2008,232
1280 Malmö,skilda,37,Kvinnor,2009,213
1280 Malmö,skilda,37,Kvinnor,2010,223
1280 Malmö,skilda,37,Kvinnor,2011,229
1280 Malmö,skilda,37,Kvinnor,2012,260
1280 Malmö,skilda,37,Kvinnor,2013,246
1280 Malmö,skilda,37,Kvinnor,2014,293
1280 Malmö,skilda,37,Kvinnor,2015,298
1280 Malmö,skilda,37,Kvinnor,2016,292
1280 Malmö,skilda,37,Kvinnor,2017,295
1280 Malmö,skilda,37,Kvinnor,2018,316
1280 Malmö,skilda,37,Kvinnor,2019,314
1280 Malmö,skilda,37,Kvinnor,2020,343
1280 Malmö,skilda,38,Män,1968,93
1280 Malmö,skilda,38,Män,1969,90
1280 Malmö,skilda,38,Män,1970,111
1280 Malmö,skilda,38,Män,1971,126
1280 Malmö,skilda,38,Män,1972,139
1280 Malmö,skilda,38,Män,1973,151
1280 Malmö,skilda,38,Män,1974,148
1280 Malmö,skilda,38,Män,1975,184
1280 Malmö,skilda,38,Män,1976,221
1280 Malmö,skilda,38,Män,1977,196
1280 Malmö,skilda,38,Män,1978,213
1280 Malmö,skilda,38,Män,1979,228
1280 Malmö,skilda,38,Män,1980,264
1280 Malmö,skilda,38,Män,1981,243
1280 Malmö,skilda,38,Män,1982,251
1280 Malmö,skilda,38,Män,1983,284
1280 Malmö,skilda,38,Män,1984,282
1280 Malmö,skilda,38,Män,1985,253
1280 Malmö,skilda,38,Män,1986,267
1280 Malmö,skilda,38,Män,1987,259
1280 Malmö,skilda,38,Män,1988,212
1280 Malmö,skilda,38,Män,1989,209
1280 Malmö,skilda,38,Män,1990,191
1280 Malmö,skilda,38,Män,1991,208
1280 Malmö,skilda,38,Män,1992,220
1280 Malmö,skilda,38,Män,1993,209
1280 Malmö,skilda,38,Män,1994,243
1280 Malmö,skilda,38,Män,1995,250
1280 Malmö,skilda,38,Män,1996,233
1280 Malmö,skilda,38,Män,1997,232
1280 Malmö,skilda,38,Män,1998,251
1280 Malmö,skilda,38,Män,1999,228
1280 Malmö,skilda,38,Män,2000,287
1280 Malmö,skilda,38,Män,2001,258
1280 Malmö,skilda,38,Män,2002,257
1280 Malmö,skilda,38,Män,2003,227
1280 Malmö,skilda,38,Män,2004,213
1280 Malmö,skilda,38,Män,2005,231
1280 Malmö,skilda,38,Män,2006,209
1280 Malmö,skilda,38,Män,2007,182
1280 Malmö,skilda,38,Män,2008,197
1280 Malmö,skilda,38,Män,2009,182
1280 Malmö,skilda,38,Män,2010,191
1280 Malmö,skilda,38,Män,2011,198
1280 Malmö,skilda,38,Män,2012,220
1280 Malmö,skilda,38,Män,2013,218
1280 Malmö,skilda,38,Män,2014,231
1280 Malmö,skilda,38,Män,2015,233
1280 Malmö,skilda,38,Män,2016,260
1280 Malmö,skilda,38,Män,2017,232
1280 Malmö,skilda,38,Män,2018,240
1280 Malmö,skilda,38,Män,2019,271
1280 Malmö,skilda,38,Män,2020,234
1280 Malmö,skilda,38,Kvinnor,1968,139
1280 Malmö,skilda,38,Kvinnor,1969,125
1280 Malmö,skilda,38,Kvinnor,1970,148
1280 Malmö,skilda,38,Kvinnor,1971,150
1280 Malmö,skilda,38,Kvinnor,1972,135
1280 Malmö,skilda,38,Kvinnor,1973,163
1280 Malmö,skilda,38,Kvinnor,1974,180
1280 Malmö,skilda,38,Kvinnor,1975,211
1280 Malmö,skilda,38,Kvinnor,1976,203
1280 Malmö,skilda,38,Kvinnor,1977,230
1280 Malmö,skilda,38,Kvinnor,1978,253
1280 Malmö,skilda,38,Kvinnor,1979,248
1280 Malmö,skilda,38,Kvinnor,1980,312
1280 Malmö,skilda,38,Kvinnor,1981,329
1280 Malmö,skilda,38,Kvinnor,1982,326
1280 Malmö,skilda,38,Kvinnor,1983,338
1280 Malmö,skilda,38,Kvinnor,1984,343
1280 Malmö,skilda,38,Kvinnor,1985,385
1280 Malmö,skilda,38,Kvinnor,1986,353
1280 Malmö,skilda,38,Kvinnor,1987,296
1280 Malmö,skilda,38,Kvinnor,1988,291
1280 Malmö,skilda,38,Kvinnor,1989,294
1280 Malmö,skilda,38,Kvinnor,1990,240
1280 Malmö,skilda,38,Kvinnor,1991,285
1280 Malmö,skilda,38,Kvinnor,1992,259
1280 Malmö,skilda,38,Kvinnor,1993,261
1280 Malmö,skilda,38,Kvinnor,1994,281
1280 Malmö,skilda,38,Kvinnor,1995,299
1280 Malmö,skilda,38,Kvinnor,1996,281
1280 Malmö,skilda,38,Kvinnor,1997,314
1280 Malmö,skilda,38,Kvinnor,1998,306
1280 Malmö,skilda,38,Kvinnor,1999,309
1280 Malmö,skilda,38,Kvinnor,2000,296
1280 Malmö,skilda,38,Kvinnor,2001,317
1280 Malmö,skilda,38,Kvinnor,2002,321
1280 Malmö,skilda,38,Kvinnor,2003,326
1280 Malmö,skilda,38,Kvinnor,2004,314
1280 Malmö,skilda,38,Kvinnor,2005,296
1280 Malmö,skilda,38,Kvinnor,2006,301
1280 Malmö,skilda,38,Kvinnor,2007,289
1280 Malmö,skilda,38,Kvinnor,2008,275
1280 Malmö,skilda,38,Kvinnor,2009,253
1280 Malmö,skilda,38,Kvinnor,2010,247
1280 Malmö,skilda,38,Kvinnor,2011,245
1280 Malmö,skilda,38,Kvinnor,2012,253
1280 Malmö,skilda,38,Kvinnor,2013,275
1280 Malmö,skilda,38,Kvinnor,2014,261
1280 Malmö,skilda,38,Kvinnor,2015,315
1280 Malmö,skilda,38,Kvinnor,2016,312
1280 Malmö,skilda,38,Kvinnor,2017,329
1280 Malmö,skilda,38,Kvinnor,2018,324
1280 Malmö,skilda,38,Kvinnor,2019,326
1280 Malmö,skilda,38,Kvinnor,2020,338
1280 Malmö,skilda,39,Män,1968,94
1280 Malmö,skilda,39,Män,1969,92
1280 Malmö,skilda,39,Män,1970,98
1280 Malmö,skilda,39,Män,1971,120
1280 Malmö,skilda,39,Män,1972,120
1280 Malmö,skilda,39,Män,1973,147
1280 Malmö,skilda,39,Män,1974,172
1280 Malmö,skilda,39,Män,1975,170
1280 Malmö,skilda,39,Män,1976,201
1280 Malmö,skilda,39,Män,1977,230
1280 Malmö,skilda,39,Män,1978,212
1280 Malmö,skilda,39,Män,1979,242
1280 Malmö,skilda,39,Män,1980,229
1280 Malmö,skilda,39,Män,1981,281
1280 Malmö,skilda,39,Män,1982,261
1280 Malmö,skilda,39,Män,1983,275
1280 Malmö,skilda,39,Män,1984,297
1280 Malmö,skilda,39,Män,1985,302
1280 Malmö,skilda,39,Män,1986,261
1280 Malmö,skilda,39,Män,1987,282
1280 Malmö,skilda,39,Män,1988,256
1280 Malmö,skilda,39,Män,1989,218
1280 Malmö,skilda,39,Män,1990,208
1280 Malmö,skilda,39,Män,1991,224
1280 Malmö,skilda,39,Män,1992,238
1280 Malmö,skilda,39,Män,1993,240
1280 Malmö,skilda,39,Män,1994,230
1280 Malmö,skilda,39,Män,1995,263
1280 Malmö,skilda,39,Män,1996,249
1280 Malmö,skilda,39,Män,1997,256
1280 Malmö,skilda,39,Män,1998,244
1280 Malmö,skilda,39,Män,1999,271
1280 Malmö,skilda,39,Män,2000,235
1280 Malmö,skilda,39,Män,2001,299
1280 Malmö,skilda,39,Män,2002,262
1280 Malmö,skilda,39,Män,2003,251
1280 Malmö,skilda,39,Män,2004,230
1280 Malmö,skilda,39,Män,2005,224
1280 Malmö,skilda,39,Män,2006,252
1280 Malmö,skilda,39,Män,2007,218
1280 Malmö,skilda,39,Män,2008,190
1280 Malmö,skilda,39,Män,2009,210
1280 Malmö,skilda,39,Män,2010,197
1280 Malmö,skilda,39,Män,2011,200
1280 Malmö,skilda,39,Män,2012,225
1280 Malmö,skilda,39,Män,2013,234
1280 Malmö,skilda,39,Män,2014,225
1280 Malmö,skilda,39,Män,2015,253
1280 Malmö,skilda,39,Män,2016,252
1280 Malmö,skilda,39,Män,2017,279
1280 Malmö,skilda,39,Män,2018,261
1280 Malmö,skilda,39,Män,2019,270
1280 Malmö,skilda,39,Män,2020,301
1280 Malmö,skilda,39,Kvinnor,1968,120
1280 Malmö,skilda,39,Kvinnor,1969,146
1280 Malmö,skilda,39,Kvinnor,1970,140
1280 Malmö,skilda,39,Kvinnor,1971,156
1280 Malmö,skilda,39,Kvinnor,1972,157
1280 Malmö,skilda,39,Kvinnor,1973,155
1280 Malmö,skilda,39,Kvinnor,1974,180
1280 Malmö,skilda,39,Kvinnor,1975,188
1280 Malmö,skilda,39,Kvinnor,1976,204
1280 Malmö,skilda,39,Kvinnor,1977,228
1280 Malmö,skilda,39,Kvinnor,1978,258
1280 Malmö,skilda,39,Kvinnor,1979,265
1280 Malmö,skilda,39,Kvinnor,1980,263
1280 Malmö,skilda,39,Kvinnor,1981,315
1280 Malmö,skilda,39,Kvinnor,1982,335
1280 Malmö,skilda,39,Kvinnor,1983,336
1280 Malmö,skilda,39,Kvinnor,1984,354
1280 Malmö,skilda,39,Kvinnor,1985,357
1280 Malmö,skilda,39,Kvinnor,1986,405
1280 Malmö,skilda,39,Kvinnor,1987,379
1280 Malmö,skilda,39,Kvinnor,1988,306
1280 Malmö,skilda,39,Kvinnor,1989,309
1280 Malmö,skilda,39,Kvinnor,1990,305
1280 Malmö,skilda,39,Kvinnor,1991,266
1280 Malmö,skilda,39,Kvinnor,1992,305
1280 Malmö,skilda,39,Kvinnor,1993,277
1280 Malmö,skilda,39,Kvinnor,1994,271
1280 Malmö,skilda,39,Kvinnor,1995,305
1280 Malmö,skilda,39,Kvinnor,1996,317
1280 Malmö,skilda,39,Kvinnor,1997,296
1280 Malmö,skilda,39,Kvinnor,1998,329
1280 Malmö,skilda,39,Kvinnor,1999,313
1280 Malmö,skilda,39,Kvinnor,2000,308
1280 Malmö,skilda,39,Kvinnor,2001,313
1280 Malmö,skilda,39,Kvinnor,2002,299
1280 Malmö,skilda,39,Kvinnor,2003,341
1280 Malmö,skilda,39,Kvinnor,2004,332
1280 Malmö,skilda,39,Kvinnor,2005,309
1280 Malmö,skilda,39,Kvinnor,2006,318
1280 Malmö,skilda,39,Kvinnor,2007,298
1280 Malmö,skilda,39,Kvinnor,2008,282
1280 Malmö,skilda,39,Kvinnor,2009,281
1280 Malmö,skilda,39,Kvinnor,2010,272
1280 Malmö,skilda,39,Kvinnor,2011,263
1280 Malmö,skilda,39,Kvinnor,2012,256
1280 Malmö,skilda,39,Kvinnor,2013,267
1280 Malmö,skilda,39,Kvinnor,2014,299
1280 Malmö,skilda,39,Kvinnor,2015,273
1280 Malmö,skilda,39,Kvinnor,2016,334
1280 Malmö,skilda,39,Kvinnor,2017,335
1280 Malmö,skilda,39,Kvinnor,2018,350
1280 Malmö,skilda,39,Kvinnor,2019,339
1280 Malmö,skilda,39,Kvinnor,2020,357
1280 Malmö,skilda,40,Män,1968,106
1280 Malmö,skilda,40,Män,1969,102
1280 Malmö,skilda,40,Män,1970,104
1280 Malmö,skilda,40,Män,1971,116
1280 Malmö,skilda,40,Män,1972,131
1280 Malmö,skilda,40,Män,1973,134
1280 Malmö,skilda,40,Män,1974,158
1280 Malmö,skilda,40,Män,1975,191
1280 Malmö,skilda,40,Män,1976,188
1280 Malmö,skilda,40,Män,1977,219
1280 Malmö,skilda,40,Män,1978,241
1280 Malmö,skilda,40,Män,1979,232
1280 Malmö,skilda,40,Män,1980,241
1280 Malmö,skilda,40,Män,1981,236
1280 Malmö,skilda,40,Män,1982,302
1280 Malmö,skilda,40,Män,1983,267
1280 Malmö,skilda,40,Män,1984,278
1280 Malmö,skilda,40,Män,1985,312
1280 Malmö,skilda,40,Män,1986,313
1280 Malmö,skilda,40,Män,1987,275
1280 Malmö,skilda,40,Män,1988,288
1280 Malmö,skilda,40,Män,1989,238
1280 Malmö,skilda,40,Män,1990,228
1280 Malmö,skilda,40,Män,1991,219
1280 Malmö,skilda,40,Män,1992,234
1280 Malmö,skilda,40,Män,1993,237
1280 Malmö,skilda,40,Män,1994,258
1280 Malmö,skilda,40,Män,1995,233
1280 Malmö,skilda,40,Män,1996,273
1280 Malmö,skilda,40,Män,1997,263
1280 Malmö,skilda,40,Män,1998,283
1280 Malmö,skilda,40,Män,1999,255
