Kommunkod,Kommun,Parti,År,Antal
1486,Strömstad,Vänsterpartiet,1973,100
1486,Strömstad,övriga partier,1973,8
1487,Vänersborg,Centerpartiet,1973,6415
1487,Vänersborg,ej röstande,1973,2250
1487,Vänersborg,Kristdemokraterna,1973,351
1487,Vänersborg,Liberalerna,1973,2524
1487,Vänersborg,Miljöpartiet,1973,NA
1487,Vänersborg,Moderaterna,1973,2920
1487,Vänersborg,ogiltiga valsedlar,1973,23
1487,Vänersborg,Socialdemokraterna,1973,8949
1487,Vänersborg,Sverigedemokraterna,1973,NA
1487,Vänersborg,Vänsterpartiet,1973,735
1487,Vänersborg,övriga partier,1973,41
1488,Trollhättan,Centerpartiet,1973,6570
1488,Trollhättan,ej röstande,1973,3262
1488,Trollhättan,Kristdemokraterna,1973,384
1488,Trollhättan,Liberalerna,1973,3109
1488,Trollhättan,Miljöpartiet,1973,NA
1488,Trollhättan,Moderaterna,1973,2953
1488,Trollhättan,ogiltiga valsedlar,1973,35
1488,Trollhättan,Socialdemokraterna,1973,15221
1488,Trollhättan,Sverigedemokraterna,1973,NA
1488,Trollhättan,Vänsterpartiet,1973,1495
1488,Trollhättan,övriga partier,1973,74
1489,Alingsås,Centerpartiet,1973,4705
1489,Alingsås,ej röstande,1973,1703
1489,Alingsås,Kristdemokraterna,1973,506
1489,Alingsås,Liberalerna,1973,2809
1489,Alingsås,Miljöpartiet,1973,NA
1489,Alingsås,Moderaterna,1973,2356
1489,Alingsås,ogiltiga valsedlar,1973,15
1489,Alingsås,Socialdemokraterna,1973,6223
1489,Alingsås,Sverigedemokraterna,1973,NA
1489,Alingsås,Vänsterpartiet,1973,537
1489,Alingsås,övriga partier,1973,81
1490,Borås,Centerpartiet,1973,15756
1490,Borås,ej röstande,1973,5309
1490,Borås,Kristdemokraterna,1973,1046
1490,Borås,Liberalerna,1973,5470
1490,Borås,Miljöpartiet,1973,NA
1490,Borås,Moderaterna,1973,12850
1490,Borås,ogiltiga valsedlar,1973,61
1490,Borås,Socialdemokraterna,1973,27649
1490,Borås,Sverigedemokraterna,1973,NA
1490,Borås,Vänsterpartiet,1973,2708
1490,Borås,övriga partier,1973,279
1491,Ulricehamn,Centerpartiet,1973,5593
1491,Ulricehamn,ej röstande,1973,1011
1491,Ulricehamn,Kristdemokraterna,1973,336
1491,Ulricehamn,Liberalerna,1973,1433
1491,Ulricehamn,Miljöpartiet,1973,NA
1491,Ulricehamn,Moderaterna,1973,2873
1491,Ulricehamn,ogiltiga valsedlar,1973,16
1491,Ulricehamn,Socialdemokraterna,1973,3902
1491,Ulricehamn,Sverigedemokraterna,1973,NA
1491,Ulricehamn,Vänsterpartiet,1973,158
1491,Ulricehamn,övriga partier,1973,24
1492,Åmål,Centerpartiet,1973,2627
1492,Åmål,ej röstande,1973,975
1492,Åmål,Kristdemokraterna,1973,136
1492,Åmål,Liberalerna,1973,793
1492,Åmål,Miljöpartiet,1973,NA
1492,Åmål,Moderaterna,1973,1030
1492,Åmål,ogiltiga valsedlar,1973,8
1492,Åmål,Socialdemokraterna,1973,3990
1492,Åmål,Sverigedemokraterna,1973,NA
1492,Åmål,Vänsterpartiet,1973,176
1492,Åmål,övriga partier,1973,21
1493,Mariestad,Centerpartiet,1973,4227
1493,Mariestad,ej röstande,1973,1575
1493,Mariestad,Kristdemokraterna,1973,474
1493,Mariestad,Liberalerna,1973,1469
1493,Mariestad,Miljöpartiet,1973,NA
1493,Mariestad,Moderaterna,1973,2175
1493,Mariestad,ogiltiga valsedlar,1973,17
1493,Mariestad,Socialdemokraterna,1973,5935
1493,Mariestad,Sverigedemokraterna,1973,NA
1493,Mariestad,Vänsterpartiet,1973,529
1493,Mariestad,övriga partier,1973,80
1494,Lidköping,Centerpartiet,1973,6276
1494,Lidköping,ej röstande,1973,2531
1494,Lidköping,Kristdemokraterna,1973,472
1494,Lidköping,Liberalerna,1973,2616
1494,Lidköping,Miljöpartiet,1973,NA
1494,Lidköping,Moderaterna,1973,2977
1494,Lidköping,ogiltiga valsedlar,1973,17
1494,Lidköping,Socialdemokraterna,1973,8829
1494,Lidköping,Sverigedemokraterna,1973,NA
1494,Lidköping,Vänsterpartiet,1973,1012
1494,Lidköping,övriga partier,1973,49
1495,Skara,Centerpartiet,1973,3599
1495,Skara,ej röstande,1973,1042
1495,Skara,Kristdemokraterna,1973,187
1495,Skara,Liberalerna,1973,1130
1495,Skara,Miljöpartiet,1973,NA
1495,Skara,Moderaterna,1973,1806
1495,Skara,ogiltiga valsedlar,1973,9
1495,Skara,Socialdemokraterna,1973,4250
1495,Skara,Sverigedemokraterna,1973,NA
1495,Skara,Vänsterpartiet,1973,297
1495,Skara,övriga partier,1973,11
1496,Skövde,Centerpartiet,1973,8094
1496,Skövde,ej röstande,1973,2757
1496,Skövde,Kristdemokraterna,1973,668
1496,Skövde,Liberalerna,1973,2948
1496,Skövde,Miljöpartiet,1973,NA
1496,Skövde,Moderaterna,1973,3746
1496,Skövde,ogiltiga valsedlar,1973,36
1496,Skövde,Socialdemokraterna,1973,10093
1496,Skövde,Sverigedemokraterna,1973,NA
1496,Skövde,Vänsterpartiet,1973,944
1496,Skövde,övriga partier,1973,99
1497,Hjo,Centerpartiet,1973,1382
1497,Hjo,ej röstande,1973,467
1497,Hjo,Kristdemokraterna,1973,282
1497,Hjo,Liberalerna,1973,455
1497,Hjo,Miljöpartiet,1973,NA
1497,Hjo,Moderaterna,1973,811
1497,Hjo,ogiltiga valsedlar,1973,2
1497,Hjo,Socialdemokraterna,1973,1848
1497,Hjo,Sverigedemokraterna,1973,NA
1497,Hjo,Vänsterpartiet,1973,97
1497,Hjo,övriga partier,1973,4
1498,Tidaholm,Centerpartiet,1973,2714
1498,Tidaholm,ej röstande,1973,703
1498,Tidaholm,Kristdemokraterna,1973,261
1498,Tidaholm,Liberalerna,1973,608
1498,Tidaholm,Miljöpartiet,1973,NA
1498,Tidaholm,Moderaterna,1973,851
1498,Tidaholm,ogiltiga valsedlar,1973,12
1498,Tidaholm,Socialdemokraterna,1973,3862
1498,Tidaholm,Sverigedemokraterna,1973,NA
1498,Tidaholm,Vänsterpartiet,1973,301
1498,Tidaholm,övriga partier,1973,19
1499,Falköping,Centerpartiet,1973,8600
1499,Falköping,ej röstande,1973,1995
1499,Falköping,Kristdemokraterna,1973,775
1499,Falköping,Liberalerna,1973,1808
1499,Falköping,Miljöpartiet,1973,NA
1499,Falköping,Moderaterna,1973,3374
1499,Falköping,ogiltiga valsedlar,1973,11
1499,Falköping,Socialdemokraterna,1973,6696
1499,Falköping,Sverigedemokraterna,1973,NA
1499,Falköping,Vänsterpartiet,1973,479
1499,Falköping,övriga partier,1973,54
1715,Kil,Centerpartiet,1973,1805
1715,Kil,ej röstande,1973,444
1715,Kil,Kristdemokraterna,1973,34
1715,Kil,Liberalerna,1973,858
1715,Kil,Miljöpartiet,1973,NA
1715,Kil,Moderaterna,1973,598
1715,Kil,ogiltiga valsedlar,1973,5
1715,Kil,Socialdemokraterna,1973,2233
1715,Kil,Sverigedemokraterna,1973,NA
1715,Kil,Vänsterpartiet,1973,170
1715,Kil,övriga partier,1973,21
1730,Eda,Centerpartiet,1973,1872
1730,Eda,ej röstande,1973,614
1730,Eda,Kristdemokraterna,1973,69
1730,Eda,Liberalerna,1973,461
1730,Eda,Miljöpartiet,1973,NA
1730,Eda,Moderaterna,1973,514
1730,Eda,ogiltiga valsedlar,1973,2
1730,Eda,Socialdemokraterna,1973,3334
1730,Eda,Sverigedemokraterna,1973,NA
1730,Eda,Vänsterpartiet,1973,236
1730,Eda,övriga partier,1973,10
1737,Torsby,Centerpartiet,1973,3223
1737,Torsby,ej röstande,1973,1163
1737,Torsby,Kristdemokraterna,1973,91
1737,Torsby,Liberalerna,1973,624
1737,Torsby,Miljöpartiet,1973,NA
1737,Torsby,Moderaterna,1973,1098
1737,Torsby,ogiltiga valsedlar,1973,14
1737,Torsby,Socialdemokraterna,1973,5165
1737,Torsby,Sverigedemokraterna,1973,NA
1737,Torsby,Vänsterpartiet,1973,1005
1737,Torsby,övriga partier,1973,68
1760,Storfors,Centerpartiet,1973,729
1760,Storfors,ej röstande,1973,200
1760,Storfors,Kristdemokraterna,1973,35
1760,Storfors,Liberalerna,1973,178
1760,Storfors,Miljöpartiet,1973,NA
1760,Storfors,Moderaterna,1973,296
1760,Storfors,ogiltiga valsedlar,1973,2
1760,Storfors,Socialdemokraterna,1973,2134
1760,Storfors,Sverigedemokraterna,1973,NA
1760,Storfors,Vänsterpartiet,1973,117
1760,Storfors,övriga partier,1973,17
1761,Hammarö,Centerpartiet,1973,1236
1761,Hammarö,ej röstande,1973,467
1761,Hammarö,Kristdemokraterna,1973,24
1761,Hammarö,Liberalerna,1973,539
1761,Hammarö,Miljöpartiet,1973,NA
1761,Hammarö,Moderaterna,1973,594
1761,Hammarö,ogiltiga valsedlar,1973,3
1761,Hammarö,Socialdemokraterna,1973,4254
1761,Hammarö,Sverigedemokraterna,1973,NA
1761,Hammarö,Vänsterpartiet,1973,391
1761,Hammarö,övriga partier,1973,39
1762,Munkfors,Centerpartiet,1973,610
1762,Munkfors,ej röstande,1973,223
1762,Munkfors,Kristdemokraterna,1973,40
1762,Munkfors,Liberalerna,1973,248
1762,Munkfors,Miljöpartiet,1973,NA
1762,Munkfors,Moderaterna,1973,173
1762,Munkfors,ogiltiga valsedlar,1973,4
1762,Munkfors,Socialdemokraterna,1973,2663
1762,Munkfors,Sverigedemokraterna,1973,NA
1762,Munkfors,Vänsterpartiet,1973,183
1762,Munkfors,övriga partier,1973,16
1763,Forshaga,Centerpartiet,1973,1520
1763,Forshaga,ej röstande,1973,450
1763,Forshaga,Kristdemokraterna,1973,80
1763,Forshaga,Liberalerna,1973,453
1763,Forshaga,Miljöpartiet,1973,NA
1763,Forshaga,Moderaterna,1973,434
1763,Forshaga,ogiltiga valsedlar,1973,6
1763,Forshaga,Socialdemokraterna,1973,4055
1763,Forshaga,Sverigedemokraterna,1973,NA
1763,Forshaga,Vänsterpartiet,1973,270
1763,Forshaga,övriga partier,1973,11
1764,Grums,Centerpartiet,1973,1743
1764,Grums,ej röstande,1973,594
1764,Grums,Kristdemokraterna,1973,80
1764,Grums,Liberalerna,1973,384
1764,Grums,Miljöpartiet,1973,NA
1764,Grums,Moderaterna,1973,388
1764,Grums,ogiltiga valsedlar,1973,7
1764,Grums,Socialdemokraterna,1973,3921
1764,Grums,Sverigedemokraterna,1973,NA
1764,Grums,Vänsterpartiet,1973,381
1764,Grums,övriga partier,1973,28
1765,Årjäng,Centerpartiet,1973,2587
1765,Årjäng,ej röstande,1973,1120
1765,Årjäng,Kristdemokraterna,1973,188
1765,Årjäng,Liberalerna,1973,854
1765,Årjäng,Miljöpartiet,1973,NA
1765,Årjäng,Moderaterna,1973,691
1765,Årjäng,ogiltiga valsedlar,1973,2
1765,Årjäng,Socialdemokraterna,1973,1798
1765,Årjäng,Sverigedemokraterna,1973,NA
1765,Årjäng,Vänsterpartiet,1973,75
1765,Årjäng,övriga partier,1973,18
1766,Sunne,Centerpartiet,1973,4047
1766,Sunne,ej röstande,1973,814
1766,Sunne,Kristdemokraterna,1973,59
1766,Sunne,Liberalerna,1973,893
1766,Sunne,Miljöpartiet,1973,NA
1766,Sunne,Moderaterna,1973,1205
1766,Sunne,ogiltiga valsedlar,1973,7
1766,Sunne,Socialdemokraterna,1973,3266
1766,Sunne,Sverigedemokraterna,1973,NA
1766,Sunne,Vänsterpartiet,1973,165
1766,Sunne,övriga partier,1973,15
1780,Karlstad,Centerpartiet,1973,11654
1780,Karlstad,ej röstande,1973,4138
1780,Karlstad,Kristdemokraterna,1973,376
1780,Karlstad,Liberalerna,1973,4833
1780,Karlstad,Miljöpartiet,1973,NA
1780,Karlstad,Moderaterna,1973,7202
1780,Karlstad,ogiltiga valsedlar,1973,43
1780,Karlstad,Socialdemokraterna,1973,21592
1780,Karlstad,Sverigedemokraterna,1973,NA
1780,Karlstad,Vänsterpartiet,1973,1993
1780,Karlstad,övriga partier,1973,319
1781,Kristinehamn,Centerpartiet,1973,3974
1781,Kristinehamn,ej röstande,1973,1653
1781,Kristinehamn,Kristdemokraterna,1973,231
1781,Kristinehamn,Liberalerna,1973,1819
1781,Kristinehamn,Miljöpartiet,1973,NA
1781,Kristinehamn,Moderaterna,1973,2100
1781,Kristinehamn,ogiltiga valsedlar,1973,19
1781,Kristinehamn,Socialdemokraterna,1973,9031
1781,Kristinehamn,Sverigedemokraterna,1973,NA
1781,Kristinehamn,Vänsterpartiet,1973,965
1781,Kristinehamn,övriga partier,1973,38
1782,Filipstad,Centerpartiet,1973,1702
1782,Filipstad,ej röstande,1973,992
1782,Filipstad,Kristdemokraterna,1973,60
1782,Filipstad,Liberalerna,1973,713
1782,Filipstad,Miljöpartiet,1973,NA
1782,Filipstad,Moderaterna,1973,824
1782,Filipstad,ogiltiga valsedlar,1973,11
1782,Filipstad,Socialdemokraterna,1973,6392
1782,Filipstad,Sverigedemokraterna,1973,NA
1782,Filipstad,Vänsterpartiet,1973,718
1782,Filipstad,övriga partier,1973,27
1783,Hagfors,Centerpartiet,1973,2603
1783,Hagfors,ej röstande,1973,883
1783,Hagfors,Kristdemokraterna,1973,101
1783,Hagfors,Liberalerna,1973,499
1783,Hagfors,Miljöpartiet,1973,NA
1783,Hagfors,Moderaterna,1973,701
1783,Hagfors,ogiltiga valsedlar,1973,5
1783,Hagfors,Socialdemokraterna,1973,7976
1783,Hagfors,Sverigedemokraterna,1973,NA
1783,Hagfors,Vänsterpartiet,1973,1070
1783,Hagfors,övriga partier,1973,61
1784,Arvika,Centerpartiet,1973,4989
1784,Arvika,ej röstande,1973,2040
1784,Arvika,Kristdemokraterna,1973,125
1784,Arvika,Liberalerna,1973,2284
1784,Arvika,Miljöpartiet,1973,NA
1784,Arvika,Moderaterna,1973,1625
1784,Arvika,ogiltiga valsedlar,1973,17
1784,Arvika,Socialdemokraterna,1973,8158
1784,Arvika,Sverigedemokraterna,1973,NA
1784,Arvika,Vänsterpartiet,1973,1054
1784,Arvika,övriga partier,1973,79
1785,Säffle,Centerpartiet,1973,4827
1785,Säffle,ej röstande,1973,1357
1785,Säffle,Kristdemokraterna,1973,205
1785,Säffle,Liberalerna,1973,1018
1785,Säffle,Miljöpartiet,1973,NA
1785,Säffle,Moderaterna,1973,1450
1785,Säffle,ogiltiga valsedlar,1973,8
1785,Säffle,Socialdemokraterna,1973,5082
1785,Säffle,Sverigedemokraterna,1973,NA
1785,Säffle,Vänsterpartiet,1973,468
1785,Säffle,övriga partier,1973,13
1814,Lekeberg,Centerpartiet,1973,NA
1814,Lekeberg,ej röstande,1973,NA
1814,Lekeberg,Kristdemokraterna,1973,NA
1814,Lekeberg,Liberalerna,1973,NA
1814,Lekeberg,Miljöpartiet,1973,NA
1814,Lekeberg,Moderaterna,1973,NA
1814,Lekeberg,ogiltiga valsedlar,1973,NA
1814,Lekeberg,Socialdemokraterna,1973,NA
1814,Lekeberg,Sverigedemokraterna,1973,NA
1814,Lekeberg,Vänsterpartiet,1973,NA
1814,Lekeberg,övriga partier,1973,NA
1860,Laxå,Centerpartiet,1973,1346
1860,Laxå,ej röstande,1973,500
1860,Laxå,Kristdemokraterna,1973,170
1860,Laxå,Liberalerna,1973,356
1860,Laxå,Miljöpartiet,1973,NA
1860,Laxå,Moderaterna,1973,340
1860,Laxå,ogiltiga valsedlar,1973,12
1860,Laxå,Socialdemokraterna,1973,2897
1860,Laxå,Sverigedemokraterna,1973,NA
1860,Laxå,Vänsterpartiet,1973,318
1860,Laxå,övriga partier,1973,9
1861,Hallsberg,Centerpartiet,1973,2839
1861,Hallsberg,ej röstande,1973,999
1861,Hallsberg,Kristdemokraterna,1973,271
1861,Hallsberg,Liberalerna,1973,944
1861,Hallsberg,Miljöpartiet,1973,NA
1861,Hallsberg,Moderaterna,1973,765
1861,Hallsberg,ogiltiga valsedlar,1973,19
1861,Hallsberg,Socialdemokraterna,1973,5512
1861,Hallsberg,Sverigedemokraterna,1973,NA
1861,Hallsberg,Vänsterpartiet,1973,382
1861,Hallsberg,övriga partier,1973,38
1862,Degerfors,Centerpartiet,1973,1410
1862,Degerfors,ej röstande,1973,421
1862,Degerfors,Kristdemokraterna,1973,176
1862,Degerfors,Liberalerna,1973,398
1862,Degerfors,Miljöpartiet,1973,NA
1862,Degerfors,Moderaterna,1973,393
1862,Degerfors,ogiltiga valsedlar,1973,8
1862,Degerfors,Socialdemokraterna,1973,4756
1862,Degerfors,Sverigedemokraterna,1973,NA
1862,Degerfors,Vänsterpartiet,1973,367
1862,Degerfors,övriga partier,1973,33
1863,Hällefors,Centerpartiet,1973,1091
1863,Hällefors,ej röstande,1973,692
1863,Hällefors,Kristdemokraterna,1973,86
1863,Hällefors,Liberalerna,1973,345
1863,Hällefors,Miljöpartiet,1973,NA
1863,Hällefors,Moderaterna,1973,347
1863,Hällefors,ogiltiga valsedlar,1973,11
1863,Hällefors,Socialdemokraterna,1973,4547
1863,Hällefors,Sverigedemokraterna,1973,NA
1863,Hällefors,Vänsterpartiet,1973,628
1863,Hällefors,övriga partier,1973,18
1864,Ljusnarsberg,Centerpartiet,1973,983
1864,Ljusnarsberg,ej röstande,1973,601
1864,Ljusnarsberg,Kristdemokraterna,1973,92
1864,Ljusnarsberg,Liberalerna,1973,219
1864,Ljusnarsberg,Miljöpartiet,1973,NA
1864,Ljusnarsberg,Moderaterna,1973,229
1864,Ljusnarsberg,ogiltiga valsedlar,1973,4
1864,Ljusnarsberg,Socialdemokraterna,1973,2759
1864,Ljusnarsberg,Sverigedemokraterna,1973,NA
1864,Ljusnarsberg,Vänsterpartiet,1973,357
1864,Ljusnarsberg,övriga partier,1973,10
1880,Örebro,Centerpartiet,1973,18828
1880,Örebro,ej röstande,1973,8266
1880,Örebro,Kristdemokraterna,1973,1669
1880,Örebro,Liberalerna,1973,8972
1880,Örebro,Miljöpartiet,1973,NA
1880,Örebro,Moderaterna,1973,9224
1880,Örebro,ogiltiga valsedlar,1973,155
1880,Örebro,Socialdemokraterna,1973,35337
1880,Örebro,Sverigedemokraterna,1973,NA
1880,Örebro,Vänsterpartiet,1973,3059
1880,Örebro,övriga partier,1973,515
1881,Kumla,Centerpartiet,1973,2656
1881,Kumla,ej röstande,1973,1045
1881,Kumla,Kristdemokraterna,1973,387
1881,Kumla,Liberalerna,1973,1047
1881,Kumla,Miljöpartiet,1973,NA
1881,Kumla,Moderaterna,1973,863
1881,Kumla,ogiltiga valsedlar,1973,13
1881,Kumla,Socialdemokraterna,1973,5199
1881,Kumla,Sverigedemokraterna,1973,NA
1881,Kumla,Vänsterpartiet,1973,595
1881,Kumla,övriga partier,1973,36
1882,Askersund,Centerpartiet,1973,2225
1882,Askersund,ej röstande,1973,814
1882,Askersund,Kristdemokraterna,1973,297
1882,Askersund,Liberalerna,1973,551
1882,Askersund,Miljöpartiet,1973,NA
1882,Askersund,Moderaterna,1973,635
1882,Askersund,ogiltiga valsedlar,1973,13
1882,Askersund,Socialdemokraterna,1973,3552
1882,Askersund,Sverigedemokraterna,1973,NA
1882,Askersund,Vänsterpartiet,1973,176
1882,Askersund,övriga partier,1973,16
1883,Karlskoga,Centerpartiet,1973,4737
1883,Karlskoga,ej röstande,1973,2221
1883,Karlskoga,Kristdemokraterna,1973,316
1883,Karlskoga,Liberalerna,1973,1720
1883,Karlskoga,Miljöpartiet,1973,NA
1883,Karlskoga,Moderaterna,1973,2308
1883,Karlskoga,ogiltiga valsedlar,1973,31
1883,Karlskoga,Socialdemokraterna,1973,13528
1883,Karlskoga,Sverigedemokraterna,1973,NA
1883,Karlskoga,Vänsterpartiet,1973,1708
1883,Karlskoga,övriga partier,1973,132
1884,Nora,Centerpartiet,1973,1400
1884,Nora,ej röstande,1973,656
1884,Nora,Kristdemokraterna,1973,166
1884,Nora,Liberalerna,1973,537
1884,Nora,Miljöpartiet,1973,NA
1884,Nora,Moderaterna,1973,514
1884,Nora,ogiltiga valsedlar,1973,9
1884,Nora,Socialdemokraterna,1973,2912
1884,Nora,Sverigedemokraterna,1973,NA
1884,Nora,Vänsterpartiet,1973,290
1884,Nora,övriga partier,1973,14
1885,Lindesberg,Centerpartiet,1973,4933
1885,Lindesberg,ej röstande,1973,1577
1885,Lindesberg,Kristdemokraterna,1973,380
1885,Lindesberg,Liberalerna,1973,1187
1885,Lindesberg,Miljöpartiet,1973,NA
1885,Lindesberg,Moderaterna,1973,1357
1885,Lindesberg,ogiltiga valsedlar,1973,19
1885,Lindesberg,Socialdemokraterna,1973,7233
1885,Lindesberg,Sverigedemokraterna,1973,NA
1885,Lindesberg,Vänsterpartiet,1973,615
1885,Lindesberg,övriga partier,1973,53
1904,Skinnskatteberg,Centerpartiet,1973,639
1904,Skinnskatteberg,ej röstande,1973,292
1904,Skinnskatteberg,Kristdemokraterna,1973,46
1904,Skinnskatteberg,Liberalerna,1973,144
1904,Skinnskatteberg,Miljöpartiet,1973,NA
1904,Skinnskatteberg,Moderaterna,1973,197
1904,Skinnskatteberg,ogiltiga valsedlar,1973,2
1904,Skinnskatteberg,Socialdemokraterna,1973,1984
1904,Skinnskatteberg,Sverigedemokraterna,1973,NA
1904,Skinnskatteberg,Vänsterpartiet,1973,166
1904,Skinnskatteberg,övriga partier,1973,25
1907,Surahammar,Centerpartiet,1973,919
1907,Surahammar,ej röstande,1973,391
1907,Surahammar,Kristdemokraterna,1973,78
1907,Surahammar,Liberalerna,1973,303
1907,Surahammar,Miljöpartiet,1973,NA
1907,Surahammar,Moderaterna,1973,318
1907,Surahammar,ogiltiga valsedlar,1973,9
1907,Surahammar,Socialdemokraterna,1973,3976
1907,Surahammar,Sverigedemokraterna,1973,NA
1907,Surahammar,Vänsterpartiet,1973,463
1907,Surahammar,övriga partier,1973,23
1960,Kungsör,Centerpartiet,1973,1228
1960,Kungsör,ej röstande,1973,393
1960,Kungsör,Kristdemokraterna,1973,55
1960,Kungsör,Liberalerna,1973,518
1960,Kungsör,Miljöpartiet,1973,NA
1960,Kungsör,Moderaterna,1973,391
1960,Kungsör,ogiltiga valsedlar,1973,5
1960,Kungsör,Socialdemokraterna,1973,2449
1960,Kungsör,Sverigedemokraterna,1973,NA
1960,Kungsör,Vänsterpartiet,1973,274
1960,Kungsör,övriga partier,1973,16
1961,Hallstahammar,Centerpartiet,1973,1873
1961,Hallstahammar,ej röstande,1973,916
1961,Hallstahammar,Kristdemokraterna,1973,118
1961,Hallstahammar,Liberalerna,1973,718
1961,Hallstahammar,Miljöpartiet,1973,NA
1961,Hallstahammar,Moderaterna,1973,752
1961,Hallstahammar,ogiltiga valsedlar,1973,21
1961,Hallstahammar,Socialdemokraterna,1973,6250
1961,Hallstahammar,Sverigedemokraterna,1973,NA
1961,Hallstahammar,Vänsterpartiet,1973,703
1961,Hallstahammar,övriga partier,1973,45
1962,Norberg,Centerpartiet,1973,760
1962,Norberg,ej röstande,1973,390
1962,Norberg,Kristdemokraterna,1973,57
1962,Norberg,Liberalerna,1973,192
1962,Norberg,Miljöpartiet,1973,NA
1962,Norberg,Moderaterna,1973,287
1962,Norberg,ogiltiga valsedlar,1973,7
1962,Norberg,Socialdemokraterna,1973,2654
1962,Norberg,Sverigedemokraterna,1973,NA
1962,Norberg,Vänsterpartiet,1973,278
1962,Norberg,övriga partier,1973,17
1980,Västerås,Centerpartiet,1973,14892
1980,Västerås,ej röstande,1973,7853
1980,Västerås,Kristdemokraterna,1973,1066
1980,Västerås,Liberalerna,1973,7781
1980,Västerås,Miljöpartiet,1973,NA
1980,Västerås,Moderaterna,1973,8473
1980,Västerås,ogiltiga valsedlar,1973,156
1980,Västerås,Socialdemokraterna,1973,33299
1980,Västerås,Sverigedemokraterna,1973,NA
1980,Västerås,Vänsterpartiet,1973,3643
1980,Västerås,övriga partier,1973,464
1981,Sala,Centerpartiet,1973,4805
1981,Sala,ej röstande,1973,1255
1981,Sala,Kristdemokraterna,1973,155
1981,Sala,Liberalerna,1973,1156
1981,Sala,Miljöpartiet,1973,NA
1981,Sala,Moderaterna,1973,1284
1981,Sala,ogiltiga valsedlar,1973,27
1981,Sala,Socialdemokraterna,1973,5271
1981,Sala,Sverigedemokraterna,1973,NA
1981,Sala,Vänsterpartiet,1973,404
1981,Sala,övriga partier,1973,54
1982,Fagersta,Centerpartiet,1973,1618
1982,Fagersta,ej röstande,1973,819
1982,Fagersta,Kristdemokraterna,1973,78
1982,Fagersta,Liberalerna,1973,719
1982,Fagersta,Miljöpartiet,1973,NA
1982,Fagersta,Moderaterna,1973,791
1982,Fagersta,ogiltiga valsedlar,1973,18
1982,Fagersta,Socialdemokraterna,1973,6027
1982,Fagersta,Sverigedemokraterna,1973,NA
1982,Fagersta,Vänsterpartiet,1973,527
1982,Fagersta,övriga partier,1973,52
1983,Köping,Centerpartiet,1973,3791
1983,Köping,ej röstande,1973,1679
1983,Köping,Kristdemokraterna,1973,362
1983,Köping,Liberalerna,1973,1076
1983,Köping,Miljöpartiet,1973,NA
1983,Köping,Moderaterna,1973,1175
1983,Köping,ogiltiga valsedlar,1973,40
1983,Köping,Socialdemokraterna,1973,8711
1983,Köping,Sverigedemokraterna,1973,NA
1983,Köping,Vänsterpartiet,1973,857
1983,Köping,övriga partier,1973,119
1984,Arboga,Centerpartiet,1973,2319
1984,Arboga,ej röstande,1973,864
1984,Arboga,Kristdemokraterna,1973,91
1984,Arboga,Liberalerna,1973,866
1984,Arboga,Miljöpartiet,1973,NA
1984,Arboga,Moderaterna,1973,980
1984,Arboga,ogiltiga valsedlar,1973,27
1984,Arboga,Socialdemokraterna,1973,4810
1984,Arboga,Sverigedemokraterna,1973,NA
1984,Arboga,Vänsterpartiet,1973,404
1984,Arboga,övriga partier,1973,16
2021,Vansbro,Centerpartiet,1973,2225
2021,Vansbro,ej röstande,1973,625
2021,Vansbro,Kristdemokraterna,1973,182
2021,Vansbro,Liberalerna,1973,296
2021,Vansbro,Miljöpartiet,1973,NA
2021,Vansbro,Moderaterna,1973,331
2021,Vansbro,ogiltiga valsedlar,1973,7
2021,Vansbro,Socialdemokraterna,1973,2540
2021,Vansbro,Sverigedemokraterna,1973,NA
2021,Vansbro,Vänsterpartiet,1973,342
2021,Vansbro,övriga partier,1973,12
2023,Malung-Sälen,Centerpartiet,1973,2582
2023,Malung-Sälen,ej röstande,1973,736
2023,Malung-Sälen,Kristdemokraterna,1973,111
2023,Malung-Sälen,Liberalerna,1973,688
2023,Malung-Sälen,Miljöpartiet,1973,NA
2023,Malung-Sälen,Moderaterna,1973,620
2023,Malung-Sälen,ogiltiga valsedlar,1973,11
2023,Malung-Sälen,Socialdemokraterna,1973,3811
2023,Malung-Sälen,Sverigedemokraterna,1973,NA
2023,Malung-Sälen,Vänsterpartiet,1973,272
2023,Malung-Sälen,övriga partier,1973,17
2026,Gagnef,Centerpartiet,1973,2348
2026,Gagnef,ej röstande,1973,487
2026,Gagnef,Kristdemokraterna,1973,104
2026,Gagnef,Liberalerna,1973,287
2026,Gagnef,Miljöpartiet,1973,NA
2026,Gagnef,Moderaterna,1973,292
2026,Gagnef,ogiltiga valsedlar,1973,10
2026,Gagnef,Socialdemokraterna,1973,2419
2026,Gagnef,Sverigedemokraterna,1973,NA
2026,Gagnef,Vänsterpartiet,1973,171
2026,Gagnef,övriga partier,1973,31
2029,Leksand,Centerpartiet,1973,3329
2029,Leksand,ej röstande,1973,969
2029,Leksand,Kristdemokraterna,1973,239
2029,Leksand,Liberalerna,1973,732
2029,Leksand,Miljöpartiet,1973,NA
2029,Leksand,Moderaterna,1973,806
2029,Leksand,ogiltiga valsedlar,1973,9
2029,Leksand,Socialdemokraterna,1973,3037
2029,Leksand,Sverigedemokraterna,1973,NA
2029,Leksand,Vänsterpartiet,1973,161
