Kommunkod,Kommun,Parti,År,Antal
1382,Falkenberg,Vänsterpartiet,1979,487
1382,Falkenberg,övriga partier,1979,22
1383,Varberg,Centerpartiet,1979,9023
1383,Varberg,ej röstande,1979,2716
1383,Varberg,Kristdemokraterna,1979,282
1383,Varberg,Liberalerna,1979,2707
1383,Varberg,Miljöpartiet,1979,NA
1383,Varberg,Moderaterna,1979,5380
1383,Varberg,ogiltiga valsedlar,1979,207
1383,Varberg,Socialdemokraterna,1979,10608
1383,Varberg,Sverigedemokraterna,1979,NA
1383,Varberg,Vänsterpartiet,1979,860
1383,Varberg,övriga partier,1979,132
1384,Kungsbacka,Centerpartiet,1979,6430
1384,Kungsbacka,ej röstande,1979,2162
1384,Kungsbacka,Kristdemokraterna,1979,150
1384,Kungsbacka,Liberalerna,1979,3771
1384,Kungsbacka,Miljöpartiet,1979,NA
1384,Kungsbacka,Moderaterna,1979,8410
1384,Kungsbacka,ogiltiga valsedlar,1979,131
1384,Kungsbacka,Socialdemokraterna,1979,7049
1384,Kungsbacka,Sverigedemokraterna,1979,NA
1384,Kungsbacka,Vänsterpartiet,1979,777
1384,Kungsbacka,övriga partier,1979,59
1401,Härryda,Centerpartiet,1979,2423
1401,Härryda,ej röstande,1979,1182
1401,Härryda,Kristdemokraterna,1979,104
1401,Härryda,Liberalerna,1979,2371
1401,Härryda,Miljöpartiet,1979,NA
1401,Härryda,Moderaterna,1979,3244
1401,Härryda,ogiltiga valsedlar,1979,72
1401,Härryda,Socialdemokraterna,1979,4567
1401,Härryda,Sverigedemokraterna,1979,NA
1401,Härryda,Vänsterpartiet,1979,751
1401,Härryda,övriga partier,1979,81
1402,Partille,Centerpartiet,1979,2011
1402,Partille,ej röstande,1979,1483
1402,Partille,Kristdemokraterna,1979,159
1402,Partille,Liberalerna,1979,3111
1402,Partille,Miljöpartiet,1979,NA
1402,Partille,Moderaterna,1979,4661
1402,Partille,ogiltiga valsedlar,1979,108
1402,Partille,Socialdemokraterna,1979,6047
1402,Partille,Sverigedemokraterna,1979,NA
1402,Partille,Vänsterpartiet,1979,1124
1402,Partille,övriga partier,1979,65
1407,Öckerö,Centerpartiet,1979,937
1407,Öckerö,ej röstande,1979,671
1407,Öckerö,Kristdemokraterna,1979,366
1407,Öckerö,Liberalerna,1979,1359
1407,Öckerö,Miljöpartiet,1979,NA
1407,Öckerö,Moderaterna,1979,1818
1407,Öckerö,ogiltiga valsedlar,1979,23
1407,Öckerö,Socialdemokraterna,1979,1480
1407,Öckerö,Sverigedemokraterna,1979,NA
1407,Öckerö,Vänsterpartiet,1979,152
1407,Öckerö,övriga partier,1979,59
1415,Stenungsund,Centerpartiet,1979,2052
1415,Stenungsund,ej röstande,1979,1067
1415,Stenungsund,Kristdemokraterna,1979,55
1415,Stenungsund,Liberalerna,1979,1384
1415,Stenungsund,Miljöpartiet,1979,NA
1415,Stenungsund,Moderaterna,1979,2174
1415,Stenungsund,ogiltiga valsedlar,1979,62
1415,Stenungsund,Socialdemokraterna,1979,3334
1415,Stenungsund,Sverigedemokraterna,1979,NA
1415,Stenungsund,Vänsterpartiet,1979,327
1415,Stenungsund,övriga partier,1979,66
1419,Tjörn,Centerpartiet,1979,1542
1419,Tjörn,ej röstande,1979,896
1419,Tjörn,Kristdemokraterna,1979,254
1419,Tjörn,Liberalerna,1979,1695
1419,Tjörn,Miljöpartiet,1979,NA
1419,Tjörn,Moderaterna,1979,2032
1419,Tjörn,ogiltiga valsedlar,1979,35
1419,Tjörn,Socialdemokraterna,1979,1632
1419,Tjörn,Sverigedemokraterna,1979,NA
1419,Tjörn,Vänsterpartiet,1979,158
1419,Tjörn,övriga partier,1979,19
1421,Orust,Centerpartiet,1979,2481
1421,Orust,ej röstande,1979,935
1421,Orust,Kristdemokraterna,1979,35
1421,Orust,Liberalerna,1979,1136
1421,Orust,Miljöpartiet,1979,NA
1421,Orust,Moderaterna,1979,1477
1421,Orust,ogiltiga valsedlar,1979,31
1421,Orust,Socialdemokraterna,1979,2437
1421,Orust,Sverigedemokraterna,1979,NA
1421,Orust,Vänsterpartiet,1979,183
1421,Orust,övriga partier,1979,41
1427,Sotenäs,Centerpartiet,1979,1141
1427,Sotenäs,ej röstande,1979,677
1427,Sotenäs,Kristdemokraterna,1979,85
1427,Sotenäs,Liberalerna,1979,1021
1427,Sotenäs,Miljöpartiet,1979,NA
1427,Sotenäs,Moderaterna,1979,1201
1427,Sotenäs,ogiltiga valsedlar,1979,23
1427,Sotenäs,Socialdemokraterna,1979,2844
1427,Sotenäs,Sverigedemokraterna,1979,NA
1427,Sotenäs,Vänsterpartiet,1979,143
1427,Sotenäs,övriga partier,1979,39
1430,Munkedal,Centerpartiet,1979,2438
1430,Munkedal,ej röstande,1979,719
1430,Munkedal,Kristdemokraterna,1979,69
1430,Munkedal,Liberalerna,1979,632
1430,Munkedal,Miljöpartiet,1979,NA
1430,Munkedal,Moderaterna,1979,1082
1430,Munkedal,ogiltiga valsedlar,1979,34
1430,Munkedal,Socialdemokraterna,1979,2637
1430,Munkedal,Sverigedemokraterna,1979,NA
1430,Munkedal,Vänsterpartiet,1979,168
1430,Munkedal,övriga partier,1979,22
1435,Tanum,Centerpartiet,1979,2960
1435,Tanum,ej röstande,1979,1051
1435,Tanum,Kristdemokraterna,1979,45
1435,Tanum,Liberalerna,1979,1020
1435,Tanum,Miljöpartiet,1979,NA
1435,Tanum,Moderaterna,1979,1482
1435,Tanum,ogiltiga valsedlar,1979,33
1435,Tanum,Socialdemokraterna,1979,1957
1435,Tanum,Sverigedemokraterna,1979,NA
1435,Tanum,Vänsterpartiet,1979,135
1435,Tanum,övriga partier,1979,24
1438,Dals-Ed,Centerpartiet,1979,1587
1438,Dals-Ed,ej röstande,1979,365
1438,Dals-Ed,Kristdemokraterna,1979,104
1438,Dals-Ed,Liberalerna,1979,298
1438,Dals-Ed,Miljöpartiet,1979,NA
1438,Dals-Ed,Moderaterna,1979,504
1438,Dals-Ed,ogiltiga valsedlar,1979,8
1438,Dals-Ed,Socialdemokraterna,1979,918
1438,Dals-Ed,Sverigedemokraterna,1979,NA
1438,Dals-Ed,Vänsterpartiet,1979,61
1438,Dals-Ed,övriga partier,1979,10
1439,Färgelanda,Centerpartiet,1979,1996
1439,Färgelanda,ej röstande,1979,427
1439,Färgelanda,Kristdemokraterna,1979,23
1439,Färgelanda,Liberalerna,1979,313
1439,Färgelanda,Miljöpartiet,1979,NA
1439,Färgelanda,Moderaterna,1979,767
1439,Färgelanda,ogiltiga valsedlar,1979,22
1439,Färgelanda,Socialdemokraterna,1979,1661
1439,Färgelanda,Sverigedemokraterna,1979,NA
1439,Färgelanda,Vänsterpartiet,1979,94
1439,Färgelanda,övriga partier,1979,7
1440,Ale,Centerpartiet,1979,2851
1440,Ale,ej röstande,1979,1064
1440,Ale,Kristdemokraterna,1979,211
1440,Ale,Liberalerna,1979,1524
1440,Ale,Miljöpartiet,1979,NA
1440,Ale,Moderaterna,1979,2054
1440,Ale,ogiltiga valsedlar,1979,61
1440,Ale,Socialdemokraterna,1979,6048
1440,Ale,Sverigedemokraterna,1979,NA
1440,Ale,Vänsterpartiet,1979,696
1440,Ale,övriga partier,1979,17
1441,Lerum,Centerpartiet,1979,3157
1441,Lerum,ej röstande,1979,1210
1441,Lerum,Kristdemokraterna,1979,176
1441,Lerum,Liberalerna,1979,3148
1441,Lerum,Miljöpartiet,1979,NA
1441,Lerum,Moderaterna,1979,5097
1441,Lerum,ogiltiga valsedlar,1979,110
1441,Lerum,Socialdemokraterna,1979,5344
1441,Lerum,Sverigedemokraterna,1979,NA
1441,Lerum,Vänsterpartiet,1979,881
1441,Lerum,övriga partier,1979,35
1442,Vårgårda,Centerpartiet,1979,2041
1442,Vårgårda,ej röstande,1979,504
1442,Vårgårda,Kristdemokraterna,1979,178
1442,Vårgårda,Liberalerna,1979,892
1442,Vårgårda,Miljöpartiet,1979,NA
1442,Vårgårda,Moderaterna,1979,1304
1442,Vårgårda,ogiltiga valsedlar,1979,21
1442,Vårgårda,Socialdemokraterna,1979,1441
1442,Vårgårda,Sverigedemokraterna,1979,NA
1442,Vårgårda,Vänsterpartiet,1979,135
1442,Vårgårda,övriga partier,1979,2
1443,Bollebygd,Centerpartiet,1979,NA
1443,Bollebygd,ej röstande,1979,NA
1443,Bollebygd,Kristdemokraterna,1979,NA
1443,Bollebygd,Liberalerna,1979,NA
1443,Bollebygd,Miljöpartiet,1979,NA
1443,Bollebygd,Moderaterna,1979,NA
1443,Bollebygd,ogiltiga valsedlar,1979,NA
1443,Bollebygd,Socialdemokraterna,1979,NA
1443,Bollebygd,Sverigedemokraterna,1979,NA
1443,Bollebygd,Vänsterpartiet,1979,NA
1443,Bollebygd,övriga partier,1979,NA
1444,Grästorp,Centerpartiet,1979,1494
1444,Grästorp,ej röstande,1979,354
1444,Grästorp,Kristdemokraterna,1979,37
1444,Grästorp,Liberalerna,1979,405
1444,Grästorp,Miljöpartiet,1979,NA
1444,Grästorp,Moderaterna,1979,878
1444,Grästorp,ogiltiga valsedlar,1979,10
1444,Grästorp,Socialdemokraterna,1979,872
1444,Grästorp,Sverigedemokraterna,1979,NA
1444,Grästorp,Vänsterpartiet,1979,64
1444,Grästorp,övriga partier,1979,26
1445,Essunga,Centerpartiet,1979,NA
1445,Essunga,ej röstande,1979,NA
1445,Essunga,Kristdemokraterna,1979,NA
1445,Essunga,Liberalerna,1979,NA
1445,Essunga,Miljöpartiet,1979,NA
1445,Essunga,Moderaterna,1979,NA
1445,Essunga,ogiltiga valsedlar,1979,NA
1445,Essunga,Socialdemokraterna,1979,NA
1445,Essunga,Sverigedemokraterna,1979,NA
1445,Essunga,Vänsterpartiet,1979,NA
1445,Essunga,övriga partier,1979,NA
1446,Karlsborg,Centerpartiet,1979,1336
1446,Karlsborg,ej röstande,1979,468
1446,Karlsborg,Kristdemokraterna,1979,120
1446,Karlsborg,Liberalerna,1979,534
1446,Karlsborg,Miljöpartiet,1979,NA
1446,Karlsborg,Moderaterna,1979,1036
1446,Karlsborg,ogiltiga valsedlar,1979,15
1446,Karlsborg,Socialdemokraterna,1979,2552
1446,Karlsborg,Sverigedemokraterna,1979,NA
1446,Karlsborg,Vänsterpartiet,1979,119
1446,Karlsborg,övriga partier,1979,40
1447,Gullspång,Centerpartiet,1979,1297
1447,Gullspång,ej röstande,1979,509
1447,Gullspång,Kristdemokraterna,1979,79
1447,Gullspång,Liberalerna,1979,311
1447,Gullspång,Miljöpartiet,1979,NA
1447,Gullspång,Moderaterna,1979,733
1447,Gullspång,ogiltiga valsedlar,1979,23
1447,Gullspång,Socialdemokraterna,1979,1876
1447,Gullspång,Sverigedemokraterna,1979,NA
1447,Gullspång,Vänsterpartiet,1979,135
1447,Gullspång,övriga partier,1979,11
1452,Tranemo,Centerpartiet,1979,2620
1452,Tranemo,ej röstande,1979,493
1452,Tranemo,Kristdemokraterna,1979,86
1452,Tranemo,Liberalerna,1979,670
1452,Tranemo,Miljöpartiet,1979,NA
1452,Tranemo,Moderaterna,1979,1404
1452,Tranemo,ogiltiga valsedlar,1979,28
1452,Tranemo,Socialdemokraterna,1979,3065
1452,Tranemo,Sverigedemokraterna,1979,NA
1452,Tranemo,Vänsterpartiet,1979,166
1452,Tranemo,övriga partier,1979,21
1460,Bengtsfors,Centerpartiet,1979,2504
1460,Bengtsfors,ej röstande,1979,895
1460,Bengtsfors,Kristdemokraterna,1979,164
1460,Bengtsfors,Liberalerna,1979,694
1460,Bengtsfors,Miljöpartiet,1979,NA
1460,Bengtsfors,Moderaterna,1979,1179
1460,Bengtsfors,ogiltiga valsedlar,1979,17
1460,Bengtsfors,Socialdemokraterna,1979,3594
1460,Bengtsfors,Sverigedemokraterna,1979,NA
1460,Bengtsfors,Vänsterpartiet,1979,221
1460,Bengtsfors,övriga partier,1979,19
1461,Mellerud,Centerpartiet,1979,2803
1461,Mellerud,ej röstande,1979,718
1461,Mellerud,Kristdemokraterna,1979,176
1461,Mellerud,Liberalerna,1979,542
1461,Mellerud,Miljöpartiet,1979,NA
1461,Mellerud,Moderaterna,1979,1392
1461,Mellerud,ogiltiga valsedlar,1979,30
1461,Mellerud,Socialdemokraterna,1979,2319
1461,Mellerud,Sverigedemokraterna,1979,NA
1461,Mellerud,Vänsterpartiet,1979,132
1461,Mellerud,övriga partier,1979,14
1462,Lilla Edet,Centerpartiet,1979,1689
1462,Lilla Edet,ej röstande,1979,663
1462,Lilla Edet,Kristdemokraterna,1979,66
1462,Lilla Edet,Liberalerna,1979,626
1462,Lilla Edet,Miljöpartiet,1979,NA
1462,Lilla Edet,Moderaterna,1979,942
1462,Lilla Edet,ogiltiga valsedlar,1979,28
1462,Lilla Edet,Socialdemokraterna,1979,3419
1462,Lilla Edet,Sverigedemokraterna,1979,NA
1462,Lilla Edet,Vänsterpartiet,1979,304
1462,Lilla Edet,övriga partier,1979,19
1463,Mark,Centerpartiet,1979,5450
1463,Mark,ej röstande,1979,1457
1463,Mark,Kristdemokraterna,1979,256
1463,Mark,Liberalerna,1979,1355
1463,Mark,Miljöpartiet,1979,NA
1463,Mark,Moderaterna,1979,3901
1463,Mark,ogiltiga valsedlar,1979,93
1463,Mark,Socialdemokraterna,1979,9177
1463,Mark,Sverigedemokraterna,1979,NA
1463,Mark,Vänsterpartiet,1979,856
1463,Mark,övriga partier,1979,21
1465,Svenljunga,Centerpartiet,1979,2454
1465,Svenljunga,ej röstande,1979,558
1465,Svenljunga,Kristdemokraterna,1979,125
1465,Svenljunga,Liberalerna,1979,563
1465,Svenljunga,Miljöpartiet,1979,NA
1465,Svenljunga,Moderaterna,1979,1665
1465,Svenljunga,ogiltiga valsedlar,1979,31
1465,Svenljunga,Socialdemokraterna,1979,2249
1465,Svenljunga,Sverigedemokraterna,1979,NA
1465,Svenljunga,Vänsterpartiet,1979,100
1465,Svenljunga,övriga partier,1979,8
1466,Herrljunga,Centerpartiet,1979,2224
1466,Herrljunga,ej röstande,1979,489
1466,Herrljunga,Kristdemokraterna,1979,109
1466,Herrljunga,Liberalerna,1979,776
1466,Herrljunga,Miljöpartiet,1979,NA
1466,Herrljunga,Moderaterna,1979,1384
1466,Herrljunga,ogiltiga valsedlar,1979,27
1466,Herrljunga,Socialdemokraterna,1979,1647
1466,Herrljunga,Sverigedemokraterna,1979,NA
1466,Herrljunga,Vänsterpartiet,1979,147
1466,Herrljunga,övriga partier,1979,9
1470,Vara,Centerpartiet,1979,5817
1470,Vara,ej röstande,1979,1610
1470,Vara,Kristdemokraterna,1979,199
1470,Vara,Liberalerna,1979,1471
1470,Vara,Miljöpartiet,1979,NA
1470,Vara,Moderaterna,1979,4243
1470,Vara,ogiltiga valsedlar,1979,44
1470,Vara,Socialdemokraterna,1979,3496
1470,Vara,Sverigedemokraterna,1979,NA
1470,Vara,Vänsterpartiet,1979,272
1470,Vara,övriga partier,1979,111
1471,Götene,Centerpartiet,1979,2103
1471,Götene,ej röstande,1979,755
1471,Götene,Kristdemokraterna,1979,307
1471,Götene,Liberalerna,1979,984
1471,Götene,Miljöpartiet,1979,NA
1471,Götene,Moderaterna,1979,1520
1471,Götene,ogiltiga valsedlar,1979,35
1471,Götene,Socialdemokraterna,1979,3105
1471,Götene,Sverigedemokraterna,1979,NA
1471,Götene,Vänsterpartiet,1979,282
1471,Götene,övriga partier,1979,56
1472,Tibro,Centerpartiet,1979,1663
1472,Tibro,ej röstande,1979,728
1472,Tibro,Kristdemokraterna,1979,244
1472,Tibro,Liberalerna,1979,892
1472,Tibro,Miljöpartiet,1979,NA
1472,Tibro,Moderaterna,1979,1249
1472,Tibro,ogiltiga valsedlar,1979,28
1472,Tibro,Socialdemokraterna,1979,2776
1472,Tibro,Sverigedemokraterna,1979,NA
1472,Tibro,Vänsterpartiet,1979,240
1472,Tibro,övriga partier,1979,109
1473,Töreboda,Centerpartiet,1979,2386
1473,Töreboda,ej röstande,1979,814
1473,Töreboda,Kristdemokraterna,1979,107
1473,Töreboda,Liberalerna,1979,485
1473,Töreboda,Miljöpartiet,1979,NA
1473,Töreboda,Moderaterna,1979,1263
1473,Töreboda,ogiltiga valsedlar,1979,26
1473,Töreboda,Socialdemokraterna,1979,2401
1473,Töreboda,Sverigedemokraterna,1979,NA
1473,Töreboda,Vänsterpartiet,1979,168
1473,Töreboda,övriga partier,1979,69
1480,Göteborg,Centerpartiet,1979,27022
1480,Göteborg,ej röstande,1979,36371
1480,Göteborg,Kristdemokraterna,1979,2454
1480,Göteborg,Liberalerna,1979,45800
1480,Göteborg,Miljöpartiet,1979,NA
1480,Göteborg,Moderaterna,1979,69904
1480,Göteborg,ogiltiga valsedlar,1979,2735
1480,Göteborg,Socialdemokraterna,1979,106274
1480,Göteborg,Sverigedemokraterna,1979,NA
1480,Göteborg,Vänsterpartiet,1979,28023
1480,Göteborg,övriga partier,1979,3467
1481,Mölndal,Centerpartiet,1979,4054
1481,Mölndal,ej röstande,1979,3020
1481,Mölndal,Kristdemokraterna,1979,366
1481,Mölndal,Liberalerna,1979,4991
1481,Mölndal,Miljöpartiet,1979,NA
1481,Mölndal,Moderaterna,1979,6725
1481,Mölndal,ogiltiga valsedlar,1979,232
1481,Mölndal,Socialdemokraterna,1979,11810
1481,Mölndal,Sverigedemokraterna,1979,NA
1481,Mölndal,Vänsterpartiet,1979,2114
1481,Mölndal,övriga partier,1979,209
1482,Kungälv,Centerpartiet,1979,4002
1482,Kungälv,ej röstande,1979,1619
1482,Kungälv,Kristdemokraterna,1979,219
1482,Kungälv,Liberalerna,1979,2692
1482,Kungälv,Miljöpartiet,1979,NA
1482,Kungälv,Moderaterna,1979,4249
1482,Kungälv,ogiltiga valsedlar,1979,113
1482,Kungälv,Socialdemokraterna,1979,6735
1482,Kungälv,Sverigedemokraterna,1979,NA
1482,Kungälv,Vänsterpartiet,1979,753
1482,Kungälv,övriga partier,1979,53
1484,Lysekil,Centerpartiet,1979,1400
1484,Lysekil,ej röstande,1979,962
1484,Lysekil,Kristdemokraterna,1979,52
1484,Lysekil,Liberalerna,1979,1349
1484,Lysekil,Miljöpartiet,1979,NA
1484,Lysekil,Moderaterna,1979,1658
1484,Lysekil,ogiltiga valsedlar,1979,80
1484,Lysekil,Socialdemokraterna,1979,5325
1484,Lysekil,Sverigedemokraterna,1979,NA
1484,Lysekil,Vänsterpartiet,1979,340
1484,Lysekil,övriga partier,1979,28
1485,Uddevalla,Centerpartiet,1979,6348
1485,Uddevalla,ej röstande,1979,3331
1485,Uddevalla,Kristdemokraterna,1979,240
1485,Uddevalla,Liberalerna,1979,3649
1485,Uddevalla,Miljöpartiet,1979,NA
1485,Uddevalla,Moderaterna,1979,5361
1485,Uddevalla,ogiltiga valsedlar,1979,159
1485,Uddevalla,Socialdemokraterna,1979,14047
1485,Uddevalla,Sverigedemokraterna,1979,NA
1485,Uddevalla,Vänsterpartiet,1979,1273
1485,Uddevalla,övriga partier,1979,239
1486,Strömstad,Centerpartiet,1979,1606
1486,Strömstad,ej röstande,1979,891
1486,Strömstad,Kristdemokraterna,1979,88
1486,Strömstad,Liberalerna,1979,786
1486,Strömstad,Miljöpartiet,1979,NA
1486,Strömstad,Moderaterna,1979,996
1486,Strömstad,ogiltiga valsedlar,1979,15
1486,Strömstad,Socialdemokraterna,1979,2608
1486,Strömstad,Sverigedemokraterna,1979,NA
1486,Strömstad,Vänsterpartiet,1979,144
1486,Strömstad,övriga partier,1979,27
1487,Vänersborg,Centerpartiet,1979,5369
1487,Vänersborg,ej röstande,1979,2306
1487,Vänersborg,Kristdemokraterna,1979,264
1487,Vänersborg,Liberalerna,1979,2717
1487,Vänersborg,Miljöpartiet,1979,NA
1487,Vänersborg,Moderaterna,1979,4248
1487,Vänersborg,ogiltiga valsedlar,1979,115
1487,Vänersborg,Socialdemokraterna,1979,9806
1487,Vänersborg,Sverigedemokraterna,1979,NA
1487,Vänersborg,Vänsterpartiet,1979,1099
1487,Vänersborg,övriga partier,1979,46
1488,Trollhättan,Centerpartiet,1979,4644
1488,Trollhättan,ej röstande,1979,3312
1488,Trollhättan,Kristdemokraterna,1979,350
1488,Trollhättan,Liberalerna,1979,3826
1488,Trollhättan,Miljöpartiet,1979,NA
1488,Trollhättan,Moderaterna,1979,4681
1488,Trollhättan,ogiltiga valsedlar,1979,125
1488,Trollhättan,Socialdemokraterna,1979,16239
1488,Trollhättan,Sverigedemokraterna,1979,NA
1488,Trollhättan,Vänsterpartiet,1979,1576
1488,Trollhättan,övriga partier,1979,93
1489,Alingsås,Centerpartiet,1979,3951
1489,Alingsås,ej röstande,1979,1746
1489,Alingsås,Kristdemokraterna,1979,422
1489,Alingsås,Liberalerna,1979,3168
1489,Alingsås,Miljöpartiet,1979,NA
1489,Alingsås,Moderaterna,1979,3959
1489,Alingsås,ogiltiga valsedlar,1979,128
1489,Alingsås,Socialdemokraterna,1979,6869
1489,Alingsås,Sverigedemokraterna,1979,NA
1489,Alingsås,Vänsterpartiet,1979,788
1489,Alingsås,övriga partier,1979,51
1490,Borås,Centerpartiet,1979,11255
1490,Borås,ej röstande,1979,6048
1490,Borås,Kristdemokraterna,1979,930
1490,Borås,Liberalerna,1979,7444
1490,Borås,Miljöpartiet,1979,NA
1490,Borås,Moderaterna,1979,15959
1490,Borås,ogiltiga valsedlar,1979,217
1490,Borås,Socialdemokraterna,1979,28787
1490,Borås,Sverigedemokraterna,1979,NA
1490,Borås,Vänsterpartiet,1979,2924
1490,Borås,övriga partier,1979,231
1491,Ulricehamn,Centerpartiet,1979,4893
1491,Ulricehamn,ej röstande,1979,1122
1491,Ulricehamn,Kristdemokraterna,1979,322
1491,Ulricehamn,Liberalerna,1979,1760
1491,Ulricehamn,Miljöpartiet,1979,NA
1491,Ulricehamn,Moderaterna,1979,3490
1491,Ulricehamn,ogiltiga valsedlar,1979,42
1491,Ulricehamn,Socialdemokraterna,1979,4282
1491,Ulricehamn,Sverigedemokraterna,1979,NA
1491,Ulricehamn,Vänsterpartiet,1979,298
1491,Ulricehamn,övriga partier,1979,47
1492,Åmål,Centerpartiet,1979,2136
1492,Åmål,ej röstande,1979,1140
1492,Åmål,Kristdemokraterna,1979,150
1492,Åmål,Liberalerna,1979,814
1492,Åmål,Miljöpartiet,1979,NA
1492,Åmål,Moderaterna,1979,1707
1492,Åmål,ogiltiga valsedlar,1979,34
1492,Åmål,Socialdemokraterna,1979,4176
1492,Åmål,Sverigedemokraterna,1979,NA
1492,Åmål,Vänsterpartiet,1979,222
1492,Åmål,övriga partier,1979,13
1493,Mariestad,Centerpartiet,1979,3360
1493,Mariestad,ej röstande,1979,1649
1493,Mariestad,Kristdemokraterna,1979,412
1493,Mariestad,Liberalerna,1979,1545
1493,Mariestad,Miljöpartiet,1979,NA
1493,Mariestad,Moderaterna,1979,3235
1493,Mariestad,ogiltiga valsedlar,1979,71
1493,Mariestad,Socialdemokraterna,1979,6537
1493,Mariestad,Sverigedemokraterna,1979,NA
1493,Mariestad,Vänsterpartiet,1979,573
1493,Mariestad,övriga partier,1979,157
1494,Lidköping,Centerpartiet,1979,5148
1494,Lidköping,ej röstande,1979,2609
1494,Lidköping,Kristdemokraterna,1979,448
1494,Lidköping,Liberalerna,1979,2698
1494,Lidköping,Miljöpartiet,1979,NA
1494,Lidköping,Moderaterna,1979,4338
1494,Lidköping,ogiltiga valsedlar,1979,93
1494,Lidköping,Socialdemokraterna,1979,9268
1494,Lidköping,Sverigedemokraterna,1979,NA
1494,Lidköping,Vänsterpartiet,1979,1216
1494,Lidköping,övriga partier,1979,264
1495,Skara,Centerpartiet,1979,2918
1495,Skara,ej röstande,1979,1191
1495,Skara,Kristdemokraterna,1979,173
1495,Skara,Liberalerna,1979,1298
1495,Skara,Miljöpartiet,1979,NA
1495,Skara,Moderaterna,1979,2545
1495,Skara,ogiltiga valsedlar,1979,45
1495,Skara,Socialdemokraterna,1979,4258
1495,Skara,Sverigedemokraterna,1979,NA
1495,Skara,Vänsterpartiet,1979,412
1495,Skara,övriga partier,1979,243
1496,Skövde,Centerpartiet,1979,6207
1496,Skövde,ej röstande,1979,3373
1496,Skövde,Kristdemokraterna,1979,575
1496,Skövde,Liberalerna,1979,3337
1496,Skövde,Miljöpartiet,1979,NA
1496,Skövde,Moderaterna,1979,5753
1496,Skövde,ogiltiga valsedlar,1979,119
1496,Skövde,Socialdemokraterna,1979,11171
1496,Skövde,Sverigedemokraterna,1979,NA
1496,Skövde,Vänsterpartiet,1979,1249
1496,Skövde,övriga partier,1979,335
1497,Hjo,Centerpartiet,1979,1327
1497,Hjo,ej röstande,1979,554
1497,Hjo,Kristdemokraterna,1979,239
1497,Hjo,Liberalerna,1979,512
1497,Hjo,Miljöpartiet,1979,NA
1497,Hjo,Moderaterna,1979,1284
1497,Hjo,ogiltiga valsedlar,1979,17
1497,Hjo,Socialdemokraterna,1979,2069
1497,Hjo,Sverigedemokraterna,1979,NA
1497,Hjo,Vänsterpartiet,1979,174
1497,Hjo,övriga partier,1979,40
1498,Tidaholm,Centerpartiet,1979,2207
1498,Tidaholm,ej röstande,1979,770
1498,Tidaholm,Kristdemokraterna,1979,211
1498,Tidaholm,Liberalerna,1979,690
1498,Tidaholm,Miljöpartiet,1979,NA
1498,Tidaholm,Moderaterna,1979,1367
1498,Tidaholm,ogiltiga valsedlar,1979,34
1498,Tidaholm,Socialdemokraterna,1979,4098
1498,Tidaholm,Sverigedemokraterna,1979,NA
1498,Tidaholm,Vänsterpartiet,1979,292
1498,Tidaholm,övriga partier,1979,143
1499,Falköping,Centerpartiet,1979,7218
1499,Falköping,ej röstande,1979,2071
1499,Falköping,Kristdemokraterna,1979,550
1499,Falköping,Liberalerna,1979,2042
1499,Falköping,Miljöpartiet,1979,NA
1499,Falköping,Moderaterna,1979,4482
1499,Falköping,ogiltiga valsedlar,1979,68
1499,Falköping,Socialdemokraterna,1979,7220
1499,Falköping,Sverigedemokraterna,1979,NA
1499,Falköping,Vänsterpartiet,1979,659
1499,Falköping,övriga partier,1979,130
1715,Kil,Centerpartiet,1979,1628
1715,Kil,ej röstande,1979,554
1715,Kil,Kristdemokraterna,1979,24
1715,Kil,Liberalerna,1979,825
1715,Kil,Miljöpartiet,1979,NA
1715,Kil,Moderaterna,1979,1407
1715,Kil,ogiltiga valsedlar,1979,31
1715,Kil,Socialdemokraterna,1979,2846
1715,Kil,Sverigedemokraterna,1979,NA
1715,Kil,Vänsterpartiet,1979,236
1715,Kil,övriga partier,1979,62
1730,Eda,Centerpartiet,1979,1619
1730,Eda,ej röstande,1979,627
1730,Eda,Kristdemokraterna,1979,63
1730,Eda,Liberalerna,1979,451
1730,Eda,Miljöpartiet,1979,NA
1730,Eda,Moderaterna,1979,801
1730,Eda,ogiltiga valsedlar,1979,19
1730,Eda,Socialdemokraterna,1979,3186
1730,Eda,Sverigedemokraterna,1979,NA
1730,Eda,Vänsterpartiet,1979,218
1730,Eda,övriga partier,1979,26
1737,Torsby,Centerpartiet,1979,2741
1737,Torsby,ej röstande,1979,1127
1737,Torsby,Kristdemokraterna,1979,68
1737,Torsby,Liberalerna,1979,548
1737,Torsby,Miljöpartiet,1979,NA
1737,Torsby,Moderaterna,1979,1519
1737,Torsby,ogiltiga valsedlar,1979,29
1737,Torsby,Socialdemokraterna,1979,5353
1737,Torsby,Sverigedemokraterna,1979,NA
1737,Torsby,Vänsterpartiet,1979,893
1737,Torsby,övriga partier,1979,47
1760,Storfors,Centerpartiet,1979,602
1760,Storfors,ej röstande,1979,259
1760,Storfors,Kristdemokraterna,1979,26
1760,Storfors,Liberalerna,1979,264
1760,Storfors,Miljöpartiet,1979,NA
1760,Storfors,Moderaterna,1979,454
1760,Storfors,ogiltiga valsedlar,1979,13
1760,Storfors,Socialdemokraterna,1979,2126
