"Riksdagsval - valresultat, antal röster efter region, parti mm och valår"

"0180 Stockholm","Vänsterpartiet",43196,41542,47513,45737,43384,44339,30956,36768,56663,49795,35616,39565,44656,80217
"0180 Stockholm","Sverigedemokraterna",..,..,..,..,..,..,..,..,1599,4706,7912,16950,38356,60135
"0180 Stockholm","övriga partier",4841,4166,4656,2241,4228,4626,33617,10359,9182,4785,12861,9834,46946,11642
"0180 Stockholm","ogiltiga valsedlar",1218,2343,4006,5997,4724,6627,7782,7329,8668,5248,6550,4147,3500,3654
"0180 Stockholm","ej röstande",57188,50570,56376,51106,57860,79613,73580,76361,105082,110687,104329,95430,96079,89297
"0181 Södertälje","Moderaterna",5901,6958,8715,10911,9719,8161,10348,10534,8875,5921,11505,13405,10870,9561
"0181 Södertälje","Centerpartiet",9804,9715,6502,5200,3270,3449,2401,2065,1343,1377,2304,1766,1807,2827
"0181 Södertälje","Liberalerna",3436,4579,4424,2195,7196,6229,4332,3266,1535,5289,3067,2804,2191,2149
"0181 Södertälje","Kristdemokraterna",656,454,523,603,..,814,2257,1414,4045,3962,3109,2454,3242,5392
"0181 Södertälje","Miljöpartiet",..,..,..,1052,880,2914,1860,2732,2123,2448,2759,3758,3431,2178
"0181 Södertälje","Socialdemokraterna",19460,19462,20350,22327,21769,19493,18198,22707,16340,17298,15438,15457,15089,13122
"0181 Södertälje","Vänsterpartiet",2767,2392,2887,2960,2909,3021,1952,2523,4057,3072,2403,2373,2755,3719
"0181 Södertälje","Sverigedemokraterna",..,..,..,..,..,..,..,..,253,293,829,2534,5821,8441
"0181 Södertälje","övriga partier",308,266,388,124,487,482,3856,910,857,1254,1506,907,1945,884
"0181 Södertälje","ogiltiga valsedlar",99,173,302,557,471,613,745,767,883,544,629,462,479,411
"0181 Södertälje","ej röstande",4570,4419,5217,4899,6234,9234,8831,8757,11925,12984,12634,11825,13482,14099
"0182 Nacka","Moderaterna",7783,9297,11454,14052,13048,11831,14007,15159,16718,12142,21467,24153,21946,18415
"0182 Nacka","Centerpartiet",5351,5149,3311,2731,1346,1535,1047,1295,835,735,2810,4040,3732,7807
"0182 Nacka","Liberalerna",3434,4740,4123,2197,6457,6158,5174,4636,3033,9740,5024,4950,5044,5388
"0182 Nacka","Kristdemokraterna",206,159,175,259,..,512,1668,1302,4239,3504,3075,3799,3100,3911
"0182 Nacka","Miljöpartiet",..,..,..,807,572,2214,1749,2096,1877,2407,3250,4765,5657,4193
"0182 Nacka","Socialdemokraterna",10608,11204,11388,12559,11957,11041,10258,12879,10592,11898,9732,8797,10479,12419
"0182 Nacka","Vänsterpartiet",2301,2431,2846,2599,2432,2558,1678,2283,3768,3035,2126,2207,2514,4194
"0182 Nacka","Sverigedemokraterna",..,..,..,..,..,..,..,..,89,382,623,1510,3849,6897
"0182 Nacka","övriga partier",274,269,198,188,543,444,3182,1020,634,400,915,709,2793,877
"0182 Nacka","ogiltiga valsedlar",85,167,248,404,338,483,610,647,767,524,569,403,401,364
"0182 Nacka","ej röstande",2640,2527,3058,2819,3547,5504,5199,5555,8173,9013,8147,7528,7597,7164
"0183 Sundbyberg","Moderaterna",2720,2921,3499,4175,4124,3906,4845,4789,5529,3847,6907,8007,7014,6667
"0183 Sundbyberg","Centerpartiet",3289,2626,1521,1324,647,813,562,581,323,395,944,1052,1080,2400
"0183 Sundbyberg","Liberalerna",1857,2272,1885,984,2842,2715,2117,1552,1179,3454,1897,1823,1600,2104
"0183 Sundbyberg","Kristdemokraterna",115,80,91,130,..,302,846,444,1563,1278,904,928,923,1499
"0183 Sundbyberg","Miljöpartiet",..,..,..,306,286,1140,738,910,940,1130,1446,2285,2612,1779
"0183 Sundbyberg","Socialdemokraterna",9481,9043,8783,9263,9206,8444,7398,8542,6559,7493,6146,5998,7157,7929
"0183 Sundbyberg","Vänsterpartiet",1739,1601,1800,1794,1663,1881,1324,1545,2479,1956,1438,1589,1835,3292
"0183 Sundbyberg","Sverigedemokraterna",..,..,..,..,..,..,..,..,95,302,443,1023,2369,3649
"0183 Sundbyberg","övriga partier",212,161,141,47,164,227,1562,622,477,214,527,416,1276,488
"0183 Sundbyberg","ogiltiga valsedlar",62,91,157,259,216,339,373,389,474,264,369,190,206,202
"0183 Sundbyberg","ej röstande",2021,1796,2036,1806,2349,3697,3439,3560,5152,5554,5137,4875,4932,5038
"0184 Solna","Moderaterna",8406,9413,11255,12968,11714,10273,11871,12860,11108,7766,14781,16338,13986,11976
"0184 Solna","Centerpartiet",6114,4998,3255,2675,1399,1530,965,1077,623,640,1998,2475,2294,4563
"0184 Solna","Liberalerna",4257,5662,4910,2378,5846,5336,4248,3598,2309,6886,4188,3898,3795,4101
"0184 Solna","Kristdemokraterna",390,295,235,358,..,606,1809,1184,3429,2442,1996,2314,2074,2928
"0184 Solna","Miljöpartiet",..,..,..,737,562,2025,1490,1672,1488,1969,2745,4292,4687,3205
"0184 Solna","Socialdemokraterna",14265,13991,13721,14370,13455,12063,10686,12999,9961,11842,9528,8823,10543,12124
"0184 Solna","Vänsterpartiet",3044,2931,3225,2848,2668,2804,1882,2481,3756,3302,2343,2600,3113,4995
"0184 Solna","Sverigedemokraterna",..,..,..,..,..,..,..,..,101,327,622,1478,3606,5707
"0184 Solna","övriga partier",433,338,397,152,292,324,2729,767,713,401,916,694,2666,911
"0184 Solna","ogiltiga valsedlar",91,176,270,445,351,476,598,569,716,468,608,380,281,278
"0184 Solna","ej röstande",4005,3456,4426,3961,4743,6979,6302,6804,8329,8887,8444,8162,7740,7305
"0186 Lidingö","Moderaterna",9115,10145,11710,13388,12316,11365,11873,12721,13070,9563,14386,13922,13224,11178
"0186 Lidingö","Centerpartiet",3745,3745,2611,2088,879,1189,752,1102,520,482,1738,2879,2074,3658
"0186 Lidingö","Liberalerna",2647,3905,3454,1917,5528,5051,3694,3162,2400,6959,3241,3064,3439,3346
"0186 Lidingö","Kristdemokraterna",120,94,91,134,..,316,1315,1180,3327,2443,2201,2869,2328,2666
"0186 Lidingö","Miljöpartiet",..,..,..,632,447,1551,1045,999,907,1076,1163,1619,1899,1533
"0186 Lidingö","Socialdemokraterna",5251,5336,5295,5790,5739,5035,4186,5038,3965,4475,3135,2637,3238,3831
"0186 Lidingö","Vänsterpartiet",1166,1189,1441,1189,973,989,553,745,1197,919,598,554,606,1087
"0186 Lidingö","Sverigedemokraterna",..,..,..,..,..,..,..,..,78,223,394,759,1900,3400
"0186 Lidingö","övriga partier",221,166,147,34,51,77,1976,396,301,139,337,256,860,333
"0186 Lidingö","ogiltiga valsedlar",38,100,179,300,214,308,292,322,328,224,224,150,144,106
"0186 Lidingö","ej röstande",1603,1460,1908,1770,2060,2981,2625,2703,4080,4339,3954,3586,3698,3398
"0187 Vaxholm","Moderaterna",2897,3902,5407,1454,1416,1280,1649,1843,2083,1516,3014,3433,3033,2457
"0187 Vaxholm","Centerpartiet",3349,3604,2552,390,192,301,232,308,167,207,446,602,580,1078
"0187 Vaxholm","Liberalerna",1432,2250,2072,282,806,747,548,512,335,1328,578,657,644,629
"0187 Vaxholm","Kristdemokraterna",69,75,89,22,..,50,175,158,658,556,502,487,407,640
"0187 Vaxholm","Miljöpartiet",..,..,..,113,89,320,197,336,281,280,447,535,624,446
"0187 Vaxholm","Socialdemokraterna",4704,5316,5767,1423,1458,1307,1168,1533,1271,1481,1113,877,1119,1327
"0187 Vaxholm","Vänsterpartiet",695,861,988,243,214,230,140,219,413,327,190,216,235,381
"0187 Vaxholm","Sverigedemokraterna",..,..,..,..,..,..,..,..,3,37,71,188,495,1058
"0187 Vaxholm","övriga partier",43,56,100,4,6,8,356,90,68,26,111,88,247,90
"0187 Vaxholm","ogiltiga valsedlar",33,83,140,49,57,65,76,74,90,74,89,61,38,47
"0187 Vaxholm","ej röstande",1092,1120,1508,350,419,538,463,575,890,988,875,824,768,638
